seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
89661,SELL-00089661,"Bennett, Mejia and Blackburn",Brand,Spain,ESP,Europe,4.14,Active,Dropship,2021-10-14,2021-10-14 00:00:00,,true,2021-10-14 20:12:36,michelle.bender024@analytics.example.com
89662,SELL-00089662,Chavez-Allen,Distributor,France,FRA,Europe,5,Active,Dropship,2021-10-17,2021-10-17 00:00:00,,true,2021-10-17 17:44:51,brandi.carter038@dataops.example.com
89663,SELL-00089663,"Williams, Molina and Hudson",Retailer,Australia,AUS,Oceania,4.45,Active,Platform Fulfilled,2021-10-15,2021-10-15 00:00:00,,true,2021-10-15 16:36:45,grace.gonzales099@dataops.example.com
89664,SELL-00089664,"Herman, Smith and Ray",Retailer,Italy,ITA,Europe,4.02,Active,Platform Fulfilled,2021-10-29,2021-10-29 00:00:00,,true,2021-10-29 08:35:21,christine.carter078@commerce.example.com
89665,SELL-00089665,Johnson-Chapman,Retailer,India,IND,Asia,4.38,Active,Dropship,2021-10-19,2021-10-19 00:00:00,,true,2021-10-19 20:09:15,andrea.cummings039@platform.example.com
89666,SELL-00089666,"Thomas, Murray and Pruitt",Small Business,United States,USA,North America,3.5,Active,Dropship,2021-10-14,2021-10-14 00:00:00,,true,2021-10-14 01:58:51,sylvia.diaz107@dataops.example.com
89667,SELL-00089667,Shepard PLC,Marketplace,United Kingdom,GBR,Europe,4.59,Active,Dropship,2021-10-11,2021-10-11 00:00:00,,true,2021-10-11 11:16:06,susan.rice083@commerce.example.com
89668,SELL-00089668,Cunningham-Vega,Distributor,United Kingdom,GBR,Europe,3.96,Inactive,Dropship,2021-10-14,2021-10-14 00:00:00,,true,2021-10-14 03:57:05,christine.carter078@commerce.example.com
89669,SELL-00089669,"Jensen, Wallace and Nelson",Small Business,Mexico,MEX,North America,4.3,Active,Platform Fulfilled,2021-10-17,2021-10-17 00:00:00,,true,2021-10-17 11:26:29,grace.gonzales099@dataops.example.com
89670,SELL-00089670,Davis Ltd,Marketplace,United Kingdom,GBR,Europe,3.52,Active,Seller Fulfilled,2021-10-27,2021-10-27 00:00:00,,true,2021-10-27 03:23:16,micheal.hall064@dataops.example.com
89671,SELL-00089671,Singleton PLC,Distributor,Australia,AUS,Oceania,3.96,Active,Platform Fulfilled,2021-10-21,2021-10-21 00:00:00,,true,2021-10-21 06:21:14,patrick.gonzalez035@dataops.example.com
89672,SELL-00089672,"Fuentes, Mitchell and Browning",Retailer,India,IND,Asia,4.48,Active,Seller Fulfilled,2021-10-03,2021-10-03 00:00:00,,true,2021-10-03 15:50:07,michelle.bender024@analytics.example.com
89673,SELL-00089673,"Oneill, Taylor and Wagner",Brand,India,IND,Asia,4.06,Active,Seller Fulfilled,2021-10-16,2021-10-16 00:00:00,,true,2021-10-16 21:01:22,anita.garcia021@dataops.example.com
