session_record_id,session_id,customer_id,session_start,session_end,session_duration_seconds,country_name,country_code,region_name,currency_code,platform,device_type,operating_system,browser,traffic_source,traffic_medium,campaign_id,landing_page,exit_page,is_new_customer,is_new_session,created_at,created_by
,SES-202402-0000000000,CUST-0001169549,2024-02-21 02:31:33,2024-02-21 02:37:18,345,Singapore,SGP,Asia,SGD,Mobile Web,Mobile,ChromeOS,Firefox,Direct,organic,,/product,/checkout,false,true,2024-02-21 02:31:33,scott.duran111@dataops.example.com
,SES-202402-0000000001,CUST-0001158939,2024-02-13 07:06:22,2024-02-13 07:14:34,492,Netherlands,NLD,Europe,EUR,Web,Desktop,ChromeOS,Chrome,Bing,direct,,/product,/product,false,false,2024-02-13 07:06:22,tammy.smith009@platform.example.com
,SES-202402-0000000002,CUST-0001179133,2024-02-02 10:58:34,2024-02-02 11:03:14,280,Italy,ITA,Europe,EUR,iOS,Mobile,iOS,Samsung Internet,Google,email,CAMP-2024-0012,/category,/cart,false,true,2024-02-02 10:58:34,james.proctor094@dataops.example.com
,SES-202402-0000000003,CUST-0001175123,2024-02-16 11:15:52,2024-02-16 11:18:24,152,Brazil,BRA,South America,BRL,Android,Laptop,Linux,Edge,Direct,affiliate,CAMP-2024-0023,/offers,/cart,true,false,2024-02-16 11:15:52,stephanie.miller092@analytics.example.com
,SES-202402-0000000004,CUST-0001169369,2024-02-07 10:39:44,2024-02-07 10:42:07,143,Italy,ITA,Europe,EUR,Web,Mobile,Android,Edge,Facebook,direct,,/home,/cart,true,false,2024-02-07 10:39:44,troy.boone097@platform.example.com
,SES-202402-0000000005,CUST-0001162817,2024-02-19 06:49:22,2024-02-19 06:51:45,143,Germany,DEU,Europe,EUR,Web,Mobile,macOS,Chrome,Google,referral,,/search,/search,false,false,2024-02-19 06:49:22,ashley.marks069@commerce.example.com
,SES-202402-0000000006,CUST-0001172367,2024-02-24 12:50:59,2024-02-24 12:57:54,415,Spain,ESP,Europe,EUR,Web,Desktop,ChromeOS,Chrome,Direct,cpc,CAMP-2024-0006,/search,/checkout,false,false,2024-02-24 12:50:59,michael.berger060@platform.example.com
,SES-202402-0000000007,CUST-0001163542,2024-02-28 19:42:34,2024-02-28 19:55:34,780,India,IND,Asia,INR,Web,Desktop,macOS,Chrome,Instagram,organic,CAMP-2024-0012,/offers,/cart,false,false,2024-02-28 19:42:34,ashley.bishop108@dataops.example.com
,SES-202402-0000000008,CUST-0001178202,2024-02-24 00:33:14,2024-02-24 00:38:17,303,United States,USA,North America,USD,iOS,Mobile,Android,Samsung Internet,Direct,direct,CAMP-2024-0014,/offers,/product,false,true,2024-02-24 00:33:14,anita.garcia021@dataops.example.com
,SES-202402-0000000009,CUST-0001172222,2024-02-24 13:35:35,2024-02-24 13:46:19,644,United Kingdom,GBR,Europe,GBP,Web,Laptop,ChromeOS,Edge,TikTok,organic,CAMP-2024-0039,/category,/home,false,true,2024-02-24 13:35:35,stephen.clark001@analytics.example.com
,SES-202402-0000000010,CUST-0001177474,2024-02-17 06:57:16,2024-02-17 06:58:45,89,Spain,ESP,Europe,EUR,Android,Laptop,Android,Edge,Organic,referral,,/product,/product,false,true,2024-02-17 06:57:16,diana.williams116@analytics.example.com
,SES-202402-0000000011,CUST-0001169786,2024-02-23 09:42:49,2024-02-23 09:44:38,109,Australia,AUS,Oceania,AUD,Android,Mobile,iOS,Samsung Internet,TikTok,organic,,/category,/search,false,true,2024-02-23 09:42:49,shawn.baxter004@dataops.example.com
,SES-202402-0000000012,CUST-0001162283,2024-02-23 13:50:17,2024-02-23 13:52:52,155,Netherlands,NLD,Europe,EUR,Mobile Web,Mobile,macOS,Samsung Internet,Instagram,email,CAMP-2024-0027,/category,/search,false,true,2024-02-23 13:50:17,kevin.mathews014@analytics.example.com
,SES-202402-0000000013,CUST-0001157028,2024-02-04 22:08:42,2024-02-04 22:10:55,133,India,IND,Asia,INR,Web,Desktop,Windows,Chrome,Instagram,social,CAMP-2024-0009,/home,/checkout,true,true,2024-02-04 22:08:42,stephen.daniels076@commerce.example.com
,SES-202402-0000000014,CUST-0001173977,2024-02-25 19:29:35,2024-02-25 19:34:44,309,France,FRA,Europe,EUR,Mobile Web,Desktop,ChromeOS,Samsung Internet,Google,cpc,CAMP-2024-0012,/product,/cart,false,false,2024-02-25 19:29:35,mary.jordan048@analytics.example.com
,SES-202402-0000000015,CUST-0001165760,2024-02-21 01:26:37,2024-02-21 01:27:01,24,Singapore,SGP,Asia,SGD,Mobile Web,Mobile,Linux,Safari,TikTok,organic,,/home,/checkout,false,true,2024-02-21 01:26:37,benjamin.brooks117@dataops.example.com
,SES-202402-0000000016,CUST-0001159881,2024-02-05 17:14:00,2024-02-05 17:15:13,73,Japan,JPN,Asia,JPY,iOS,Desktop,Windows,Samsung Internet,Google,organic,,/sale,/cart,false,false,2024-02-05 17:14:00,jennifer.atkins003@platform.example.com
,SES-202402-0000000017,CUST-0001161366,2024-02-02 15:08:58,2024-02-02 15:10:52,114,Netherlands,NLD,Europe,EUR,iOS,Desktop,macOS,Edge,Organic,email,CAMP-2024-0037,/home,/cart,true,false,2024-02-02 15:08:58,chelsea.patel065@commerce.example.com
,SES-202402-0000000018,CUST-0001165427,2024-02-01 23:42:43,2024-02-01 23:44:33,110,United States,USA,North America,USD,iOS,Mobile,Linux,Samsung Internet,Direct,email,CAMP-2024-0037,/offers,/product,false,true,2024-02-01 23:42:43,michael.johnson061@platform.example.com
,SES-202402-0000000019,CUST-0001160701,2024-02-15 05:44:44,2024-02-15 05:49:04,260,France,FRA,Europe,EUR,Web,Desktop,Windows,Firefox,Bing,organic,,/product,/cart,false,true,2024-02-15 05:44:44,kristen.bailey110@analytics.example.com
