currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2020-04-14 22:24:39,brandi.carter038@dataops.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2020-04-05 03:20:54,tina.williams074@commerce.example.com
GBP,Pound Sterling,£,2,FIAT,true,2020-04-11 19:55:21,megan.cunningham013@commerce.example.com
EUR,Euro,€,2,FIAT,true,2020-04-09 16:21:24,joseph.johnson049@dataops.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2020-04-03 13:15:22,micheal.chen050@dataops.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2020-04-18 07:26:05,adam.gordon030@commerce.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2020-04-30 07:50:22,adam.gordon030@commerce.example.com
INR,Indian Rupee,₹,2,FIAT,true,2020-04-16 08:38:50,adam.gordon030@commerce.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2020-04-06 19:40:58,michael.berger060@platform.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2020-04-15 08:07:39,jennifer.hudson020@analytics.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2020-04-22 03:38:23,ryan.steele043@commerce.example.com
