session_record_id,session_id,customer_id,session_start,session_end,session_duration_seconds,country_name,country_code,region_name,currency_code,platform,device_type,operating_system,browser,traffic_source,traffic_medium,campaign_id,landing_page,exit_page,is_new_customer,is_new_session,created_at,created_by
,SES-202409-0000000000,CUST-0001388208,2024-09-22 05:10:45,2024-09-22 05:14:33,228,United Arab Emirates,ARE,Asia,AED,Web,Desktop,Windows,Samsung Internet,Facebook,email,,/product,/search,true,false,2024-09-22 05:10:45,christine.carter078@commerce.example.com
,SES-202409-0000000001,CUST-0001396156,2024-09-18 04:09:51,2024-09-18 04:10:57,66,Singapore,SGP,Asia,SGD,Android,Mobile,Android,Samsung Internet,Instagram,referral,,/sale,/search,false,false,2024-09-18 04:09:51,jillian.russo115@commerce.example.com
,SES-202409-0000000002,CUST-0001365160,2024-09-01 13:33:07,2024-09-01 13:35:41,154,United States,USA,North America,USD,Mobile Web,Mobile,iOS,Chrome,Google,affiliate,,/sale,/product,true,false,2024-09-01 13:33:07,raymond.pineda079@platform.example.com
,SES-202409-0000000003,CUST-0001365565,2024-09-13 01:08:06,2024-09-13 01:14:13,367,Netherlands,NLD,Europe,EUR,Web,Desktop,ChromeOS,Chrome,Google,organic,,/category,/home,false,true,2024-09-13 01:08:06,yolanda.vasquez005@platform.example.com
,SES-202409-0000000004,CUST-0001393833,2024-09-05 16:37:11,2024-09-05 16:39:20,129,Japan,JPN,Asia,JPY,Web,Mobile,Android,Edge,Google,email,,/category,/search,true,true,2024-09-05 16:37:11,james.proctor094@dataops.example.com
,SES-202409-0000000005,CUST-0001391110,2024-09-22 07:59:38,2024-09-22 08:01:31,113,Australia,AUS,Oceania,AUD,Web,Desktop,ChromeOS,Samsung Internet,Email,referral,,/offers,/product,false,true,2024-09-22 07:59:38,ryan.steele043@commerce.example.com
,SES-202409-0000000006,CUST-0001388619,2024-09-23 18:33:08,2024-09-23 18:34:41,93,Germany,DEU,Europe,EUR,Web,Laptop,iOS,Edge,Direct,referral,,/home,/checkout,false,true,2024-09-23 18:33:08,kelsey.taylor010@platform.example.com
,SES-202409-0000000007,CUST-0001382640,2024-09-07 18:26:55,2024-09-07 18:34:34,459,Netherlands,NLD,Europe,EUR,Web,Tablet,macOS,Samsung Internet,TikTok,email,,/home,/checkout,false,false,2024-09-07 18:26:55,jeffery.miller012@commerce.example.com
,SES-202409-0000000008,CUST-0001391465,2024-09-26 15:07:17,2024-09-26 15:08:41,84,Singapore,SGP,Asia,SGD,Web,Desktop,iOS,Safari,Direct,referral,CAMP-2024-0012,/home,/home,false,false,2024-09-26 15:07:17,peter.martinez098@platform.example.com
,SES-202409-0000000009,CUST-0001384119,2024-09-18 11:22:03,2024-09-18 11:24:28,145,Italy,ITA,Europe,EUR,iOS,Laptop,Windows,Chrome,Facebook,cpc,CAMP-2024-0037,/sale,/checkout,true,true,2024-09-18 11:22:03,stephen.clark001@analytics.example.com
,SES-202409-0000000010,CUST-0001396078,2024-09-15 22:24:36,2024-09-15 22:28:30,234,France,FRA,Europe,EUR,Android,Desktop,iOS,Samsung Internet,Direct,organic,CAMP-2024-0031,/product,/search,false,true,2024-09-15 22:24:36,michelle.sims041@analytics.example.com
,SES-202409-0000000011,CUST-0001366346,2024-09-27 17:18:49,2024-09-27 17:21:12,143,India,IND,Asia,INR,Web,Mobile,ChromeOS,Safari,Google,referral,,/sale,/checkout,false,true,2024-09-27 17:18:49,chelsea.patel065@commerce.example.com
,SES-202409-0000000012,CUST-0001386220,2024-09-26 14:04:13,2024-09-26 14:05:28,75,Japan,JPN,Asia,JPY,Mobile Web,Desktop,Android,Safari,Facebook,email,,/category,/checkout,false,true,2024-09-26 14:04:13,curtis.williams033@dataops.example.com
,SES-202409-0000000013,CUST-0001368873,2024-09-19 19:51:46,2024-09-19 20:01:51,605,Germany,DEU,Europe,EUR,Web,Desktop,iOS,Samsung Internet,Instagram,social,,/search,/checkout,false,true,2024-09-19 19:51:46,yolanda.vasquez005@platform.example.com
