order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202101-0000000000,CUST-0000233147,SES-202101-0000002534,2021-01-06 07:18:21,Cancelled,United Kingdom,GBR,Europe,GBP,918.04,114.75,41.32,163.05,1007.66,Phonepe,Same Day,WH-00201,2021-01-18,,2021-01-06 13:18:21,false,0,Mobile,2021-01-06 07:18:21,2021-01-06 07:35:21,susan.rice083@commerce.example.com
,ORD-202101-0000000001,CUST-0000241212,SES-202101-0000008735,2021-01-28 16:42:03,Completed,United States,USA,North America,USD,2656.98,404.37,40.93,406.3,2699.84,Bank Transfer,Express,WH-00090,2021-02-08,2021-02-08,,false,0,Web,2021-01-28 16:42:03,2021-01-28 19:22:03,micheal.hall064@dataops.example.com
,ORD-202101-0000000002,CUST-0000228020,SES-202101-0000013768,2021-01-19 09:31:24,Completed,Germany,DEU,Europe,EUR,1864.3,144.19,41.97,311.91,2073.99,Google Pay,Same Day,WH-00037,2021-01-21,2021-01-21,,false,0,Mobile,2021-01-19 09:31:24,2021-01-19 11:56:24,lance.williams029@platform.example.com
,ORD-202101-0000000003,CUST-0000239846,SES-202101-0000007611,2021-01-30 05:15:00,Returned,United Arab Emirates,ARE,Asia,AED,2769.06,443.1,44.74,174.66,2545.36,Google Pay,Same Day,WH-00156,2021-02-10,,,true,2545.36,Web,2021-01-30 05:15:00,2021-01-30 06:37:00,brandi.carter038@dataops.example.com
,ORD-202101-0000000004,CUST-0000230465,SES-202101-0000004616,2021-01-20 04:25:15,Completed,India,IND,Asia,INR,2729.93,178.35,25.06,111.9,2688.54,Google Pay,Express,WH-00087,2021-01-27,2021-01-27,,false,0,POS,2021-01-20 04:25:15,2021-01-20 05:06:15,anita.garcia021@dataops.example.com
,ORD-202101-0000000005,CUST-0000227899,SES-202101-0000008720,2021-01-14 20:38:45,Cancelled,Netherlands,NLD,Europe,EUR,2238.31,558.99,2.62,122.76,1804.7,Debit Card,Economy,WH-00223,2021-01-23,,2021-01-16 19:38:45,false,0,Mobile,2021-01-14 20:38:45,2021-01-14 23:07:45,andrea.cummings039@platform.example.com
,ORD-202101-0000000006,CUST-0000228800,SES-202101-0000006979,2021-01-21 10:18:20,Completed,France,FRA,Europe,EUR,851.16,86.8,7.16,80.25,851.77,Bank Transfer,Standard,WH-00248,2021-01-30,2021-01-30,,false,0,POS,2021-01-21 10:18:20,2021-01-21 10:46:20,jennifer.bauer068@analytics.example.com
,ORD-202101-0000000007,CUST-0000230553,SES-202101-0000008354,2021-01-06 19:30:41,Completed,Canada,CAN,North America,CAD,1209.87,62.64,28.99,223.4,1399.62,Bank Transfer,Economy,WH-00249,2021-01-17,2021-01-17,,false,0,Web,2021-01-06 19:30:41,2021-01-06 19:45:41,timothy.cannon081@analytics.example.com
,ORD-202101-0000000008,CUST-0000243895,SES-202101-0000001216,2021-01-12 16:38:47,Completed,United Arab Emirates,ARE,Asia,AED,790.01,143.4,20.77,69.0,736.38,Credit Card,Pickup,WH-00119,2021-01-15,2021-01-15,,false,0,Web,2021-01-12 16:38:47,2021-01-12 17:52:47,lance.williams029@platform.example.com
,ORD-202101-0000000009,CUST-0000234749,SES-202101-0000008286,2021-01-03 21:56:59,Completed,Mexico,MEX,North America,MXN,306.18,17.98,18.03,43.1,349.33,Credit Card,Pickup,WH-00046,2021-01-12,2021-01-12,,false,0,Mobile,2021-01-03 21:56:59,2021-01-03 23:15:59,maria.ashley046@analytics.example.com
