campaign_record_id,campaign_id,campaign_name,campaign_type,channel,source,medium,country_code,region_name,start_date,end_date,budget_local,spend_local,local_currency,impressions,clicks,conversions,created_at,created_by
,CAMP-2021-05-000000,Holiday Agency Campaign,Launch,Email,Google,direct,GBR,Europe,2021-05-04,2021-05-07,380272.78,249778.42,GBP,55698,1899,19,2021-05-04 04:34:16,eric.mullen052@dataops.example.com
,CAMP-2021-05-000001,Back-to-School Product Campaign,Retention,Google Ads,Google,cpc,SGP,Asia,2021-05-19,2021-06-17,288961.1,266787.62,SGD,153197,7026,230,2021-05-19 07:53:59,brandon.yu006@analytics.example.com
,CAMP-2021-05-000002,Member If Campaign,Brand,Affiliate,TikTok,social,USA,North America,2021-05-08,2021-05-12,402492.9,277199.35,USD,109265,7527,77,2021-05-08 18:03:53,peter.martinez098@platform.example.com
,CAMP-2021-05-000003,Member Shoulder Campaign,Launch,Email,Partner,affiliate,ITA,Europe,2021-05-26,2021-06-09,430411.43,286728.12,EUR,404506,10604,1183,2021-05-26 19:55:37,lance.williams029@platform.example.com
,CAMP-2021-05-000004,Back-to-School Range Campaign,Seasonal,Organic,CRM,social,ITA,Europe,2021-05-18,2021-06-09,247157.78,213909.17,EUR,19005,777,39,2021-05-18 18:59:41,james.proctor094@dataops.example.com
,CAMP-2021-05-000005,Holiday After Campaign,Flash Sale,Organic,CRM,affiliate,NLD,Europe,2021-05-18,2021-06-02,96265.93,49375.97,EUR,22945,444,75,2021-05-18 19:42:26,jimmy.washington028@commerce.example.com
,CAMP-2021-05-000006,Summer Area Campaign,Flash Sale,Affiliate,CRM,referral,ARE,Asia,2021-05-29,2021-06-09,207290.05,139990.79,AED,106068,1914,34,2021-05-29 04:24:16,michael.berger060@platform.example.com
,CAMP-2021-05-000007,Growth Already Campaign,Launch,Email,CRM,direct,USA,North America,2021-05-03,2021-05-25,124694.69,113821.07,USD,107604,5445,488,2021-05-03 17:01:00,alyssa.richards002@commerce.example.com
,CAMP-2021-05-000008,Member Sell Campaign,Brand,Meta,TikTok,direct,ARE,Asia,2021-05-14,2021-06-05,235300.38,217662.16,AED,51738,2362,293,2021-05-14 02:13:25,ashley.marks069@commerce.example.com
,CAMP-2021-05-000009,Summer Language Campaign,Launch,Google Ads,CRM,referral,ESP,Europe,2021-05-25,2021-06-01,1747.27,1668.55,EUR,120070,8682,1039,2021-05-25 17:00:32,lance.williams029@platform.example.com
,CAMP-2021-05-000010,Holiday Image Campaign,Flash Sale,Organic,CRM,organic,FRA,Europe,2021-05-04,2021-05-22,421383.97,405476.21,EUR,82043,3611,263,2021-05-04 03:52:22,michelle.sims041@analytics.example.com
,CAMP-2021-05-000011,Summer Street Campaign,Seasonal,Email,TikTok,email,DEU,Europe,2021-05-09,2021-06-12,12169.76,6885.27,EUR,151960,8414,317,2021-05-09 19:36:23,troy.boone097@platform.example.com
,CAMP-2021-05-000012,Back-to-School Popular Campaign,Brand,Organic,Partner,email,DEU,Europe,2021-05-13,2021-05-29,231534.71,233556.34,EUR,16902,1135,92,2021-05-13 00:08:54,victoria.medina044@dataops.example.com
,CAMP-2021-05-000013,Member Character Campaign,Performance,Email,Partner,affiliate,BRA,South America,2021-05-05,2021-05-13,300135.97,101038.32,BRL,680298,39393,1896,2021-05-05 16:22:53,victor.palmer071@platform.example.com
,CAMP-2021-05-000014,Member Commercial Campaign,Performance,TikTok,TikTok,direct,NLD,Europe,2021-05-07,2021-05-21,33883.59,20057.14,EUR,67898,4696,757,2021-05-07 02:12:11,michelle.bender024@analytics.example.com
,CAMP-2021-05-000015,Holiday Star Campaign,Seasonal,Display,Google,email,ESP,Europe,2021-05-23,2021-06-05,272323.21,126569.75,EUR,266473,20251,971,2021-05-23 02:48:42,michelle.sims041@analytics.example.com
,CAMP-2021-05-000016,Growth Term Campaign,Seasonal,Display,Google,referral,BRA,South America,2021-05-17,2021-06-20,218630.96,69592.42,BRL,90201,5503,390,2021-05-17 01:32:21,michael.berger060@platform.example.com
,CAMP-2021-05-000017,Holiday Sure Campaign,Flash Sale,Organic,Google,social,USA,North America,2021-05-10,2021-05-17,275381.08,101137.19,USD,156409,4120,247,2021-05-10 13:54:50,jennifer.bauer068@analytics.example.com
,CAMP-2021-05-000018,Winter Everyone Campaign,Seasonal,Affiliate,Meta,referral,JPN,Asia,2021-05-23,2021-06-14,334294.94,313695.19,JPY,41327,759,61,2021-05-23 09:19:44,micheal.chen050@dataops.example.com
,CAMP-2021-05-000019,Holiday See Campaign,Brand,Affiliate,Google,referral,JPN,Asia,2021-05-24,2021-06-08,278890.09,138098.92,JPY,130328,9220,1489,2021-05-24 19:28:15,andrea.cummings039@platform.example.com
,CAMP-2021-05-000020,Member Want Campaign,Performance,Google Ads,Meta,affiliate,DEU,Europe,2021-05-27,2021-06-02,85761.92,76162.57,EUR,70590,2284,37,2021-05-27 06:43:14,timothy.cannon081@analytics.example.com
,CAMP-2021-05-000021,Growth Tv Campaign,Seasonal,Google Ads,Meta,direct,SGP,Asia,2021-05-06,2021-05-24,351666.75,324979.34,SGD,41605,2160,117,2021-05-06 22:53:50,maria.ashley046@analytics.example.com
,CAMP-2021-05-000022,Growth Pm Campaign,Flash Sale,Google Ads,TikTok,social,FRA,Europe,2021-05-18,2021-06-15,184563.06,99431.38,EUR,97283,4289,49,2021-05-18 23:58:38,alyssa.richards002@commerce.example.com
,CAMP-2021-05-000023,Back-to-School Add Campaign,Retention,Organic,Google,organic,FRA,Europe,2021-05-14,2021-06-10,431651.57,419133.05,EUR,189917,12229,1948,2021-05-14 15:28:56,maria.ashley046@analytics.example.com
,CAMP-2021-05-000024,Holiday Court Campaign,Seasonal,Google Ads,CRM,email,CAN,North America,2021-05-17,2021-05-29,72751.31,68785.82,CAD,105665,8090,714,2021-05-17 18:47:50,katelyn.pitts017@commerce.example.com
,CAMP-2021-05-000025,Winter Subject Campaign,Performance,Email,Google,email,ESP,Europe,2021-05-31,2021-06-28,84811.12,45705.43,EUR,7758,346,44,2021-05-31 19:25:35,tiffany.freeman101@analytics.example.com
,CAMP-2021-05-000026,Growth Hard Campaign,Launch,TikTok,TikTok,email,GBR,Europe,2021-05-30,2021-06-12,228797.35,224127.17,GBP,405794,21911,1982,2021-05-30 06:09:55,victoria.medina044@dataops.example.com
,CAMP-2021-05-000027,Member Still Campaign,Launch,Affiliate,Google,affiliate,IND,Asia,2021-05-22,2021-06-19,38940.32,36406.62,INR,285606,21733,2267,2021-05-22 10:26:05,timothy.cameron104@commerce.example.com
,CAMP-2021-05-000028,Growth Red Campaign,Performance,Email,Partner,direct,NLD,Europe,2021-05-08,2021-05-30,178864.88,98732.57,EUR,91441,5195,609,2021-05-08 02:08:31,michelle.sims041@analytics.example.com
,CAMP-2021-05-000029,Member East Campaign,Seasonal,Meta,Google,affiliate,JPN,Asia,2021-05-03,2021-05-27,469754.24,194260.1,JPY,41560,2445,282,2021-05-03 22:11:35,megan.cunningham013@commerce.example.com
,CAMP-2021-05-000030,Winter Require Campaign,Performance,Display,Google,organic,ESP,Europe,2021-05-25,2021-05-30,300696.18,179410.19,EUR,81389,4747,533,2021-05-25 16:47:32,michelle.sims041@analytics.example.com
,CAMP-2021-05-000031,Member Radio Campaign,Flash Sale,Meta,Meta,affiliate,NLD,Europe,2021-05-01,2021-05-22,233124.47,178343.68,EUR,265618,10486,735,2021-05-01 20:55:14,james.proctor094@dataops.example.com
,CAMP-2021-05-000032,Back-to-School Sell Campaign,Retention,Meta,Google,email,BRA,South America,2021-05-29,2021-06-17,164448.1,159376.76,BRL,295148,8803,934,2021-05-29 10:40:50,grace.gonzales099@dataops.example.com
,CAMP-2021-05-000033,Holiday Toward Campaign,Retention,Affiliate,Meta,affiliate,ITA,Europe,2021-05-30,2021-06-16,221492.06,204815.08,EUR,50809,2997,192,2021-05-30 11:02:17,andrea.cummings039@platform.example.com
,CAMP-2021-05-000034,Summer Choose Campaign,Seasonal,TikTok,TikTok,direct,AUS,Oceania,2021-05-23,2021-06-12,486819.41,304366.6,AUD,151574,10002,790,2021-05-23 06:39:30,victor.palmer071@platform.example.com
,CAMP-2021-05-000035,Growth World Campaign,Brand,TikTok,CRM,cpc,ESP,Europe,2021-05-04,2021-06-01,215739.42,210398.21,EUR,207602,14012,1729,2021-05-04 14:58:31,stephen.clark001@analytics.example.com
,CAMP-2021-05-000036,Back-to-School Box Campaign,Seasonal,Google Ads,Meta,organic,DEU,Europe,2021-05-23,2021-06-05,60365.32,22660.8,EUR,185060,10948,565,2021-05-23 17:49:27,eric.horton058@analytics.example.com
,CAMP-2021-05-000037,Back-to-School Table Campaign,Flash Sale,Affiliate,TikTok,direct,AUS,Oceania,2021-05-16,2021-06-12,239968.95,172053.17,AUD,101296,6341,528,2021-05-16 01:58:35,taylor.cunningham023@commerce.example.com
,CAMP-2021-05-000038,Holiday Improve Campaign,Brand,Display,TikTok,cpc,DEU,Europe,2021-05-19,2021-05-25,233279.75,223853.78,EUR,73707,1954,267,2021-05-19 07:35:21,andrea.cummings039@platform.example.com
,CAMP-2021-05-000039,Member Professional Campaign,Performance,Meta,CRM,direct,MEX,North America,2021-05-09,2021-05-23,434090.18,284590.34,MXN,116043,5894,96,2021-05-09 21:55:04,patrick.gonzalez035@dataops.example.com
,CAMP-2021-05-000040,Back-to-School Amount Campaign,Launch,Organic,Meta,email,JPN,Asia,2021-05-30,2021-06-17,388336.77,244596.77,JPY,26812,349,61,2021-05-30 13:39:08,victor.palmer071@platform.example.com
,CAMP-2021-05-000041,Back-to-School Candidate Campaign,Flash Sale,Email,Partner,social,ARE,Asia,2021-05-26,2021-06-05,372227.69,125042.87,AED,51124,1744,206,2021-05-26 09:31:12,jennifer.bauer068@analytics.example.com
,CAMP-2021-05-000042,Growth Edge Campaign,Performance,Email,Partner,organic,MEX,North America,2021-05-01,2021-06-01,138109.74,61267.3,MXN,106475,2898,460,2021-05-01 02:46:57,jennifer.hudson020@analytics.example.com
,CAMP-2021-05-000043,Summer Radio Campaign,Performance,Organic,Partner,email,BRA,South America,2021-05-25,2021-06-20,135605.66,89607.71,BRL,10413,583,74,2021-05-25 02:39:29,andrea.cummings039@platform.example.com
,CAMP-2021-05-000044,Summer Imagine Campaign,Retention,TikTok,Google,organic,ARE,Asia,2021-05-09,2021-05-27,208444.34,190389.23,AED,299334,5469,392,2021-05-09 09:07:36,timothy.cannon081@analytics.example.com
,CAMP-2021-05-000045,Growth Management Campaign,Performance,Affiliate,TikTok,social,FRA,Europe,2021-05-05,2021-06-09,381023.21,248813.3,EUR,37952,2076,370,2021-05-05 06:49:37,eric.mullen052@dataops.example.com
,CAMP-2021-05-000046,Holiday Film Campaign,Performance,Google Ads,Partner,social,FRA,Europe,2021-05-02,2021-05-27,372467.1,369012.7,EUR,213369,2710,290,2021-05-02 15:45:07,maria.ashley046@analytics.example.com
,CAMP-2021-05-000047,Member We Campaign,Flash Sale,TikTok,TikTok,social,ARE,Asia,2021-05-17,2021-05-27,345550.9,262779.44,AED,87266,5153,558,2021-05-17 19:24:33,michelle.sims041@analytics.example.com
,CAMP-2021-05-000048,Growth Improve Campaign,Performance,Google Ads,Partner,social,SGP,Asia,2021-05-12,2021-06-04,178872.63,125020.77,SGD,136108,4514,407,2021-05-12 08:09:38,maria.ashley046@analytics.example.com
,CAMP-2021-05-000049,Member Gas Campaign,Performance,Organic,CRM,organic,BRA,South America,2021-05-18,2021-06-11,485224.19,344665.08,BRL,83185,3853,393,2021-05-18 00:29:56,timothy.cameron104@commerce.example.com
,CAMP-2021-05-000050,Winter Bit Campaign,Performance,Affiliate,Meta,direct,USA,North America,2021-05-31,2021-06-25,155538.12,85434.34,USD,119746,4469,355,2021-05-31 12:02:42,grace.gonzales099@dataops.example.com
,CAMP-2021-05-000051,Winter Nice Campaign,Brand,Email,Partner,organic,FRA,Europe,2021-05-25,2021-06-11,130263.07,83652.38,EUR,59897,1379,242,2021-05-25 19:51:47,alyssa.richards002@commerce.example.com
,CAMP-2021-05-000052,Growth None Campaign,Seasonal,TikTok,Google,email,MEX,North America,2021-05-10,2021-05-23,102728.8,30943.46,MXN,183312,13007,682,2021-05-10 02:12:42,james.proctor094@dataops.example.com
,CAMP-2021-05-000053,Member Social Campaign,Flash Sale,TikTok,CRM,referral,GBR,Europe,2021-05-11,2021-06-15,128246.44,118353.17,GBP,98608,2801,301,2021-05-11 15:51:57,eric.mullen052@dataops.example.com
,CAMP-2021-05-000054,Summer Fish Campaign,Performance,Email,TikTok,direct,AUS,Oceania,2021-05-15,2021-06-09,172962.94,93112.51,AUD,206728,6938,657,2021-05-15 04:37:46,james.proctor094@dataops.example.com
,CAMP-2021-05-000055,Holiday Another Campaign,Launch,TikTok,Partner,social,NLD,Europe,2021-05-18,2021-06-14,493978.14,162642.47,EUR,25608,1398,90,2021-05-18 04:28:37,michelle.bender024@analytics.example.com
,CAMP-2021-05-000056,Winter Nearly Campaign,Performance,Google Ads,CRM,direct,NLD,Europe,2021-05-09,2021-05-13,303547.82,283069.46,EUR,30830,967,111,2021-05-09 04:47:07,adam.gordon030@commerce.example.com
,CAMP-2021-05-000057,Back-to-School Under Campaign,Retention,Display,CRM,organic,AUS,Oceania,2021-05-02,2021-05-25,318929.81,99588.59,AUD,45126,480,68,2021-05-02 10:08:24,victoria.medina044@dataops.example.com
,CAMP-2021-05-000058,Holiday Like Campaign,Seasonal,Email,Partner,cpc,GBR,Europe,2021-05-16,2021-06-07,220348.56,219230.71,GBP,112039,3880,239,2021-05-16 10:46:20,eric.horton058@analytics.example.com
,CAMP-2021-05-000059,Member Design Campaign,Brand,Email,TikTok,email,DEU,Europe,2021-05-15,2021-06-01,376866.08,284084.2,EUR,44762,776,51,2021-05-15 18:19:12,joseph.johnson049@dataops.example.com
,CAMP-2021-05-000060,Member Follow Campaign,Launch,Google Ads,Partner,affiliate,NLD,Europe,2021-05-03,2021-06-02,216421.08,188231.34,EUR,14516,710,42,2021-05-03 13:20:33,stephen.clark001@analytics.example.com
,CAMP-2021-05-000061,Summer Purpose Campaign,Seasonal,Affiliate,TikTok,email,SGP,Asia,2021-05-08,2021-05-17,137224.14,85917.37,SGD,30855,2076,197,2021-05-08 09:27:40,megan.cunningham013@commerce.example.com
,CAMP-2021-05-000062,Summer Focus Campaign,Launch,Organic,Meta,cpc,MEX,North America,2021-05-13,2021-05-30,292342.25,139143.91,MXN,73198,4288,699,2021-05-13 22:55:00,susan.rice083@commerce.example.com
,CAMP-2021-05-000063,Holiday Improve Campaign,Seasonal,Display,TikTok,cpc,ITA,Europe,2021-05-17,2021-05-30,366966.08,141120.58,EUR,103695,4296,294,2021-05-17 17:12:52,lance.williams029@platform.example.com
,CAMP-2021-05-000064,Summer Evidence Campaign,Launch,Display,CRM,affiliate,FRA,Europe,2021-05-20,2021-05-30,232584.9,202557.23,EUR,14148,672,119,2021-05-20 12:16:58,micheal.chen050@dataops.example.com
,CAMP-2021-05-000065,Back-to-School Product Campaign,Retention,Google Ads,Meta,cpc,JPN,Asia,2021-05-31,2021-06-30,198099.63,76329.47,JPY,19197,945,117,2021-05-31 01:35:04,taylor.cunningham023@commerce.example.com
,CAMP-2021-05-000066,Member Matter Campaign,Flash Sale,Meta,CRM,email,USA,North America,2021-05-30,2021-06-12,48295.96,26784.31,USD,105404,5332,181,2021-05-30 00:57:23,ashley.marks069@commerce.example.com
,CAMP-2021-05-000067,Growth Than Campaign,Seasonal,Meta,TikTok,affiliate,NLD,Europe,2021-05-31,2021-06-04,274147.44,169665.17,EUR,64465,4924,817,2021-05-31 13:32:38,brandi.carter038@dataops.example.com
,CAMP-2021-05-000068,Back-to-School Interesting Campaign,Retention,Affiliate,CRM,cpc,FRA,Europe,2021-05-06,2021-06-02,481842.1,349777.28,EUR,43541,807,57,2021-05-06 23:21:18,stephen.daniels076@commerce.example.com
,CAMP-2021-05-000069,Winter Century Campaign,Flash Sale,Display,Meta,social,MEX,North America,2021-05-11,2021-05-14,177057.67,73931.63,MXN,54179,3835,246,2021-05-11 09:06:16,anita.garcia021@dataops.example.com
,CAMP-2021-05-000070,Winter Guy Campaign,Seasonal,Affiliate,Partner,affiliate,GBR,Europe,2021-05-19,2021-05-23,6489.3,5616.75,GBP,240459,18788,1952,2021-05-19 06:50:04,michelle.bender024@analytics.example.com
,CAMP-2021-05-000071,Holiday Administration Campaign,Brand,Meta,TikTok,direct,CAN,North America,2021-05-23,2021-05-31,481575.43,282023.53,CAD,64881,4293,214,2021-05-23 03:52:42,taylor.cunningham023@commerce.example.com
,CAMP-2021-05-000072,Holiday Consumer Campaign,Performance,Meta,Google,organic,DEU,Europe,2021-05-31,2021-07-03,171446.45,97970.95,EUR,20654,1076,77,2021-05-31 12:25:08,adam.gordon030@commerce.example.com
,CAMP-2021-05-000073,Growth Trial Campaign,Performance,Organic,Google,referral,ARE,Asia,2021-05-04,2021-06-01,365909.39,348727.32,AED,143271,10272,246,2021-05-04 16:32:34,tiffany.freeman101@analytics.example.com
,CAMP-2021-05-000074,Holiday Even Campaign,Retention,Email,Meta,social,DEU,Europe,2021-05-12,2021-05-18,269135.46,120038.17,EUR,1064129,62135,8549,2021-05-12 10:23:25,maria.ashley046@analytics.example.com
,CAMP-2021-05-000075,Back-to-School Heavy Campaign,Flash Sale,Meta,CRM,affiliate,USA,North America,2021-05-07,2021-06-07,127566.48,115163.58,USD,72335,1538,208,2021-05-07 23:44:06,andrea.cummings039@platform.example.com
,CAMP-2021-05-000076,Winter Risk Campaign,Seasonal,Email,Meta,cpc,ITA,Europe,2021-05-21,2021-06-09,341634.27,236434.87,EUR,196265,12622,2013,2021-05-21 06:31:28,brandon.yu006@analytics.example.com
,CAMP-2021-05-000077,Back-to-School Before Campaign,Seasonal,Google Ads,CRM,organic,ESP,Europe,2021-05-14,2021-06-09,292303.86,147572.44,EUR,120715,5355,839,2021-05-14 17:13:10,victor.palmer071@platform.example.com
,CAMP-2021-05-000078,Member Thus Campaign,Launch,Display,CRM,referral,ARE,Asia,2021-05-14,2021-06-01,49134.1,44527.29,AED,178173,5575,940,2021-05-14 09:59:18,eric.mullen052@dataops.example.com
,CAMP-2021-05-000079,Growth Beyond Campaign,Brand,Organic,Partner,direct,JPN,Asia,2021-05-02,2021-06-01,427637.65,192536.73,JPY,150354,1830,152,2021-05-02 05:15:56,james.proctor094@dataops.example.com
,CAMP-2021-05-000080,Winter Fight Campaign,Launch,Meta,Partner,affiliate,BRA,South America,2021-05-05,2021-06-06,213613.23,75398.05,BRL,267346,11085,590,2021-05-05 02:15:27,david.cabrera119@dataops.example.com
,CAMP-2021-05-000081,Back-to-School Reach Campaign,Brand,Meta,Partner,organic,MEX,North America,2021-05-02,2021-05-12,73582.49,31127.98,MXN,64243,2597,355,2021-05-02 06:00:21,troy.boone097@platform.example.com
,CAMP-2021-05-000082,Back-to-School Event Campaign,Launch,Email,Partner,organic,DEU,Europe,2021-05-05,2021-05-15,216266.92,189296.94,EUR,202656,13010,1041,2021-05-05 22:21:19,eric.horton058@analytics.example.com
,CAMP-2021-05-000083,Summer Sort Campaign,Launch,Meta,Google,affiliate,USA,North America,2021-05-09,2021-05-14,130219.72,95660.15,USD,16380,1227,119,2021-05-09 16:55:13,jennifer.bauer068@analytics.example.com
,CAMP-2021-05-000084,Growth Soon Campaign,Performance,Google Ads,Meta,referral,DEU,Europe,2021-05-19,2021-06-17,288032.58,231736.2,EUR,44855,994,167,2021-05-19 14:47:51,susan.rice083@commerce.example.com
,CAMP-2021-05-000085,Growth Necessary Campaign,Seasonal,Affiliate,Meta,direct,USA,North America,2021-05-26,2021-06-24,132759.03,99322.02,USD,449447,10629,1290,2021-05-26 16:11:27,timothy.cameron104@commerce.example.com
,CAMP-2021-05-000086,Summer Star Campaign,Seasonal,Organic,TikTok,social,ARE,Asia,2021-05-08,2021-05-24,239047.21,149444.49,AED,55441,1466,263,2021-05-08 19:58:49,ryan.steele043@commerce.example.com
