geography_id,region_name,sub_region_name,country_name,country_code,currency_code,currency_name,currency_symbol,timezone,created_at,created_by
1,North America,Northern America,United States,USA,USD,US Dollar,$,Europe/Minsk,2023-10-18 20:01:16,megan.cunningham013@commerce.example.com
2,North America,Northern America,Canada,CAN,CAD,Canadian Dollar,C$,America/Guatemala,2023-10-09 07:37:44,susan.rice083@commerce.example.com
3,Europe,Northern Europe,United Kingdom,GBR,GBP,Pound Sterling,£,Europe/Malta,2023-10-11 05:51:42,katelyn.pitts017@commerce.example.com
4,Europe,Western Europe,Germany,DEU,EUR,Euro,€,Europe/Vilnius,2023-10-16 17:27:18,stephanie.miller092@analytics.example.com
5,Europe,Western Europe,France,FRA,EUR,Euro,€,Asia/Rangoon,2023-10-23 22:31:19,christopher.reed095@commerce.example.com
6,Europe,Southern Europe,Spain,ESP,EUR,Euro,€,Asia/Tbilisi,2023-10-14 08:05:07,christine.johnson056@commerce.example.com
7,Europe,Southern Europe,Italy,ITA,EUR,Euro,€,Pacific/Truk,2023-10-06 21:42:15,jennifer.shepherd015@analytics.example.com
8,Europe,Western Europe,Netherlands,NLD,EUR,Euro,€,Europe/Chisinau,2023-10-19 13:23:49,sandra.hunter036@platform.example.com
9,Oceania,Australia and New Zealand,Australia,AUS,AUD,Australian Dollar,A$,Asia/Riyadh,2023-10-04 02:03:36,katelyn.pitts017@commerce.example.com
10,Asia,Eastern Asia,Japan,JPN,JPY,Japanese Yen,¥,Atlantic/Cape_Verde,2023-10-19 09:48:09,jennifer.erickson018@platform.example.com
11,Asia,South-eastern Asia,Singapore,SGP,SGD,Singapore Dollar,S$,Africa/Kigali,2023-10-06 08:28:01,ryan.steele043@commerce.example.com
12,Asia,Southern Asia,India,IND,INR,Indian Rupee,₹,Africa/Douala,2023-10-12 07:09:15,brian.banks011@platform.example.com
13,Asia,Western Asia,United Arab Emirates,ARE,AED,UAE Dirham,د.إ,Pacific/Apia,2023-10-23 01:50:12,diana.williams116@analytics.example.com
14,South America,South America,Brazil,BRA,BRL,Brazilian Real,R$,America/El_Salvador,2023-10-22 14:26:59,michelle.sims041@analytics.example.com
15,North America,Central America,Mexico,MEX,MXN,Mexican Peso,MX$,Africa/Nouakchott,2023-10-17 15:19:02,arthur.ortiz082@platform.example.com
