currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2021-02-23 05:35:40,tiffany.freeman101@analytics.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2021-02-24 23:34:37,james.proctor094@dataops.example.com
GBP,Pound Sterling,£,2,FIAT,true,2021-02-07 03:13:49,taylor.cunningham023@commerce.example.com
EUR,Euro,€,2,FIAT,true,2021-02-09 15:29:07,grace.gonzales099@dataops.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2021-02-01 08:02:56,micheal.hall064@dataops.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2021-02-05 16:21:21,micheal.hall064@dataops.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2021-02-10 09:47:13,james.proctor094@dataops.example.com
INR,Indian Rupee,₹,2,FIAT,true,2021-02-22 05:52:44,michael.johnson061@platform.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2021-02-07 16:28:51,ryan.steele043@commerce.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2021-02-15 18:29:18,john.mullins109@commerce.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2021-02-16 00:58:15,michelle.bender024@analytics.example.com
