campaign_record_id,campaign_id,campaign_name,campaign_type,channel,source,medium,country_code,region_name,start_date,end_date,budget_local,spend_local,local_currency,impressions,clicks,conversions,created_at,created_by
,CAMP-2022-08-000000,Winter Build Campaign,Flash Sale,Organic,Google,organic,USA,North America,2022-08-01,2022-08-05,14996.05,8331.81,USD,75026,785,48,2022-08-01 15:08:51,michael.johnson061@platform.example.com
,CAMP-2022-08-000001,Growth Marriage Campaign,Brand,Meta,Google,email,GBR,Europe,2022-08-02,2022-08-14,353716.24,305680.54,GBP,82536,3065,163,2022-08-02 23:54:16,timothy.cannon081@analytics.example.com
,CAMP-2022-08-000002,Winter Source Campaign,Flash Sale,Affiliate,TikTok,referral,DEU,Europe,2022-08-11,2022-09-10,48139.08,31996.79,EUR,80102,866,65,2022-08-11 19:11:48,patrick.gonzalez035@dataops.example.com
,CAMP-2022-08-000003,Winter Industry Campaign,Retention,Organic,CRM,social,IND,Asia,2022-08-26,2022-09-29,441852.31,169883.95,INR,230675,11665,764,2022-08-26 00:33:42,jennifer.bauer068@analytics.example.com
,CAMP-2022-08-000004,Holiday Figure Campaign,Launch,Google Ads,Meta,cpc,JPN,Asia,2022-08-26,2022-08-30,73105.25,53055.9,JPY,73317,5676,977,2022-08-26 12:21:17,joseph.johnson049@dataops.example.com
,CAMP-2022-08-000005,Back-to-School Nearly Campaign,Retention,Email,Partner,direct,USA,North America,2022-08-06,2022-08-14,421092.33,272108.47,USD,1697522,36723,456,2022-08-06 09:44:09,patrick.gonzalez035@dataops.example.com
,CAMP-2022-08-000006,Winter Dog Campaign,Brand,Email,Partner,affiliate,SGP,Asia,2022-08-27,2022-09-06,336463.55,307936.46,SGD,73442,3943,656,2022-08-27 19:21:29,stephen.clark001@analytics.example.com
,CAMP-2022-08-000007,Growth Social Campaign,Performance,Organic,Google,social,CAN,North America,2022-08-11,2022-08-22,277516.41,226553.23,CAD,141568,10952,882,2022-08-11 18:56:42,shawn.baxter004@dataops.example.com
,CAMP-2022-08-000008,Member Real Campaign,Retention,TikTok,TikTok,affiliate,FRA,Europe,2022-08-14,2022-08-22,197130.87,167192.32,EUR,17436,1258,26,2022-08-14 02:54:08,yesenia.arnold040@platform.example.com
,CAMP-2022-08-000009,Summer Child Campaign,Seasonal,Meta,TikTok,cpc,ITA,Europe,2022-08-20,2022-09-24,80305.32,41297.57,EUR,98083,3857,49,2022-08-20 22:04:50,anita.garcia021@dataops.example.com
,CAMP-2022-08-000010,Summer Pm Campaign,Retention,Email,Google,affiliate,ESP,Europe,2022-08-14,2022-09-12,70567.97,31965.32,EUR,68775,3945,89,2022-08-14 14:14:39,jeffery.miller012@commerce.example.com
