seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
132865,SELL-00132865,"Brown, Williams and Gonzales",Brand,Brazil,BRA,South America,3.94,Active,Seller Fulfilled,2022-06-14,2022-06-14 00:00:00,,true,2022-06-14 06:55:43,taylor.cunningham023@commerce.example.com
132866,SELL-00132866,Pennington-Sullivan,Marketplace,Japan,JPN,Asia,4.09,Active,Platform Fulfilled,2022-06-26,2022-06-26 00:00:00,,true,2022-06-26 11:36:15,yolanda.vasquez005@platform.example.com
132867,SELL-00132867,Carter-Collins,Marketplace,Brazil,BRA,South America,4.57,Active,Seller Fulfilled,2022-06-11,2022-06-11 00:00:00,,true,2022-06-11 20:32:28,david.cabrera119@dataops.example.com
132868,SELL-00132868,Graham Group,Distributor,Spain,ESP,Europe,4.51,Active,Seller Fulfilled,2022-06-01,2022-06-01 00:00:00,,true,2022-06-01 06:58:19,andrew.ellis102@analytics.example.com
132869,SELL-00132869,Yang-Wong,Small Business,Japan,JPN,Asia,3.63,Active,Seller Fulfilled,2022-06-23,2022-06-23 00:00:00,,true,2022-06-23 02:49:37,troy.boone097@platform.example.com
132870,SELL-00132870,"Brown, Kim and Martinez",Small Business,Singapore,SGP,Asia,3.94,Active,Seller Fulfilled,2022-06-17,2022-06-17 00:00:00,,true,2022-06-17 06:01:54,jimmy.washington028@commerce.example.com
132871,SELL-00132871,Moore Ltd,Brand,United States,USA,North America,3.4,Active,Seller Fulfilled,2022-06-09,2022-06-09 00:00:00,,true,2022-06-09 21:17:04,patrick.gonzalez035@dataops.example.com
132872,SELL-00132872,Carter-Duran,Retailer,Canada,CAN,North America,3.64,Active,Seller Fulfilled,2022-06-30,2022-06-30 00:00:00,,true,2022-06-30 01:19:40,jennifer.atkins003@platform.example.com
132873,SELL-00132873,Duke-Obrien,Brand,Brazil,BRA,South America,4.55,Active,Dropship,2022-06-27,2022-06-27 00:00:00,,true,2022-06-27 13:25:54,renee.harvey080@dataops.example.com
132874,SELL-00132874,Russell-Greene,Retailer,Singapore,SGP,Asia,4.02,Inactive,Seller Fulfilled,2022-06-17,2022-06-17 00:00:00,,true,2022-06-17 14:15:27,kelsey.taylor010@platform.example.com
132875,SELL-00132875,Cruz PLC,Distributor,Canada,CAN,North America,4.09,Active,Dropship,2022-06-18,2022-06-18 00:00:00,,true,2022-06-18 06:19:38,jason.franklin045@dataops.example.com
132876,SELL-00132876,Hayes PLC,Distributor,Italy,ITA,Europe,4.72,Active,Platform Fulfilled,2022-06-15,2022-06-15 00:00:00,,true,2022-06-15 00:48:09,christine.carter078@commerce.example.com
