geography_id,region_name,sub_region_name,country_name,country_code,currency_code,currency_name,currency_symbol,timezone,created_at,created_by
1,North America,Northern America,United States,USA,USD,US Dollar,$,Europe/Minsk,2020-01-02 04:43:03,john.mullins109@commerce.example.com
2,North America,Northern America,Canada,CAN,CAD,Canadian Dollar,C$,America/Guatemala,2020-01-05 01:42:14,jennifer.bauer068@analytics.example.com
3,Europe,Northern Europe,United Kingdom,GBR,GBP,Pound Sterling,£,Europe/Malta,2020-01-14 05:11:59,michelle.bender024@analytics.example.com
4,Europe,Western Europe,Germany,DEU,EUR,Euro,€,Europe/Vilnius,2020-01-14 01:06:50,brandi.carter038@dataops.example.com
5,Europe,Western Europe,France,FRA,EUR,Euro,€,Asia/Rangoon,2020-01-08 01:11:29,john.mullins109@commerce.example.com
6,Europe,Southern Europe,Spain,ESP,EUR,Euro,€,Asia/Tbilisi,2020-01-03 18:30:33,ryan.steele043@commerce.example.com
7,Europe,Southern Europe,Italy,ITA,EUR,Euro,€,Pacific/Truk,2020-01-28 06:03:44,ryan.steele043@commerce.example.com
8,Europe,Western Europe,Netherlands,NLD,EUR,Euro,€,Europe/Chisinau,2020-01-31 23:39:57,micheal.chen050@dataops.example.com
9,Oceania,Australia and New Zealand,Australia,AUS,AUD,Australian Dollar,A$,Asia/Riyadh,2020-01-08 08:35:50,micheal.chen050@dataops.example.com
10,Asia,Eastern Asia,Japan,JPN,JPY,Japanese Yen,¥,Atlantic/Cape_Verde,2020-01-15 06:18:42,peter.martinez098@platform.example.com
11,Asia,South-eastern Asia,Singapore,SGP,SGD,Singapore Dollar,S$,Africa/Kigali,2020-01-09 06:47:25,jennifer.hudson020@analytics.example.com
12,Asia,Southern Asia,India,IND,INR,Indian Rupee,₹,Africa/Douala,2020-01-25 00:29:45,andrea.cummings039@platform.example.com
13,Asia,Western Asia,United Arab Emirates,ARE,AED,UAE Dirham,د.إ,Pacific/Apia,2020-01-03 23:41:19,michelle.sims041@analytics.example.com
14,South America,South America,Brazil,BRA,BRL,Brazilian Real,R$,America/El_Salvador,2020-01-24 20:34:09,patrick.gonzalez035@dataops.example.com
15,North America,Central America,Mexico,MEX,MXN,Mexican Peso,MX$,Africa/Nouakchott,2020-01-23 21:11:40,david.cabrera119@dataops.example.com
