session_record_id,session_id,customer_id,session_start,session_end,session_duration_seconds,country_name,country_code,region_name,currency_code,platform,device_type,operating_system,browser,traffic_source,traffic_medium,campaign_id,landing_page,exit_page,is_new_customer,is_new_session,created_at,created_by
,SES-202201-0000000000,CUST-0000509852,2022-01-31 13:12:49,2022-01-31 13:21:41,532,Canada,CAN,North America,CAD,Android,Laptop,Windows,Chrome,Direct,email,,/offers,/search,false,false,2022-01-31 13:12:49,eric.mullen052@dataops.example.com
,SES-202201-0000000001,CUST-0000513279,2022-01-10 13:10:45,2022-01-10 13:13:56,191,Singapore,SGP,Asia,SGD,Web,Laptop,ChromeOS,Edge,Google,social,,/home,/product,false,false,2022-01-10 13:10:45,troy.boone097@platform.example.com
,SES-202201-0000000002,CUST-0000505921,2022-01-22 17:21:41,2022-01-22 17:26:23,282,Spain,ESP,Europe,EUR,Mobile Web,Desktop,ChromeOS,Samsung Internet,Affiliate,cpc,,/home,/cart,false,true,2022-01-22 17:21:41,shawn.baxter004@dataops.example.com
,SES-202201-0000000003,CUST-0000497657,2022-01-05 16:57:46,2022-01-05 17:01:04,198,Singapore,SGP,Asia,SGD,Web,Tablet,macOS,Samsung Internet,Google,organic,CAMP-2022-0035,/product,/cart,true,true,2022-01-05 16:57:46,victoria.medina044@dataops.example.com
,SES-202201-0000000004,CUST-0000509320,2022-01-22 13:19:01,2022-01-22 13:22:08,187,Mexico,MEX,North America,MXN,Mobile Web,Tablet,Linux,Firefox,Instagram,organic,,/sale,/search,true,true,2022-01-22 13:19:01,jennifer.bauer068@analytics.example.com
,SES-202201-0000000005,CUST-0000503534,2022-01-25 23:58:27,2022-01-26 00:02:13,226,Italy,ITA,Europe,EUR,Web,Tablet,Linux,Safari,Instagram,affiliate,,/category,/home,false,false,2022-01-25 23:58:27,brandon.yu006@analytics.example.com
,SES-202201-0000000006,CUST-0000495856,2022-01-14 17:31:58,2022-01-14 17:43:48,710,Spain,ESP,Europe,EUR,Android,Desktop,macOS,Samsung Internet,Google,organic,,/sale,/search,false,true,2022-01-14 17:31:58,micheal.hall064@dataops.example.com
,SES-202201-0000000007,CUST-0000505943,2022-01-16 19:50:27,2022-01-16 19:50:58,31,Italy,ITA,Europe,EUR,Mobile Web,Laptop,Android,Safari,YouTube,direct,,/search,/checkout,false,true,2022-01-16 19:50:27,andrea.cummings039@platform.example.com
,SES-202201-0000000008,CUST-0000506734,2022-01-09 22:22:05,2022-01-09 22:26:38,273,United Arab Emirates,ARE,Asia,AED,Web,Laptop,Android,Safari,Google,affiliate,,/search,/cart,false,false,2022-01-09 22:22:05,joseph.johnson049@dataops.example.com
,SES-202201-0000000009,CUST-0000509093,2022-01-11 01:30:22,2022-01-11 01:35:00,278,France,FRA,Europe,EUR,Web,Laptop,Android,Edge,YouTube,referral,,/category,/cart,true,true,2022-01-11 01:30:22,christine.johnson056@commerce.example.com
,SES-202201-0000000010,CUST-0000497650,2022-01-10 07:03:31,2022-01-10 07:05:46,135,Germany,DEU,Europe,EUR,Web,Desktop,iOS,Samsung Internet,Google,direct,,/product,/cart,false,false,2022-01-10 07:03:31,eric.mullen052@dataops.example.com
