geography_id,region_name,sub_region_name,country_name,country_code,currency_code,currency_name,currency_symbol,timezone,created_at,created_by
1,North America,Northern America,United States,USA,USD,US Dollar,$,Europe/Minsk,2026-03-26 14:39:43,victoria.medina044@dataops.example.com
2,North America,Northern America,Canada,CAN,CAD,Canadian Dollar,C$,America/Guatemala,2026-03-22 05:00:11,jennifer.shepherd015@analytics.example.com
3,Europe,Northern Europe,United Kingdom,GBR,GBP,Pound Sterling,£,Europe/Malta,2026-03-28 08:12:55,joseph.griffin070@analytics.example.com
4,Europe,Western Europe,Germany,DEU,EUR,Euro,€,Europe/Vilnius,2026-03-12 15:35:47,timothy.cannon081@analytics.example.com
5,Europe,Western Europe,France,FRA,EUR,Euro,€,Asia/Rangoon,2026-03-23 21:17:31,nicholas.wilson027@analytics.example.com
6,Europe,Southern Europe,Spain,ESP,EUR,Euro,€,Asia/Tbilisi,2026-03-03 08:13:55,carol.bonilla067@analytics.example.com
7,Europe,Southern Europe,Italy,ITA,EUR,Euro,€,Pacific/Truk,2026-03-31 00:42:31,jennifer.hudson020@analytics.example.com
8,Europe,Western Europe,Netherlands,NLD,EUR,Euro,€,Europe/Chisinau,2026-03-05 00:26:43,alyssa.richards002@commerce.example.com
9,Oceania,Australia and New Zealand,Australia,AUS,AUD,Australian Dollar,A$,Asia/Riyadh,2026-03-21 23:46:42,chelsea.patel065@commerce.example.com
10,Asia,Eastern Asia,Japan,JPN,JPY,Japanese Yen,¥,Atlantic/Cape_Verde,2026-03-14 17:24:29,jimmy.washington028@commerce.example.com
11,Asia,South-eastern Asia,Singapore,SGP,SGD,Singapore Dollar,S$,Africa/Kigali,2026-03-29 21:52:08,darren.anderson025@dataops.example.com
12,Asia,Southern Asia,India,IND,INR,Indian Rupee,₹,Africa/Douala,2026-03-29 15:55:29,eric.horton058@analytics.example.com
13,Asia,Western Asia,United Arab Emirates,ARE,AED,UAE Dirham,د.إ,Pacific/Apia,2026-03-20 15:35:16,maria.ashley046@analytics.example.com
14,South America,South America,Brazil,BRA,BRL,Brazilian Real,R$,America/El_Salvador,2026-03-28 13:22:48,chelsea.patel065@commerce.example.com
15,North America,Central America,Mexico,MEX,MXN,Mexican Peso,MX$,Africa/Nouakchott,2026-03-14 09:49:24,lance.williams029@platform.example.com
