order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202305-0000000000,CUST-0000889934,SES-202305-0000018187,2023-05-06 12:55:22,Completed,France,FRA,Europe,EUR,1110.32,250.38,40.65,192.53,1093.12,Phonepe,Standard,WH-00151,2023-05-18,2023-05-18,,false,0,Marketplace,2023-05-06 12:55:22,2023-05-06 15:15:22,kevin.mathews014@analytics.example.com
,ORD-202305-0000000001,CUST-0000899944,SES-202305-0000014749,2023-05-01 10:33:41,Completed,Italy,ITA,Europe,EUR,878.0,43.09,34.9,97.4,967.21,Google Pay,Pickup,WH-00032,2023-05-05,2023-05-05,,false,0,Marketplace,2023-05-01 10:33:41,2023-05-01 11:15:41,micheal.chen050@dataops.example.com
,ORD-202305-0000000002,CUST-0000889411,SES-202305-0000020898,2023-05-07 16:30:00,Cancelled,United Kingdom,GBR,Europe,GBP,1670.17,108.42,10.38,84.67,1656.8,Apple Pay,Pickup,WH-00202,2023-05-11,,2023-05-09 08:30:00,false,0,POS,2023-05-07 16:30:00,2023-05-07 17:24:00,arthur.ortiz082@platform.example.com
,ORD-202305-0000000003,CUST-0000892694,SES-202305-0000011424,2023-05-11 07:31:31,Returned,India,IND,Asia,INR,2473.31,439.58,42.19,142.46,2218.38,PayPal,Standard,WH-00065,2023-05-21,,,true,2218.38,Marketplace,2023-05-11 07:31:31,2023-05-11 09:08:31,christopher.reed095@commerce.example.com
,ORD-202305-0000000004,CUST-0000902008,SES-202305-0000001170,2023-05-02 08:42:23,Processing,Singapore,SGP,Asia,SGD,243.28,25.36,39.24,45.41,302.57,Apple Pay,Same Day,WH-00043,2023-05-04,,,false,0,Web,2023-05-02 08:42:23,2023-05-02 08:56:23,jennifer.bauer068@analytics.example.com
,ORD-202305-0000000005,CUST-0000893198,SES-202305-0000021985,2023-05-01 01:39:32,Completed,India,IND,Asia,INR,2735.55,590.64,17.15,200.09,2362.15,Debit Card,Standard,WH-00021,2023-05-03,2023-05-03,,false,0,Marketplace,2023-05-01 01:39:32,2023-05-01 04:07:32,eric.mullen052@dataops.example.com
,ORD-202305-0000000006,CUST-0000884622,SES-202305-0000008421,2023-05-18 08:50:02,Completed,Canada,CAN,North America,CAD,2502.81,73.82,24.65,204.7,2658.34,Bank Transfer,Standard,WH-00225,2023-05-27,2023-05-27,,false,0,POS,2023-05-18 08:50:02,2023-05-18 11:00:02,peter.martinez098@platform.example.com
,ORD-202305-0000000007,CUST-0000906698,SES-202305-0000003567,2023-05-04 17:08:38,Completed,Mexico,MEX,North America,MXN,471.1,11.08,30.28,48.99,539.29,Buy Now Pay Later,Economy,WH-00134,2023-05-14,2023-05-14,,false,0,Marketplace,2023-05-04 17:08:38,2023-05-04 18:11:38,susan.rice083@commerce.example.com
,ORD-202305-0000000008,CUST-0000880003,SES-202305-0000014671,2023-05-15 08:01:23,Completed,United States,USA,North America,USD,2263.23,414.65,39.44,299.91,2187.93,Bank Transfer,Same Day,WH-00162,2023-05-22,2023-05-22,,false,0,POS,2023-05-15 08:01:23,2023-05-15 10:56:23,stephen.clark001@analytics.example.com
,ORD-202305-0000000009,CUST-0000884352,SES-202305-0000016739,2023-05-30 04:43:37,Returned,Germany,DEU,Europe,EUR,2596.53,609.31,31.37,328.22,2346.81,Paytm,Economy,WH-00198,2023-06-01,,,true,2346.81,Marketplace,2023-05-30 04:43:37,2023-05-30 06:24:37,jennifer.hudson020@analytics.example.com
,ORD-202305-0000000010,CUST-0000884207,SES-202305-0000009291,2023-05-24 00:29:40,Completed,Singapore,SGP,Asia,SGD,907.47,10.23,2.17,38.85,938.26,PayPal,Pickup,WH-00115,2023-05-26,2023-05-26,,false,0,Mobile,2023-05-24 00:29:40,2023-05-24 01:32:40,joann.clark089@commerce.example.com
,ORD-202305-0000000011,CUST-0000903003,SES-202305-0000009431,2023-05-17 19:01:56,Completed,Spain,ESP,Europe,EUR,1205.9,139.75,10.67,128.61,1205.43,Apple Pay,Same Day,WH-00176,2023-05-27,2023-05-27,,false,0,POS,2023-05-17 19:01:56,2023-05-17 21:31:56,eric.horton058@analytics.example.com
,ORD-202305-0000000012,CUST-0000881119,SES-202305-0000004903,2023-05-28 07:47:32,Completed,Spain,ESP,Europe,EUR,445.32,53.78,9.64,46.64,447.82,PayPal,Same Day,WH-00243,2023-06-09,2023-06-09,,false,0,Mobile,2023-05-28 07:47:32,2023-05-28 10:07:32,darren.anderson025@dataops.example.com
,ORD-202305-0000000013,CUST-0000892103,SES-202305-0000019361,2023-05-12 20:37:40,Failed,Japan,JPN,Asia,JPY,1044.7,28.1,44.1,169.88,1230.58,Gift Card,Economy,WH-00070,2023-05-14,,,false,0,POS,2023-05-12 20:37:40,2023-05-12 21:58:40,crystal.smith022@platform.example.com
,ORD-202305-0000000014,CUST-0000885144,SES-202305-0000006384,2023-05-19 12:30:38,Completed,France,FRA,Europe,EUR,805.15,74.75,27.6,17.04,775.04,Apple Pay,Express,WH-00092,2023-05-28,2023-05-28,,false,0,Web,2023-05-19 12:30:38,2023-05-19 14:09:38,michael.berger060@platform.example.com
,ORD-202305-0000000015,CUST-0000886031,SES-202305-0000015755,2023-05-27 11:08:18,Completed,United Kingdom,GBR,Europe,GBP,2955.47,106.05,15.46,400.37,3265.25,Apple Pay,Same Day,WH-00119,2023-05-29,2023-05-29,,false,0,Web,2023-05-27 11:08:18,2023-05-27 13:44:18,ryan.steele043@commerce.example.com
,ORD-202305-0000000016,CUST-0000881375,SES-202305-0000001613,2023-05-25 10:34:26,Completed,Japan,JPN,Asia,JPY,680.73,82.81,23.53,95.27,716.72,Apple Pay,Standard,WH-00016,2023-05-29,2023-05-29,,false,0,Marketplace,2023-05-25 10:34:26,2023-05-25 10:59:26,amy.holmes103@dataops.example.com
,ORD-202305-0000000017,CUST-0000881597,SES-202305-0000021827,2023-05-12 14:44:25,Completed,United Kingdom,GBR,Europe,GBP,876.17,105.92,42.39,133.2,945.84,Phonepe,Same Day,WH-00162,2023-05-17,2023-05-17,,false,0,Web,2023-05-12 14:44:25,2023-05-12 17:44:25,megan.cunningham013@commerce.example.com
