campaign_record_id,campaign_id,campaign_name,campaign_type,channel,source,medium,country_code,region_name,start_date,end_date,budget_local,spend_local,local_currency,impressions,clicks,conversions,created_at,created_by
,CAMP-2022-01-000000,Winter Guess Campaign,Retention,TikTok,Partner,direct,AUS,Oceania,2022-01-05,2022-01-22,315829.61,178938.58,AUD,218494,3844,339,2022-01-05 13:28:12,john.mullins109@commerce.example.com
,CAMP-2022-01-000001,Back-to-School Past Campaign,Launch,TikTok,CRM,organic,NLD,Europe,2022-01-06,2022-01-23,491984.22,235442.5,EUR,435099,31772,3228,2022-01-06 23:53:21,victoria.medina044@dataops.example.com
,CAMP-2022-01-000002,Winter Area Campaign,Retention,Affiliate,TikTok,direct,IND,Asia,2022-01-18,2022-02-11,280017.13,266278.12,INR,70596,5413,432,2022-01-18 10:46:54,jason.franklin045@dataops.example.com
,CAMP-2022-01-000003,Member Direction Campaign,Seasonal,Organic,Google,referral,BRA,South America,2022-01-31,2022-02-12,60952.71,54606.58,BRL,66347,2802,221,2022-01-31 01:38:10,troy.boone097@platform.example.com
,CAMP-2022-01-000004,Member Her Campaign,Retention,Google Ads,TikTok,organic,DEU,Europe,2022-01-21,2022-02-07,89818.67,51311.84,EUR,54606,1409,82,2022-01-21 10:15:13,tiffany.freeman101@analytics.example.com
,CAMP-2022-01-000005,Growth Home Campaign,Retention,TikTok,Meta,direct,BRA,South America,2022-01-13,2022-02-09,253761.07,253571.25,BRL,183159,4515,130,2022-01-13 06:12:38,tiffany.freeman101@analytics.example.com
,CAMP-2022-01-000006,Growth Party Campaign,Seasonal,Google Ads,Meta,email,JPN,Asia,2022-01-24,2022-02-05,72623.26,39728.54,JPY,85211,1450,43,2022-01-24 23:42:37,michael.johnson061@platform.example.com
,CAMP-2022-01-000007,Winter The Campaign,Retention,TikTok,Google,direct,ESP,Europe,2022-01-29,2022-02-05,5236.15,5240.4,EUR,99469,7758,805,2022-01-29 11:15:13,eric.horton058@analytics.example.com
,CAMP-2022-01-000008,Winter Account Campaign,Performance,TikTok,Meta,social,GBR,Europe,2022-01-23,2022-02-16,227764.44,93045.49,GBP,18604,210,12,2022-01-23 17:29:50,victor.palmer071@platform.example.com
,CAMP-2022-01-000009,Summer Fight Campaign,Launch,Display,Meta,organic,ESP,Europe,2022-01-23,2022-02-19,193505.37,124381.53,EUR,559774,37035,1481,2022-01-23 18:44:52,peter.martinez098@platform.example.com
