currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2020-05-20 20:55:03,joseph.johnson049@dataops.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2020-05-30 08:47:23,michael.johnson061@platform.example.com
GBP,Pound Sterling,£,2,FIAT,true,2020-05-10 04:40:32,brandon.yu006@analytics.example.com
EUR,Euro,€,2,FIAT,true,2020-05-08 08:40:32,kelsey.taylor010@platform.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2020-05-24 15:33:15,stephen.daniels076@commerce.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2020-05-26 07:43:19,michelle.sims041@analytics.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2020-05-13 22:49:21,michael.johnson061@platform.example.com
INR,Indian Rupee,₹,2,FIAT,true,2020-05-25 07:16:07,jennifer.hudson020@analytics.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2020-05-29 18:56:27,jennifer.hudson020@analytics.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2020-05-18 10:34:02,brandi.carter038@dataops.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2020-05-12 08:19:01,john.mullins109@commerce.example.com
