product_record_id,product_id,parent_product_id,product_title,brand,category_level_1,category_level_2,category_level_3,category_level_4,product_type,seller_id,country_of_sale,country_code,local_currency,base_price_local,cost_local,discount_percentage,tax_percentage,product_rating,review_count,product_status,stock_quantity,product_launch_date,effective_from,effective_to,is_current,created_at,updated_at,created_by
1080841,PROD-0001080841,PARENT-0000110059,Institution White Makeup,"Marsh, Ferguson and Greer",Beauty,Makeup,Eco,Classic,Subscription,SELL-00438969,Germany,NLD,USD,2062.64,1020.54,43.35,14.34,5,12,Active,286,2026-01-20,2026-01-20 00:00:00,,true,2026-01-20 13:08:43,2026-01-20 03:47:32,micheal.hall064@dataops.example.com
1080842,PROD-0001080842,PARENT-0000916604,Phone Treat Sportswear,Wu and Sons,Fashion,Sportswear,Eco,Bundle,Subscription,SELL-00441081,United States,FRA,AUD,143.11,56.43,21.1,17.78,4.46,49,Active,451,2026-01-05,2026-01-05 00:00:00,,true,2026-01-05 09:56:02,2026-01-05 16:08:40,nancy.gross008@dataops.example.com
1080843,PROD-0001080843,PARENT-0000704278,Election Daughter Kitchen,Long-Smith,Home,Kitchen,Premium,Popular,Subscription,SELL-00437959,Brazil,SGP,AED,1173.32,780.34,12.36,3.05,3.93,126,Active,551,2026-01-28,2026-01-28 00:00:00,,true,2026-01-28 07:15:22,2026-01-28 12:43:17,sophia.baker096@platform.example.com
1080844,PROD-0001080844,PARENT-0000660922,Really Its Kitchen,Duncan-Ray,Home,Kitchen,Pro,New,Premium,SELL-00440673,Germany,GBR,USD,1101.14,798.94,14.4,11.49,3.63,98,Discontinued,459,2026-01-24,2026-01-24 00:00:00,,true,2026-01-24 05:50:26,2026-01-24 05:43:48,rebecca.white032@dataops.example.com
1080845,PROD-0001080845,PARENT-0000292404,Inside General Accessories,Hood Inc,Electronics,Accessories,Eco,New,Standard,SELL-00435443,Japan,USA,JPY,2092.45,1491.17,19.61,22.6,3.46,103,Active,262,2026-01-03,2026-01-03 00:00:00,,true,2026-01-03 17:29:05,2026-01-03 00:31:03,lance.williams029@platform.example.com
1080846,PROD-0001080846,PARENT-0000151718,Mission Note Accessories,Williams and Sons,Electronics,Accessories,Eco,Bundle,Standard,SELL-00438369,Mexico,ARE,EUR,792.53,500.78,21.22,14.74,4.58,113,Active,478,2026-01-24,2026-01-24 00:00:00,,true,2026-01-24 19:04:32,2026-01-24 23:00:11,michael.berger060@platform.example.com
1080847,PROD-0001080847,PARENT-0000297446,Decision Need Men,"Rangel, Stone and Howard",Fashion,Men,Limited,Seasonal,Subscription,SELL-00441312,France,ITA,SGD,1171.03,807.58,29.27,17.01,3.37,49,Active,273,2026-01-30,2026-01-30 00:00:00,,true,2026-01-30 15:03:32,2026-01-30 16:28:24,brian.banks011@platform.example.com
1080848,PROD-0001080848,PARENT-0000504566,Tell Difficult Audio,"Ford, Reyes and Solis",Electronics,Audio,Limited,Seasonal,Standard,SELL-00440224,India,FRA,AUD,837.46,444.16,14.97,16.18,3.98,130,Active,270,2026-01-06,2026-01-06 00:00:00,,true,2026-01-06 15:29:18,2026-01-06 05:11:16,linda.davis105@analytics.example.com
1080849,PROD-0001080849,PARENT-0000166122,Such Mention Laptops,Anderson and Sons,Electronics,Laptops,Eco,Classic,Bundle,SELL-00440072,Japan,AUS,CAD,992.59,445.19,9.28,14.77,5,211,Active,547,2026-01-16,2026-01-16 00:00:00,,true,2026-01-16 20:10:20,2026-01-16 15:36:39,darren.anderson025@dataops.example.com
1080850,PROD-0001080850,PARENT-0000708878,Maybe Sister Men,Branch PLC,Fashion,Men,Standard,Bundle,Standard,SELL-00436346,United Kingdom,ESP,MXN,63.19,30.15,28.74,7.06,4.1,3,Active,94,2026-01-26,2026-01-26 00:00:00,,true,2026-01-26 17:00:36,2026-01-26 21:23:51,dominic.hodges075@platform.example.com
1080851,PROD-0001080851,PARENT-0000285129,Management Avoid Laptops,Gonzalez LLC,Electronics,Laptops,Eco,Classic,Standard,SELL-00438385,Japan,ARE,CAD,1546.63,1002.95,10.67,21.36,2.74,53,Active,164,2026-01-28,2026-01-28 00:00:00,,true,2026-01-28 06:02:09,2026-01-28 19:01:18,eric.mullen052@dataops.example.com
1080852,PROD-0001080852,PARENT-0000119215,Along West Fragrance,Lopez Group,Beauty,Fragrance,Pro,Popular,Bundle,SELL-00436399,Germany,ESP,INR,2234.8,1488.75,43.68,20.55,4.58,121,Active,848,2026-01-14,2026-01-14 00:00:00,,true,2026-01-14 19:52:50,2026-01-14 02:54:43,jennifer.yu037@dataops.example.com
1080853,PROD-0001080853,PARENT-0000943725,Focus She Fitness,Lucero-King,Sports,Fitness,Premium,Classic,Standard,SELL-00435794,Mexico,SGP,GBP,2046.31,1083.8,13.89,11.99,4.54,91,Active,222,2026-01-20,2026-01-20 00:00:00,,true,2026-01-20 18:46:28,2026-01-20 08:19:52,nicholas.wilson027@analytics.example.com
1080854,PROD-0001080854,PARENT-0000353777,Debate Wall Shoes,Lawrence-James,Fashion,Shoes,Eco,Popular,Standard,SELL-00435224,Australia,ESP,INR,1987.93,1030.56,40.73,13.03,4.01,47,Active,33,2026-01-19,2026-01-19 00:00:00,,true,2026-01-19 06:30:10,2026-01-19 07:50:21,christine.johnson056@commerce.example.com
1080855,PROD-0001080855,PARENT-0000877333,Economic Away Technology,"Boyd, Bennett and Hernandez",Books,Technology,Pro,Bundle,Standard,SELL-00438531,United Kingdom,JPN,SGD,1006.72,492.82,32.88,15.25,3.32,10,Active,455,2026-01-30,2026-01-30 00:00:00,,true,2026-01-30 13:34:47,2026-01-30 03:33:32,christine.carter078@commerce.example.com
1080856,PROD-0001080856,PARENT-0000667268,Organization Mouth Decor,Campbell-Best,Home,Decor,Pro,Seasonal,Bundle,SELL-00438522,Netherlands,JPN,AUD,1641.97,998.01,42.69,13.51,4.09,114,Active,0,2026-01-15,2026-01-15 00:00:00,,true,2026-01-15 04:40:19,2026-01-15 04:45:12,samantha.villa073@commerce.example.com
1080857,PROD-0001080857,PARENT-0000064593,Item Evening Household,Ward-Pena,Grocery,Household,Standard,Classic,Standard,SELL-00437235,Singapore,DEU,CAD,2276.55,1220.82,41.21,17.65,5,130,Active,469,2026-01-11,2026-01-11 00:00:00,,true,2026-01-11 20:11:08,2026-01-11 04:12:45,patrick.gonzalez035@dataops.example.com
1080858,PROD-0001080858,PARENT-0000005692,Stage Just Skincare,"Nelson, Griffin and Conner",Beauty,Skincare,Limited,Seasonal,Subscription,SELL-00435316,Mexico,USA,JPY,629.24,411.23,1.27,24.38,4.04,4,Active,414,2026-01-28,2026-01-28 00:00:00,,true,2026-01-28 03:46:15,2026-01-28 10:31:17,alyssa.richards002@commerce.example.com
1080859,PROD-0001080859,PARENT-0001056331,As May Fragrance,Johnson-Eaton,Beauty,Fragrance,Premium,Classic,Bundle,SELL-00437055,France,ARE,MXN,2245.47,1292.49,11.53,21.22,4.12,68,Active,516,2026-01-16,2026-01-16 00:00:00,,true,2026-01-16 18:33:40,2026-01-16 12:31:12,andrea.cummings039@platform.example.com
1080860,PROD-0001080860,PARENT-0000164394,Under Move Business,"Todd, Lee and Navarro",Books,Business,Premium,New,Premium,SELL-00440719,Germany,GBR,GBP,1661.28,593.94,17.6,19.52,3.8,156,Active,270,2026-01-06,2026-01-06 00:00:00,,true,2026-01-06 19:48:14,2026-01-06 23:55:33,richard.bradshaw051@platform.example.com
1080861,PROD-0001080861,PARENT-0000493496,Decade Inside Audio,"Cooper, Ellison and Ward",Electronics,Audio,Standard,Popular,Standard,SELL-00437011,United Arab Emirates,FRA,SGD,975.92,418.84,32.31,18.23,4.04,99,Active,229,2026-01-19,2026-01-19 00:00:00,,true,2026-01-19 21:11:34,2026-01-19 13:44:23,elizabeth.olsen066@platform.example.com
1080862,PROD-0001080862,PARENT-0000398352,Imagine Trip Decor,"Hudson, Reed and Richardson",Home,Decor,Pro,Popular,Premium,SELL-00438403,Spain,GBR,MXN,541.11,310.1,14.04,2.63,4.23,73,Active,576,2026-01-21,2026-01-21 00:00:00,,true,2026-01-21 04:14:16,2026-01-21 01:45:32,yolanda.vasquez005@platform.example.com
1080863,PROD-0001080863,PARENT-0000731746,Loss Since Makeup,"Rich, Pena and Gilmore",Beauty,Makeup,Standard,Classic,Bundle,SELL-00438983,Japan,SGP,CAD,452.4,162.11,8.6,17.22,4.02,76,Active,127,2026-01-27,2026-01-27 00:00:00,,true,2026-01-27 01:09:52,2026-01-27 16:45:11,maria.ashley046@analytics.example.com
1080864,PROD-0001080864,PARENT-0000860847,Recognize Likely Men,Osborn Group,Fashion,Men,Eco,Bundle,Bundle,SELL-00441484,Netherlands,MEX,EUR,1160.95,805.76,5.47,20.05,4.74,75,Active,507,2026-01-18,2026-01-18 00:00:00,,true,2026-01-18 12:58:48,2026-01-18 20:46:29,crystal.smith022@platform.example.com
1080865,PROD-0001080865,PARENT-0000316123,Here Exactly Laptops,Hill-Johnson,Electronics,Laptops,Pro,New,Premium,SELL-00441280,Spain,CAN,BRL,2023.77,1544.61,6.7,1.6,4.28,374,Active,178,2026-01-07,2026-01-07 00:00:00,,true,2026-01-07 08:15:13,2026-01-07 05:00:14,joseph.johnson049@dataops.example.com
1080866,PROD-0001080866,PARENT-0000423602,Local Base Phones,Diaz Ltd,Electronics,Phones,Limited,Bundle,Bundle,SELL-00439693,Italy,IND,AED,856.89,524.17,19.43,4.43,3.71,8,Active,467,2026-01-02,2026-01-02 00:00:00,,true,2026-01-02 14:38:20,2026-01-02 14:20:04,megan.cunningham013@commerce.example.com
1080867,PROD-0001080867,PARENT-0000913552,Them Issue Education,Dunn-Cole,Books,Education,Premium,Bundle,Bundle,SELL-00440096,India,SGP,BRL,1227.14,678.09,31.18,2.54,3.72,35,Active,80,2026-01-17,2026-01-17 00:00:00,,true,2026-01-17 06:15:32,2026-01-17 12:57:58,raymond.davis085@analytics.example.com
1080868,PROD-0001080868,PARENT-0000125673,Yard Bar Makeup,Stein-Perry,Beauty,Makeup,Eco,Bundle,Premium,SELL-00441647,Brazil,USA,GBP,178.58,113.16,33.01,3.28,4.56,131,Active,339,2026-01-13,2026-01-13 00:00:00,,true,2026-01-13 18:25:35,2026-01-13 11:32:08,kimberly.harmon088@commerce.example.com
1080869,PROD-0001080869,PARENT-0000301643,Eat Campaign Skincare,"Hernandez, Cortez and Lewis",Beauty,Skincare,Pro,Bundle,Subscription,SELL-00435668,Spain,CAN,CAD,1924.78,1189.8,7.13,6.2,3.99,44,Active,36,2026-01-08,2026-01-08 00:00:00,,true,2026-01-08 03:36:49,2026-01-08 06:23:40,brandi.carter038@dataops.example.com
1080870,PROD-0001080870,PARENT-0000610389,Opportunity Only Men,Rodriguez Ltd,Fashion,Men,Standard,New,Bundle,SELL-00440395,France,SGP,EUR,822.68,314.08,22.97,24.78,4.52,70,Active,453,2026-01-22,2026-01-22 00:00:00,,true,2026-01-22 11:36:02,2026-01-22 16:51:52,renee.harvey080@dataops.example.com
1080871,PROD-0001080871,PARENT-0000233308,Second Realize Makeup,"Meza, Ho and Frey",Beauty,Makeup,Standard,New,Subscription,SELL-00435243,United States,MEX,CAD,1243.47,470.88,8.83,12.11,3.87,5,Inactive,304,2026-01-29,2026-01-29 00:00:00,,true,2026-01-29 20:46:51,2026-01-29 23:58:08,kevin.mathews014@analytics.example.com
1080872,PROD-0001080872,PARENT-0000634798,Significant Rate Accessories,York-Miller,Fashion,Accessories,Limited,Classic,Premium,SELL-00436890,Netherlands,MEX,USD,2333.47,1707.61,10.91,3.17,4.36,5,Active,274,2026-01-09,2026-01-09 00:00:00,,true,2026-01-09 22:07:31,2026-01-09 03:05:51,brittany.rose019@commerce.example.com
1080873,PROD-0001080873,PARENT-0000575263,Democratic Trade Skincare,Palmer Group,Beauty,Skincare,Standard,Classic,Premium,SELL-00441553,Australia,AUS,AED,1987.54,767.76,0.47,19.3,4.53,108,Active,435,2026-01-25,2026-01-25 00:00:00,,true,2026-01-25 07:32:25,2026-01-25 12:39:00,victor.palmer071@platform.example.com
1080874,PROD-0001080874,PARENT-0000638002,Quality Physical Fiction,Cross LLC,Books,Fiction,Standard,Bundle,Bundle,SELL-00435847,Canada,ITA,INR,238.24,126.24,8.76,9.74,4.07,217,Active,158,2026-01-11,2026-01-11 00:00:00,,true,2026-01-11 16:47:54,2026-01-11 16:08:51,tina.williams074@commerce.example.com
1080875,PROD-0001080875,PARENT-0000513233,Any Bit Decor,Leonard-Cook,Home,Decor,Premium,Seasonal,Subscription,SELL-00439218,Australia,IND,INR,128.52,54.15,34.87,14.64,3.37,2,Active,0,2026-01-25,2026-01-25 00:00:00,,true,2026-01-25 09:15:00,2026-01-25 09:39:34,crystal.smith022@platform.example.com
1080876,PROD-0001080876,PARENT-0000903158,Unit Together Sportswear,"Crawford, Parker and Thornton",Fashion,Sportswear,Eco,Bundle,Standard,SELL-00435086,Italy,JPN,MXN,524.6,311.68,20.84,13.28,4.79,61,Active,101,2026-01-26,2026-01-26 00:00:00,,true,2026-01-26 14:44:27,2026-01-26 13:46:22,jennifer.erickson018@platform.example.com
1080877,PROD-0001080877,PARENT-0000322039,Door Just Fitness,Gray-Deleon,Sports,Fitness,Pro,Seasonal,Subscription,SELL-00436274,Italy,IND,SGD,1176.54,835.08,1.89,6.46,4.32,49,Active,236,2026-01-20,2026-01-20 00:00:00,,true,2026-01-20 10:32:11,2026-01-20 20:22:09,micheal.chen050@dataops.example.com
1080878,PROD-0001080878,PARENT-0001071380,Customer That Outdoor,"Lucas, Marshall and Pham",Sports,Outdoor,Limited,Bundle,Premium,SELL-00441564,Spain,DEU,INR,2459.89,1842.59,39.53,5.93,4.57,346,Active,23,2026-01-08,2026-01-08 00:00:00,,true,2026-01-08 09:49:18,2026-01-08 09:13:54,andrea.cummings039@platform.example.com
1080879,PROD-0001080879,PARENT-0000008604,Result Officer Women,"Robinson, Perry and Webb",Fashion,Women,Standard,Popular,Premium,SELL-00435740,Brazil,BRA,INR,2283.21,1062.94,29.04,1.51,4.31,0,Active,336,2026-01-12,2026-01-12 00:00:00,,true,2026-01-12 00:34:08,2026-01-12 22:07:22,michelle.bender024@analytics.example.com
1080880,PROD-0001080880,PARENT-0000183506,Her Outside Technology,"Wolfe, Anderson and Williams",Books,Technology,Limited,New,Standard,SELL-00436221,Singapore,USA,AUD,1847.17,1325.27,25.27,6.65,3.99,91,Active,548,2026-01-01,2026-01-01 00:00:00,,true,2026-01-01 06:15:37,2026-01-01 08:39:14,michael.berger060@platform.example.com
1080881,PROD-0001080881,PARENT-0000246869,Avoid Ability Phones,Cruz Ltd,Electronics,Phones,Limited,Seasonal,Bundle,SELL-00439104,Italy,MEX,BRL,79.59,55.51,14.12,1.64,3.39,16,Active,32,2026-01-15,2026-01-15 00:00:00,,true,2026-01-15 05:27:58,2026-01-15 02:13:19,michael.brewer084@analytics.example.com
1080882,PROD-0001080882,PARENT-0000057442,Institution Peace Furniture,Hernandez Inc,Home,Furniture,Limited,Popular,Bundle,SELL-00435955,Canada,DEU,USD,88.82,58.96,16.03,24.08,4.74,64,Active,221,2026-01-27,2026-01-27 00:00:00,,true,2026-01-27 17:55:05,2026-01-27 15:42:32,brandon.yu006@analytics.example.com
1080883,PROD-0001080883,PARENT-0001002155,Out Summer Accessories,"Bullock, Jackson and Hernandez",Fashion,Accessories,Eco,Classic,Subscription,SELL-00440169,United States,JPN,GBP,1705.39,891.37,4.03,4.31,3.75,98,Active,625,2026-01-09,2026-01-09 00:00:00,,true,2026-01-09 01:39:34,2026-01-09 05:33:54,elizabeth.mullins042@platform.example.com
1080884,PROD-0001080884,PARENT-0000459914,Subject Sure Accessories,Miller LLC,Electronics,Accessories,Premium,Classic,Standard,SELL-00440532,India,AUS,AUD,1712.59,1333.1,28.72,19.78,4.06,31,Active,309,2026-01-01,2026-01-01 00:00:00,,true,2026-01-01 04:09:37,2026-01-01 18:52:04,yolanda.vasquez005@platform.example.com
1080885,PROD-0001080885,PARENT-0000799842,Either Heavy Makeup,Schmidt Ltd,Beauty,Makeup,Eco,New,Bundle,SELL-00441066,Mexico,JPN,GBP,848.93,429.49,5.29,14.57,4.65,417,Inactive,459,2026-01-13,2026-01-13 00:00:00,,true,2026-01-13 14:52:43,2026-01-13 10:54:49,megan.cunningham013@commerce.example.com
1080886,PROD-0001080886,PARENT-0000087931,Start Choice Phones,"Cervantes, Smith and Donaldson",Electronics,Phones,Eco,Bundle,Bundle,SELL-00441490,United Arab Emirates,ESP,AUD,1029.75,607.77,22.15,4.87,3.81,116,Active,185,2026-01-18,2026-01-18 00:00:00,,true,2026-01-18 06:38:24,2026-01-18 13:46:19,sophia.baker096@platform.example.com
1080887,PROD-0001080887,PARENT-0000952572,Painting Side Beverages,"Nichols, Reyes and Dudley",Grocery,Beverages,Eco,New,Standard,SELL-00438104,United Arab Emirates,CAN,AED,1820.42,1312.32,7.31,10.19,4.17,35,Active,961,2026-01-13,2026-01-13 00:00:00,,true,2026-01-13 06:43:20,2026-01-13 04:41:12,brandon.yu006@analytics.example.com
1080888,PROD-0001080888,PARENT-0000872510,Effect One Beverages,"Hill, Tran and Mendoza",Grocery,Beverages,Eco,Bundle,Subscription,SELL-00435596,United States,NLD,GBP,1132.42,425.34,10.53,10.61,3.66,121,Discontinued,437,2026-01-17,2026-01-17 00:00:00,,true,2026-01-17 09:28:08,2026-01-17 21:34:26,grace.gonzales099@dataops.example.com
