order_item_record_id,order_item_id,order_id,product_id,seller_id,quantity,unit_price_local,discount_local,tax_local,item_total_local,local_currency,country_code,region_name,fulfillment_type,return_flag,return_quantity,refund_amount_local,created_at,created_by
,ITEM-202004-000000000000,ORD-202004-0000007050,PROD-0000026887,SELL-00012847,1,652.87,66.21,78.23,664.89,INR,ESP,North America,Seller Fulfilled,false,0,77.46,2020-04-05 06:43:48,peter.martinez098@platform.example.com
,ITEM-202004-000000000001,ORD-202004-0000011062,PROD-0000024897,SELL-00010739,5,841.49,620.56,268.24,3855.13,MXN,USA,Asia,Dropship,false,3,2250.16,2020-04-11 20:56:00,micheal.chen050@dataops.example.com
,ITEM-202004-000000000002,ORD-202004-0000005754,PROD-0000025861,SELL-00011857,6,429.76,10.53,382.25,2950.28,CAD,SGP,Europe,Platform Fulfilled,false,0,0,2020-04-12 12:14:43,lance.williams029@platform.example.com
,ITEM-202004-000000000003,ORD-202004-0000001206,PROD-0000028438,SELL-00012949,2,1067.58,11.94,131.88,2255.1,JPY,IND,South America,Dropship,false,0,0,2020-04-16 22:21:45,james.proctor094@dataops.example.com
,ITEM-202004-000000000004,ORD-202004-0000008068,PROD-0000032361,SELL-00010095,5,1119.67,1122.96,614.46,5089.85,BRL,MEX,North America,Seller Fulfilled,false,0,0,2020-04-21 18:53:03,lance.williams029@platform.example.com
,ITEM-202004-000000000005,ORD-202004-0000001720,PROD-0000028020,SELL-00009882,6,1029.11,363.16,491.19,6302.69,CAD,IND,Europe,Seller Fulfilled,true,0,0,2020-04-21 12:15:55,michael.berger060@platform.example.com
,ITEM-202004-000000000006,ORD-202004-0000002800,PROD-0000031152,SELL-00011531,5,823.7,658.6,180.31,3640.21,BRL,GBR,Europe,Seller Fulfilled,false,0,0,2020-04-23 18:06:16,lance.williams029@platform.example.com
,ITEM-202004-000000000007,ORD-202004-0000004659,PROD-0000032856,SELL-00011548,1,962.6,189.27,57.32,830.65,GBP,BRA,Europe,Dropship,false,0,0,2020-04-11 14:57:27,ryan.steele043@commerce.example.com
,ITEM-202004-000000000008,ORD-202004-0000010850,PROD-0000029335,SELL-00011235,1,837.99,43.76,126.02,920.25,JPY,FRA,North America,Seller Fulfilled,false,0,0,2020-04-04 20:33:21,ashley.marks069@commerce.example.com
,ITEM-202004-000000000009,ORD-202004-0000001893,PROD-0000029252,SELL-00012213,2,1123.22,57.32,49.35,2238.47,AUD,ITA,Europe,Dropship,false,0,0,2020-04-11 15:38:41,jennifer.hudson020@analytics.example.com
