shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202401-0000000000,ORD-202401-0000004125,WH-00241,CAN,North America,Australia Post,Pickup,Delayed,2024-01-17 06:15:04,2024-01-25,,1,France,2024-01-17 06:15:04,michelle.sims041@analytics.example.com
,SHP-202401-0000000001,ORD-202401-0000001180,WH-00067,CAN,Europe,UPS,Economy,Shipped,2024-01-09 23:53:19,2024-01-13,,1,France,2024-01-09 23:53:19,stephen.daniels076@commerce.example.com
,SHP-202401-0000000002,ORD-202401-0000001465,WH-00023,MEX,South America,UPS,Economy,Delayed,2024-01-11 06:07:20,2024-01-15,,1,Italy,2024-01-11 06:07:20,micheal.hall064@dataops.example.com
,SHP-202401-0000000003,ORD-202401-0000005298,WH-00072,CAN,South America,Royal Mail,Pickup,In Transit,2024-01-31 17:38:38,2024-02-02,,1,Australia,2024-01-31 17:38:38,jimmy.washington028@commerce.example.com
,SHP-202401-0000000004,ORD-202401-0000002843,WH-00120,IND,North America,DPD,Standard,Delivered,2024-01-19 02:35:09,2024-01-25,2024-01-30 06:35:09,1,United Arab Emirates,2024-01-19 02:35:09,michael.berger060@platform.example.com
,SHP-202401-0000000005,ORD-202401-0000005657,WH-00194,BRA,Europe,UPS,Pickup,Shipped,2024-01-03 19:02:01,2024-01-13,,1,Japan,2024-01-03 19:02:01,stephen.clark001@analytics.example.com
,SHP-202401-0000000006,ORD-202401-0000000354,WH-00022,FRA,Oceania,Australia Post,Pickup,Delayed,2024-01-14 15:35:38,2024-01-20,,3,Spain,2024-01-14 15:35:38,craig.johnson106@analytics.example.com
,SHP-202401-0000000007,ORD-202401-0000001840,WH-00054,NLD,Asia,USPS,Standard,Delivered,2024-01-02 05:47:15,2024-01-10,2024-01-09 09:47:15,1,Germany,2024-01-02 05:47:15,eric.rowe100@platform.example.com
,SHP-202401-0000000008,ORD-202401-0000003924,WH-00177,JPN,Europe,FedEx,Same Day,Delivered,2024-01-23 17:22:27,2024-01-25,2024-02-05 21:22:27,1,Canada,2024-01-23 17:22:27,michelle.sims041@analytics.example.com
,SHP-202401-0000000009,ORD-202401-0000000750,WH-00129,IND,Europe,Australia Post,Standard,Delivered,2024-01-04 20:32:10,2024-01-09,2024-01-09 22:32:10,1,United Arab Emirates,2024-01-04 20:32:10,joann.clark089@commerce.example.com
