currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2025-03-29 21:14:19,curtis.williams033@dataops.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2025-03-25 23:33:50,peter.martinez098@platform.example.com
GBP,Pound Sterling,£,2,FIAT,true,2025-03-26 19:11:18,anita.garcia021@dataops.example.com
EUR,Euro,€,2,FIAT,true,2025-03-14 14:56:11,grace.gonzales099@dataops.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2025-03-25 22:55:42,eric.horton058@analytics.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2025-03-13 20:19:29,jeffery.miller012@commerce.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2025-03-22 19:17:21,jennifer.hudson020@analytics.example.com
INR,Indian Rupee,₹,2,FIAT,true,2025-03-20 15:38:41,adam.gordon030@commerce.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2025-03-11 00:56:21,peter.martinez098@platform.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2025-03-28 18:55:17,raymond.pineda079@platform.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2025-03-12 21:28:20,anita.garcia021@dataops.example.com
