review_record_id,review_id,customer_id,product_id,order_id,rating,review_title,review_text,verified_purchase,helpful_votes,review_timestamp,country_code,region_name,sentiment,created_at,created_by
,REV-202303-0000000000,CUST-0000840218,PROD-0000467327,ORD-202303-0000004261,5,Not as expected,Down manage dark view friend once.,true,0,2023-03-23 20:53:15,ESP,Oceania,Positive,2023-03-23 20:53:15,timothy.cannon081@analytics.example.com
,REV-202303-0000000001,CUST-0000851270,PROD-0000473231,ORD-202303-0000000644,5,Average experience,Audience arm current someone leader reason push. Sport understand brother subject effort bit yourself.,true,2,2023-03-15 16:47:40,ESP,Europe,Positive,2023-03-15 16:47:40,renee.harvey080@dataops.example.com
,REV-202303-0000000002,CUST-0000838215,PROD-0000472430,ORD-202303-0000006967,4,Highly recommended,High ten model say. Old test opportunity edge power him where structure. Mind little yard career career.,true,14,2023-03-03 07:40:36,SGP,Europe,Positive,2023-03-03 07:40:36,chelsea.patel065@commerce.example.com
,REV-202303-0000000003,CUST-0000843066,PROD-0000470133,ORD-202303-0000006645,4,Average experience,Part difficult whether.,true,2,2023-03-15 04:23:02,DEU,North America,Positive,2023-03-15 04:23:02,andrew.ellis102@analytics.example.com
,REV-202303-0000000004,CUST-0000834317,PROD-0000460065,ORD-202303-0000003562,4,Highly recommended,Less since behavior or skill. Toward spring own customer game do step. Sport east all force his seven also future.,false,11,2023-03-29 07:54:45,CAN,Asia,Positive,2023-03-29 07:54:45,richard.bradshaw051@platform.example.com
,REV-202303-0000000005,CUST-0000833043,PROD-0000460945,ORD-202303-0000007446,5,Worth the money,Body vote house piece commercial show western. Today necessary on over machine future. Picture voice enter none. Tax first reason another know. Natural mission five marriage.,true,0,2023-03-20 08:33:22,ARE,Asia,Positive,2023-03-20 08:33:22,tina.williams074@commerce.example.com
,REV-202303-0000000006,CUST-0000843203,PROD-0000471148,ORD-202303-0000000951,5,Not as expected,Think person red within beyond painting.,true,2,2023-03-07 16:16:04,NLD,Asia,Positive,2023-03-07 16:16:04,james.proctor094@dataops.example.com
,REV-202303-0000000007,CUST-0000852521,PROD-0000465275,ORD-202303-0000003666,5,Fast delivery,Stand woman share call task than experience full.,false,4,2023-03-30 00:12:02,AUS,Europe,Positive,2023-03-30 00:12:02,ashley.marks069@commerce.example.com
,REV-202303-0000000008,CUST-0000839618,PROD-0000462727,ORD-202303-0000005682,3,Highly recommended,Among choose call name accept yourself recognize.,true,8,2023-03-27 06:48:11,FRA,North America,Neutral,2023-03-27 06:48:11,jillian.russo115@commerce.example.com
,REV-202303-0000000009,CUST-0000837019,PROD-0000459781,ORD-202303-0000001030,5,Excellent quality,Ever push give hard middle surface.,true,3,2023-03-21 19:20:03,CAN,Europe,Positive,2023-03-21 19:20:03,christine.johnson056@commerce.example.com
