exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2025-11-05,EUR,SGD,0.4631478583,ECB,Spot,2025-11-05 10:22:47,jack.smith053@analytics.example.com
,2025-11-23,MXN,JPY,1.6277175272,Bloomberg,Spot,2025-11-23 06:34:59,brandi.carter038@dataops.example.com
,2025-11-04,AUD,AED,1.210478629,ECB,Closing,2025-11-04 08:02:36,richard.bradshaw051@platform.example.com
,2025-11-30,SGD,BRL,1.2499979562,Reuters,Daily,2025-11-30 10:32:15,jennifer.atkins003@platform.example.com
,2025-11-07,BRL,AED,1.3251688457,Internal FX,Daily,2025-11-07 07:17:58,maria.ashley046@analytics.example.com
,2025-11-16,MXN,GBP,0.2258189008,ECB,Closing,2025-11-16 23:28:16,andrea.cummings039@platform.example.com
,2025-11-03,JPY,AED,1.3339394283,Reuters,Closing,2025-11-03 16:25:59,brandon.yu006@analytics.example.com
,2025-11-20,BRL,GBP,0.8091861805,Reuters,Daily,2025-11-20 22:07:37,raymond.davis085@analytics.example.com
,2025-11-04,INR,USD,0.5667038915,Bloomberg,Spot,2025-11-04 19:43:17,eric.horton058@analytics.example.com
,2025-11-30,AUD,BRL,1.3918026307,Bloomberg,Closing,2025-11-30 05:12:27,eric.mullen052@dataops.example.com
,2025-11-10,BRL,SGD,0.5510894141,Bloomberg,Spot,2025-11-10 12:14:07,stephen.clark001@analytics.example.com
,2025-11-27,AUD,MXN,2.283839373,Reuters,Spot,2025-11-27 23:18:29,jennifer.atkins003@platform.example.com
,2025-11-27,CAD,SGD,1.5478955639,ECB,Spot,2025-11-27 08:41:01,tammy.smith009@platform.example.com
,2025-11-13,USD,JPY,0.5178339597,Internal FX,Daily,2025-11-13 23:43:50,anita.garcia021@dataops.example.com
,2025-11-26,INR,AED,0.5460422456,ECB,Spot,2025-11-26 12:07:43,allen.foster026@dataops.example.com
,2025-11-14,AED,INR,1.2418788514,Internal FX,Spot,2025-11-14 12:34:41,jennifer.atkins003@platform.example.com
,2025-11-11,BRL,INR,0.6771004036,ECB,Spot,2025-11-11 14:04:25,maria.ashley046@analytics.example.com
,2025-11-22,JPY,BRL,1.5059077575,Bloomberg,Closing,2025-11-22 02:10:20,shawn.baxter004@dataops.example.com
,2025-11-02,INR,USD,0.3150484959,Reuters,Closing,2025-11-02 16:23:47,mary.jordan048@analytics.example.com
,2025-11-06,SGD,AED,0.3972273396,Reuters,Closing,2025-11-06 04:54:13,raymond.davis085@analytics.example.com
,2025-11-24,EUR,AED,0.4716206788,Reuters,Closing,2025-11-24 23:02:16,mary.jordan048@analytics.example.com
,2025-11-21,AED,EUR,1.1002419186,Internal FX,Closing,2025-11-21 13:22:50,eric.horton058@analytics.example.com
,2025-11-27,INR,BRL,2.3196212695,ECB,Daily,2025-11-27 02:30:25,brittany.rose019@commerce.example.com
,2025-11-03,AED,GBP,2.2453677491,Bloomberg,Closing,2025-11-03 23:26:06,kristin.krueger034@analytics.example.com
,2025-11-20,INR,EUR,2.3950182312,Bloomberg,Daily,2025-11-20 23:37:34,tammy.smith009@platform.example.com
,2025-11-05,AED,SGD,2.3806354149,Internal FX,Closing,2025-11-05 22:26:30,michael.brewer084@analytics.example.com
,2025-11-18,AUD,USD,4.5752883905,ECB,Spot,2025-11-18 05:11:56,susan.rice083@commerce.example.com
,2025-11-21,BRL,AED,0.4665736544,ECB,Closing,2025-11-21 01:32:01,jennifer.yu037@dataops.example.com
,2025-11-18,MXN,AED,0.5335121983,ECB,Closing,2025-11-18 13:46:20,kristin.krueger034@analytics.example.com
,2025-11-17,USD,AED,0.694343151,Reuters,Spot,2025-11-17 09:10:36,crystal.smith022@platform.example.com
,2025-11-14,USD,INR,0.6084931328,ECB,Closing,2025-11-14 03:43:07,maria.ashley046@analytics.example.com
,2025-11-16,USD,JPY,0.2184778765,Bloomberg,Closing,2025-11-16 10:20:31,ashley.marks069@commerce.example.com
,2025-11-02,INR,EUR,2.6679005495,Reuters,Closing,2025-11-02 04:53:12,kelsey.taylor010@platform.example.com
,2025-11-17,MXN,BRL,2.7660812189,ECB,Closing,2025-11-17 23:07:41,susan.rice083@commerce.example.com
