currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2021-03-07 07:42:30,victoria.medina044@dataops.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2021-03-28 10:46:16,michael.johnson061@platform.example.com
GBP,Pound Sterling,£,2,FIAT,true,2021-03-18 02:59:51,timothy.cannon081@analytics.example.com
EUR,Euro,€,2,FIAT,true,2021-03-03 17:32:32,eric.horton058@analytics.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2021-03-03 20:25:02,ashley.marks069@commerce.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2021-03-02 04:46:29,eric.horton058@analytics.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2021-03-08 03:17:22,michael.johnson061@platform.example.com
INR,Indian Rupee,₹,2,FIAT,true,2021-03-19 05:55:49,michael.berger060@platform.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2021-03-10 23:49:20,tiffany.freeman101@analytics.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2021-03-15 08:28:09,brandon.yu006@analytics.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2021-03-15 01:06:15,tiffany.freeman101@analytics.example.com
