order_item_record_id,order_item_id,order_id,product_id,seller_id,quantity,unit_price_local,discount_local,tax_local,item_total_local,local_currency,country_code,region_name,fulfillment_type,return_flag,return_quantity,refund_amount_local,created_at,created_by
,ITEM-202206-000000000000,ORD-202206-0000002375,PROD-0000328119,SELL-00136574,6,47.56,17.33,15.43,283.46,AED,AUS,Europe,Platform Fulfilled,false,0,0,2022-06-16 23:02:16,andrew.ellis102@analytics.example.com
,ITEM-202206-000000000001,ORD-202206-0000013924,PROD-0000333793,SELL-00133710,3,334.86,34.97,49.72,1019.33,JPY,ESP,Europe,Seller Fulfilled,false,1,0,2022-06-29 10:13:35,sylvia.diaz107@dataops.example.com
,ITEM-202206-000000000002,ORD-202206-0000000947,PROD-0000326569,SELL-00134140,2,846.0,173.81,40.76,1558.95,USD,JPN,Asia,Platform Fulfilled,false,0,0,2022-06-26 17:37:42,timothy.cannon081@analytics.example.com
,ITEM-202206-000000000003,ORD-202206-0000006062,PROD-0000332703,SELL-00136373,5,51.73,13.63,13.66,258.68,SGD,AUS,Europe,Platform Fulfilled,false,0,223.75,2022-06-16 20:23:54,michael.berger060@platform.example.com
,ITEM-202206-000000000004,ORD-202206-0000006199,PROD-0000329980,SELL-00133981,3,938.2,95.38,235.72,2954.94,AUD,FRA,North America,Dropship,false,0,0,2022-06-23 20:17:50,taylor.cunningham023@commerce.example.com
,ITEM-202206-000000000005,ORD-202206-0000014073,PROD-0000327950,SELL-00137592,5,8.09,1.96,6.7,45.19,INR,FRA,Asia,Platform Fulfilled,false,0,0,2022-06-26 04:54:27,kelsey.taylor010@platform.example.com
,ITEM-202206-000000000006,ORD-202206-0000012872,PROD-0000326515,SELL-00133452,1,1093.63,21.29,163.9,1236.24,GBP,AUS,Asia,Dropship,false,0,0,2022-06-21 12:19:14,eric.horton058@analytics.example.com
,ITEM-202206-000000000007,ORD-202206-0000006578,PROD-0000326375,SELL-00134996,6,595.53,93.45,380.05,3859.78,BRL,MEX,Europe,Platform Fulfilled,false,0,3180.77,2022-06-02 16:08:03,joseph.johnson049@dataops.example.com
,ITEM-202206-000000000008,ORD-202206-0000016479,PROD-0000329604,SELL-00137114,1,40.16,4.44,3.52,39.24,GBP,MEX,North America,Platform Fulfilled,true,0,0,2022-06-17 16:38:57,brian.taylor114@analytics.example.com
,ITEM-202206-000000000009,ORD-202206-0000001471,PROD-0000334449,SELL-00135076,4,84.57,29.35,26.25,335.18,AED,SGP,North America,Seller Fulfilled,false,0,0,2022-06-20 07:00:39,susan.rice083@commerce.example.com
,ITEM-202206-000000000010,ORD-202206-0000001016,PROD-0000335052,SELL-00136027,6,101.38,108.59,42.26,541.95,JPY,DEU,Asia,Dropship,false,0,51.04,2022-06-15 03:55:33,brandon.yu006@analytics.example.com
,ITEM-202206-000000000011,ORD-202206-0000009071,PROD-0000334055,SELL-00136591,3,507.5,122.81,194.38,1594.07,INR,FRA,North America,Platform Fulfilled,false,2,0,2022-06-27 12:34:34,andrew.ellis102@analytics.example.com
,ITEM-202206-000000000012,ORD-202206-0000009005,PROD-0000334947,SELL-00132964,3,454.72,166.99,89.42,1286.59,JPY,FRA,Europe,Platform Fulfilled,false,0,0,2022-06-01 00:29:48,yolanda.vasquez005@platform.example.com
,ITEM-202206-000000000013,ORD-202206-0000011488,PROD-0000336634,SELL-00135232,3,1166.81,395.05,422.5,3527.88,MXN,SGP,South America,Dropship,false,0,0,2022-06-06 06:11:47,adam.gordon030@commerce.example.com
,ITEM-202206-000000000014,ORD-202206-0000000461,PROD-0000337389,SELL-00134098,2,736.88,98.36,75.68,1451.08,JPY,ESP,North America,Dropship,false,0,0,2022-06-17 21:02:07,adam.gordon030@commerce.example.com
,ITEM-202206-000000000015,ORD-202206-0000013510,PROD-0000335914,SELL-00137395,3,9.35,3.22,4.35,29.18,SGD,ESP,Oceania,Dropship,false,0,0,2022-06-23 17:50:53,brandon.yu006@analytics.example.com
,ITEM-202206-000000000016,ORD-202206-0000000995,PROD-0000335758,SELL-00134142,3,818.42,524.13,89.37,2020.5,EUR,AUS,North America,Platform Fulfilled,false,0,0,2022-06-24 14:43:57,maria.ashley046@analytics.example.com
,ITEM-202206-000000000017,ORD-202206-0000008075,PROD-0000328243,SELL-00136231,1,926.68,102.17,124.29,948.8,BRL,DEU,Oceania,Platform Fulfilled,false,0,826.58,2022-06-04 13:43:56,joseph.johnson049@dataops.example.com
,ITEM-202206-000000000018,ORD-202206-0000008810,PROD-0000334587,SELL-00134696,5,515.57,262.21,62.59,2378.23,EUR,ARE,Europe,Dropship,false,0,0,2022-06-02 09:42:21,katelyn.pitts017@commerce.example.com
,ITEM-202206-000000000019,ORD-202206-0000012362,PROD-0000334045,SELL-00135341,4,1186.89,465.94,821.22,5102.84,BRL,FRA,Asia,Platform Fulfilled,false,0,0,2022-06-24 05:32:54,anita.garcia021@dataops.example.com
,ITEM-202206-000000000020,ORD-202206-0000014165,PROD-0000334353,SELL-00137659,6,1091.72,574.69,496.65,6472.28,BRL,GBR,Asia,Platform Fulfilled,false,0,0,2022-06-20 18:05:19,timothy.cannon081@analytics.example.com
,ITEM-202206-000000000021,ORD-202206-0000014555,PROD-0000328561,SELL-00137926,1,125.35,26.65,16.34,115.04,INR,NLD,Asia,Platform Fulfilled,false,0,0.27,2022-06-22 22:32:10,stephen.clark001@analytics.example.com
,ITEM-202206-000000000022,ORD-202206-0000006894,PROD-0000327363,SELL-00133238,2,33.09,2.2,14.4,78.38,USD,IND,Europe,Platform Fulfilled,false,2,0,2022-06-24 18:20:03,brandi.carter038@dataops.example.com
,ITEM-202206-000000000023,ORD-202206-0000002584,PROD-0000326456,SELL-00137364,1,849.14,181.36,92.0,759.78,CAD,USA,Asia,Dropship,false,0,0,2022-06-24 11:15:34,lisa.kim091@platform.example.com
,ITEM-202206-000000000024,ORD-202206-0000015574,PROD-0000326858,SELL-00133523,2,173.77,16.39,35.46,366.61,CAD,DEU,South America,Platform Fulfilled,false,0,0,2022-06-02 07:36:15,jason.franklin045@dataops.example.com
,ITEM-202206-000000000025,ORD-202206-0000005654,PROD-0000332540,SELL-00135130,6,442.76,261.29,169.35,2564.62,JPY,FRA,North America,Seller Fulfilled,false,0,0,2022-06-30 04:08:15,brandi.carter038@dataops.example.com
,ITEM-202206-000000000026,ORD-202206-0000008939,PROD-0000330772,SELL-00137097,6,1019.58,990.53,1219.45,6346.4,CAD,DEU,Asia,Dropship,false,1,0,2022-06-10 17:19:35,michael.johnson061@platform.example.com
,ITEM-202206-000000000027,ORD-202206-0000010088,PROD-0000326008,SELL-00137449,3,645.99,32.12,295.03,2200.88,AED,JPN,Asia,Platform Fulfilled,false,0,0,2022-06-05 05:15:31,sylvia.diaz107@dataops.example.com
,ITEM-202206-000000000028,ORD-202206-0000010337,PROD-0000332632,SELL-00134976,6,82.07,37.59,55.04,509.87,CAD,JPN,Europe,Dropship,false,0,445.21,2022-06-24 19:46:30,joseph.johnson049@dataops.example.com
,ITEM-202206-000000000029,ORD-202206-0000015307,PROD-0000332897,SELL-00137601,1,976.55,8.1,218.59,1187.04,GBP,IND,Europe,Seller Fulfilled,false,0,0,2022-06-18 05:01:54,jimmy.washington028@commerce.example.com
,ITEM-202206-000000000030,ORD-202206-0000010114,PROD-0000334626,SELL-00136043,5,1105.88,1123.3,275.61,4681.71,BRL,SGP,Oceania,Platform Fulfilled,false,0,1780.01,2022-06-21 04:48:41,amy.holmes103@dataops.example.com
,ITEM-202206-000000000031,ORD-202206-0000009317,PROD-0000335963,SELL-00134367,5,478.53,96.61,371.69,2667.73,AUD,AUS,Europe,Seller Fulfilled,false,0,1276.69,2022-06-29 20:47:42,renee.harvey080@dataops.example.com
,ITEM-202206-000000000032,ORD-202206-0000005215,PROD-0000332630,SELL-00138251,4,126.75,22.12,100.93,585.81,AUD,GBR,Europe,Platform Fulfilled,true,1,59.32,2022-06-05 22:20:23,kevin.mathews014@analytics.example.com
,ITEM-202206-000000000033,ORD-202206-0000008935,PROD-0000330303,SELL-00136257,3,433.63,231.57,75.9,1145.22,GBP,ARE,Europe,Platform Fulfilled,false,0,0,2022-06-28 08:54:13,craig.johnson106@analytics.example.com
,ITEM-202206-000000000034,ORD-202206-0000002197,PROD-0000332087,SELL-00135132,6,19.35,9.13,22.54,129.51,BRL,JPN,Asia,Seller Fulfilled,false,0,0,2022-06-05 22:49:32,yesenia.arnold040@platform.example.com
,ITEM-202206-000000000035,ORD-202206-0000010245,PROD-0000331161,SELL-00137485,3,332.96,151.3,159.89,1007.47,INR,JPN,Asia,Dropship,false,0,0,2022-06-14 05:01:28,yesenia.arnold040@platform.example.com
,ITEM-202206-000000000036,ORD-202206-0000009321,PROD-0000330987,SELL-00137955,3,590.55,98.08,101.69,1775.26,BRL,ESP,Oceania,Platform Fulfilled,false,0,0,2022-06-01 06:47:00,alyssa.richards002@commerce.example.com
,ITEM-202206-000000000037,ORD-202206-0000005156,PROD-0000327848,SELL-00133579,6,319.71,168.98,106.25,1855.53,BRL,ARE,Europe,Dropship,false,0,0,2022-06-17 10:43:50,yesenia.arnold040@platform.example.com
,ITEM-202206-000000000038,ORD-202206-0000000140,PROD-0000334662,SELL-00138326,6,1106.68,1077.4,223.38,5786.06,USD,GBR,North America,Platform Fulfilled,true,0,648.05,2022-06-23 08:20:20,jennifer.hudson020@analytics.example.com
,ITEM-202206-000000000039,ORD-202206-0000013223,PROD-0000324892,SELL-00133384,3,547.41,73.66,366.03,1934.6,EUR,AUS,North America,Platform Fulfilled,false,0,0,2022-06-07 11:40:02,alyssa.richards002@commerce.example.com
,ITEM-202206-000000000040,ORD-202206-0000000520,PROD-0000325404,SELL-00134393,5,897.66,954.96,685.52,4218.86,AUD,ARE,Asia,Seller Fulfilled,false,0,0,2022-06-06 21:45:37,eric.mullen052@dataops.example.com
,ITEM-202206-000000000041,ORD-202206-0000016625,PROD-0000334081,SELL-00133290,6,104.63,79.81,47.53,595.5,INR,BRA,Europe,Platform Fulfilled,false,0,0,2022-06-29 17:24:53,stephen.clark001@analytics.example.com
,ITEM-202206-000000000042,ORD-202206-0000013650,PROD-0000326954,SELL-00136332,1,807.87,62.19,25.95,771.63,EUR,SGP,North America,Dropship,false,0,0,2022-06-23 07:52:16,jennifer.hudson020@analytics.example.com
,ITEM-202206-000000000043,ORD-202206-0000014060,PROD-0000331905,SELL-00136400,2,660.95,256.92,230.94,1295.92,SGD,FRA,Asia,Seller Fulfilled,false,0,0,2022-06-03 19:25:52,jennifer.atkins003@platform.example.com
,ITEM-202206-000000000044,ORD-202206-0000003257,PROD-0000325118,SELL-00133990,5,418.06,331.06,323.68,2082.92,INR,CAN,North America,Seller Fulfilled,false,0,915.36,2022-06-05 22:34:59,michelle.sims041@analytics.example.com
,ITEM-202206-000000000045,ORD-202206-0000003379,PROD-0000330513,SELL-00134016,3,641.9,62.25,152.74,2016.19,GBP,IND,Asia,Seller Fulfilled,false,0,0,2022-06-05 19:27:26,troy.boone097@platform.example.com
,ITEM-202206-000000000046,ORD-202206-0000014704,PROD-0000334077,SELL-00133123,6,165.39,186.96,59.49,864.87,JPY,USA,Europe,Dropship,false,0,0,2022-06-11 14:00:33,renee.harvey080@dataops.example.com
,ITEM-202206-000000000047,ORD-202206-0000011725,PROD-0000326668,SELL-00132880,5,5.33,3.8,3.53,26.38,GBP,AUS,Europe,Dropship,false,0,0,2022-06-20 12:58:24,tiffany.freeman101@analytics.example.com
,ITEM-202206-000000000048,ORD-202206-0000000281,PROD-0000331697,SELL-00136618,6,389.8,223.66,204.69,2319.83,GBP,ARE,Oceania,Dropship,false,0,0,2022-06-19 12:19:13,grace.gonzales099@dataops.example.com
,ITEM-202206-000000000049,ORD-202206-0000010459,PROD-0000334063,SELL-00136356,4,1175.85,930.0,681.78,4455.18,GBP,NLD,North America,Dropship,false,0,0,2022-06-01 01:28:17,yolanda.vasquez005@platform.example.com
,ITEM-202206-000000000050,ORD-202206-0000005606,PROD-0000333226,SELL-00134881,6,704.13,109.31,592.88,4708.35,SGD,ESP,Europe,Seller Fulfilled,false,0,3873.92,2022-06-17 07:01:14,patrick.gonzalez035@dataops.example.com
,ITEM-202206-000000000051,ORD-202206-0000003289,PROD-0000330861,SELL-00134584,2,697.45,193.35,246.33,1447.88,GBP,USA,North America,Seller Fulfilled,false,0,0,2022-06-27 07:32:20,stephen.clark001@analytics.example.com
,ITEM-202206-000000000052,ORD-202206-0000012560,PROD-0000334966,SELL-00133604,4,820.67,663.47,575.3,3194.51,SGD,SGP,Asia,Platform Fulfilled,false,0,0,2022-06-23 23:30:49,brandi.carter038@dataops.example.com
,ITEM-202206-000000000053,ORD-202206-0000004440,PROD-0000332672,SELL-00133234,1,306.4,60.56,10.55,256.39,INR,MEX,North America,Dropship,false,0,0,2022-06-25 02:40:13,lance.williams029@platform.example.com
,ITEM-202206-000000000054,ORD-202206-0000013346,PROD-0000336631,SELL-00135276,4,908.9,780.25,159.92,3015.27,EUR,ITA,Europe,Platform Fulfilled,false,1,0,2022-06-14 12:26:56,jennifer.atkins003@platform.example.com
,ITEM-202206-000000000055,ORD-202206-0000008338,PROD-0000332086,SELL-00133637,3,988.33,446.69,200.89,2719.19,BRL,IND,Asia,Seller Fulfilled,false,0,0,2022-06-01 20:58:27,taylor.cunningham023@commerce.example.com
,ITEM-202206-000000000056,ORD-202206-0000002402,PROD-0000327415,SELL-00137870,5,632.9,206.09,488.01,3446.42,INR,JPN,North America,Seller Fulfilled,false,0,0,2022-06-23 07:53:51,maria.ashley046@analytics.example.com
,ITEM-202206-000000000057,ORD-202206-0000011753,PROD-0000333539,SELL-00136717,4,461.24,185.24,339.2,1998.92,USD,ITA,Europe,Platform Fulfilled,false,4,0,2022-06-04 16:57:49,jennifer.hudson020@analytics.example.com
,ITEM-202206-000000000058,ORD-202206-0000005301,PROD-0000337072,SELL-00133915,3,946.81,19.1,111.93,2933.26,JPY,MEX,Asia,Seller Fulfilled,false,0,0,2022-06-15 09:58:46,andrea.cummings039@platform.example.com
,ITEM-202206-000000000059,ORD-202206-0000005625,PROD-0000335799,SELL-00138537,6,624.27,170.27,209.78,3785.13,USD,DEU,Europe,Dropship,false,0,0,2022-06-03 19:47:03,tina.williams074@commerce.example.com
,ITEM-202206-000000000060,ORD-202206-0000005787,PROD-0000328399,SELL-00137508,1,174.92,8.26,26.34,193.0,JPY,ITA,Europe,Platform Fulfilled,false,0,0,2022-06-23 05:24:56,katelyn.pitts017@commerce.example.com
,ITEM-202206-000000000061,ORD-202206-0000000994,PROD-0000336744,SELL-00133365,4,1183.96,51.24,111.36,4795.96,INR,SGP,Europe,Dropship,false,0,0,2022-06-04 06:29:32,timothy.cannon081@analytics.example.com
,ITEM-202206-000000000062,ORD-202206-0000001747,PROD-0000331662,SELL-00135775,3,1071.25,251.82,110.7,3072.63,JPY,USA,Europe,Dropship,false,0,0,2022-06-03 03:10:10,darren.anderson025@dataops.example.com
,ITEM-202206-000000000063,ORD-202206-0000003905,PROD-0000324978,SELL-00136645,2,966.59,193.47,357.68,2097.39,MXN,AUS,Europe,Seller Fulfilled,false,0,0,2022-06-08 02:03:40,jason.franklin045@dataops.example.com
,ITEM-202206-000000000064,ORD-202206-0000015491,PROD-0000327952,SELL-00134446,4,756.9,173.35,485.48,3339.73,MXN,NLD,North America,Seller Fulfilled,false,0,0,2022-06-14 00:31:28,brandi.carter038@dataops.example.com
,ITEM-202206-000000000065,ORD-202206-0000016206,PROD-0000335860,SELL-00135496,3,1131.55,537.83,677.12,3533.94,BRL,BRA,North America,Platform Fulfilled,false,0,0,2022-06-07 04:47:00,micheal.hall064@dataops.example.com
,ITEM-202206-000000000066,ORD-202206-0000016053,PROD-0000334746,SELL-00134838,5,434.56,241.96,112.94,2043.78,GBP,FRA,Europe,Seller Fulfilled,false,0,0,2022-06-19 05:22:03,grace.gonzales099@dataops.example.com
,ITEM-202206-000000000067,ORD-202206-0000002624,PROD-0000325677,SELL-00136295,1,1071.22,5.79,222.99,1288.42,INR,ESP,Europe,Dropship,false,0,254.19,2022-06-13 07:49:28,eric.mullen052@dataops.example.com
,ITEM-202206-000000000068,ORD-202206-0000012329,PROD-0000333775,SELL-00137762,3,64.72,0.35,35.98,229.79,AUD,NLD,North America,Platform Fulfilled,false,0,0,2022-06-04 01:52:17,lance.williams029@platform.example.com
,ITEM-202206-000000000069,ORD-202206-0000004161,PROD-0000326681,SELL-00135008,6,299.52,79.42,114.52,1832.22,INR,IND,Europe,Dropship,false,0,0,2022-06-09 11:46:00,darren.anderson025@dataops.example.com
,ITEM-202206-000000000070,ORD-202206-0000010856,PROD-0000335123,SELL-00134116,4,231.26,114.26,113.61,924.39,USD,MEX,Asia,Seller Fulfilled,false,0,0,2022-06-30 21:53:21,kevin.mathews014@analytics.example.com
,ITEM-202206-000000000071,ORD-202206-0000002186,PROD-0000337599,SELL-00134268,5,1123.26,660.13,389.84,5346.01,CAD,FRA,Europe,Seller Fulfilled,false,0,1827.78,2022-06-28 11:44:10,lance.williams029@platform.example.com
,ITEM-202206-000000000072,ORD-202206-0000006437,PROD-0000325614,SELL-00136119,5,702.45,112.29,205.2,3605.16,JPY,JPN,Asia,Platform Fulfilled,false,0,0,2022-06-11 05:13:21,andrea.cummings039@platform.example.com
,ITEM-202206-000000000073,ORD-202206-0000008429,PROD-0000331963,SELL-00137306,6,33.25,43.49,19.19,175.2,CAD,SGP,Europe,Platform Fulfilled,false,0,0,2022-06-21 18:30:20,taylor.cunningham023@commerce.example.com
,ITEM-202206-000000000074,ORD-202206-0000015236,PROD-0000330483,SELL-00138368,3,1080.66,693.36,292.17,2840.79,GBP,GBR,Europe,Seller Fulfilled,false,0,0,2022-06-12 20:41:49,shawn.baxter004@dataops.example.com
,ITEM-202206-000000000075,ORD-202206-0000002188,PROD-0000327552,SELL-00132936,4,358.58,287.86,71.67,1218.13,GBP,NLD,South America,Seller Fulfilled,false,0,0,2022-06-19 23:06:57,eric.mullen052@dataops.example.com
,ITEM-202206-000000000076,ORD-202206-0000010589,PROD-0000325137,SELL-00134003,2,204.14,17.46,71.39,462.21,AUD,ESP,Asia,Dropship,false,0,0,2022-06-07 20:02:48,christine.carter078@commerce.example.com
,ITEM-202206-000000000077,ORD-202206-0000014247,PROD-0000328030,SELL-00135618,1,1120.52,214.25,66.68,972.95,JPY,FRA,Europe,Dropship,false,0,0,2022-06-20 01:32:02,stephen.clark001@analytics.example.com
,ITEM-202206-000000000078,ORD-202206-0000003574,PROD-0000328010,SELL-00134596,2,63.73,12.56,13.03,127.93,AED,CAN,Asia,Seller Fulfilled,false,0,0,2022-06-13 01:48:38,john.mullins109@commerce.example.com
,ITEM-202206-000000000079,ORD-202206-0000013474,PROD-0000329969,SELL-00136449,5,1185.2,394.63,197.57,5728.94,MXN,JPN,Europe,Dropship,false,0,0,2022-06-12 10:49:25,chelsea.patel065@commerce.example.com
,ITEM-202206-000000000080,ORD-202206-0000009267,PROD-0000327828,SELL-00138215,3,734.98,58.57,341.03,2487.4,INR,DEU,Europe,Dropship,false,0,0,2022-06-05 09:50:26,anita.garcia021@dataops.example.com
,ITEM-202206-000000000081,ORD-202206-0000007040,PROD-0000329038,SELL-00133073,6,374.81,274.28,111.29,2085.87,GBP,IND,Europe,Seller Fulfilled,false,0,0,2022-06-04 11:37:24,shawn.baxter004@dataops.example.com
,ITEM-202206-000000000082,ORD-202206-0000000856,PROD-0000325580,SELL-00134608,3,1090.3,238.12,439.53,3472.31,MXN,ESP,Asia,Platform Fulfilled,false,0,0,2022-06-12 18:33:11,lisa.kim091@platform.example.com
,ITEM-202206-000000000083,ORD-202206-0000005734,PROD-0000326015,SELL-00136708,1,1059.98,64.92,97.95,1093.01,CAD,IND,North America,Dropship,false,1,0,2022-06-04 10:24:26,jimmy.washington028@commerce.example.com
,ITEM-202206-000000000084,ORD-202206-0000013798,PROD-0000332775,SELL-00135871,5,373.06,315.32,324.74,1874.72,JPY,IND,Asia,Platform Fulfilled,false,0,0,2022-06-06 04:16:43,kelsey.taylor010@platform.example.com
,ITEM-202206-000000000085,ORD-202206-0000010398,PROD-0000336820,SELL-00136176,2,949.87,271.61,329.96,1958.09,MXN,IND,Europe,Seller Fulfilled,false,0,0,2022-06-17 08:49:11,anita.garcia021@dataops.example.com
