shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202004-0000000000,ORD-202004-0000002706,WH-00131,IND,Europe,Australia Post,Standard,Delivered,2020-04-12 05:55:55,2020-04-20,2020-04-18 13:55:55,1,Japan,2020-04-12 05:55:55,james.proctor094@dataops.example.com
,SHP-202004-0000000001,ORD-202004-0000000977,WH-00214,ESP,Europe,Australia Post,Economy,Delivered,2020-04-12 11:02:03,2020-04-21,2020-04-14 13:02:03,1,United Kingdom,2020-04-12 11:02:03,michelle.sims041@analytics.example.com
,SHP-202004-0000000002,ORD-202004-0000002716,WH-00144,ESP,Europe,DPD,Express,Delivered,2020-04-02 01:09:49,2020-04-11,2020-04-15 09:09:49,1,India,2020-04-02 01:09:49,michelle.bender024@analytics.example.com
,SHP-202004-0000000003,ORD-202004-0000000494,WH-00052,MEX,Asia,FedEx,Same Day,Shipped,2020-04-07 21:58:16,2020-04-13,,1,Brazil,2020-04-07 21:58:16,eric.horton058@analytics.example.com
,SHP-202004-0000000004,ORD-202004-0000001657,WH-00009,GBR,Europe,Australia Post,Economy,Delivered,2020-04-07 13:29:08,2020-04-15,2020-04-21 20:29:08,1,Japan,2020-04-07 13:29:08,eric.mullen052@dataops.example.com
,SHP-202004-0000000005,ORD-202004-0000003238,WH-00186,ESP,Asia,DPD,Pickup,In Transit,2020-04-29 12:20:25,2020-05-09,,1,Brazil,2020-04-29 12:20:25,jeffery.miller012@commerce.example.com
,SHP-202004-0000000006,ORD-202004-0000001685,WH-00249,CAN,Asia,DPD,Same Day,Delivered,2020-04-09 04:09:37,2020-04-14,2020-04-18 08:09:37,1,Canada,2020-04-09 04:09:37,jeffery.miller012@commerce.example.com
,SHP-202004-0000000007,ORD-202004-0000001309,WH-00231,GBR,Europe,Australia Post,Same Day,Shipped,2020-04-25 11:07:15,2020-05-01,,1,Germany,2020-04-25 11:07:15,micheal.hall064@dataops.example.com
,SHP-202004-0000000008,ORD-202004-0000001441,WH-00010,MEX,Europe,DPD,Express,Delivered,2020-04-09 18:52:17,2020-04-16,2020-04-14 06:52:17,1,Germany,2020-04-09 18:52:17,tina.williams074@commerce.example.com
,SHP-202004-0000000009,ORD-202004-0000000468,WH-00128,SGP,Oceania,Australia Post,Pickup,Delivered,2020-04-26 00:14:05,2020-04-30,2020-05-02 12:14:05,1,Mexico,2020-04-26 00:14:05,jennifer.bauer068@analytics.example.com
