geography_id,region_name,sub_region_name,country_name,country_code,currency_code,currency_name,currency_symbol,timezone,created_at,created_by
1,North America,Northern America,United States,USA,USD,US Dollar,$,Europe/Minsk,2022-11-04 00:44:13,eric.horton058@analytics.example.com
2,North America,Northern America,Canada,CAN,CAD,Canadian Dollar,C$,America/Guatemala,2022-11-17 19:22:27,shawn.baxter004@dataops.example.com
3,Europe,Northern Europe,United Kingdom,GBR,GBP,Pound Sterling,£,Europe/Malta,2022-11-25 07:43:27,katelyn.pitts017@commerce.example.com
4,Europe,Western Europe,Germany,DEU,EUR,Euro,€,Europe/Vilnius,2022-11-21 00:23:32,victor.palmer071@platform.example.com
5,Europe,Western Europe,France,FRA,EUR,Euro,€,Asia/Rangoon,2022-11-27 23:47:48,michael.berger060@platform.example.com
6,Europe,Southern Europe,Spain,ESP,EUR,Euro,€,Asia/Tbilisi,2022-11-24 00:46:13,micheal.chen050@dataops.example.com
7,Europe,Southern Europe,Italy,ITA,EUR,Euro,€,Pacific/Truk,2022-11-17 11:26:07,timothy.cameron104@commerce.example.com
8,Europe,Western Europe,Netherlands,NLD,EUR,Euro,€,Europe/Chisinau,2022-11-21 22:00:50,troy.boone097@platform.example.com
9,Oceania,Australia and New Zealand,Australia,AUS,AUD,Australian Dollar,A$,Asia/Riyadh,2022-11-11 13:24:04,darren.anderson025@dataops.example.com
10,Asia,Eastern Asia,Japan,JPN,JPY,Japanese Yen,¥,Atlantic/Cape_Verde,2022-11-25 03:23:35,michelle.sims041@analytics.example.com
11,Asia,South-eastern Asia,Singapore,SGP,SGD,Singapore Dollar,S$,Africa/Kigali,2022-11-01 08:47:36,grace.gonzales099@dataops.example.com
12,Asia,Southern Asia,India,IND,INR,Indian Rupee,₹,Africa/Douala,2022-11-14 00:58:02,joann.clark089@commerce.example.com
13,Asia,Western Asia,United Arab Emirates,ARE,AED,UAE Dirham,د.إ,Pacific/Apia,2022-11-19 12:19:02,james.proctor094@dataops.example.com
14,South America,South America,Brazil,BRA,BRL,Brazilian Real,R$,America/El_Salvador,2022-11-03 04:30:19,christine.carter078@commerce.example.com
15,North America,Central America,Mexico,MEX,MXN,Mexican Peso,MX$,Africa/Nouakchott,2022-11-26 23:56:07,timothy.cameron104@commerce.example.com
