currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2025-01-04 01:44:39,jennifer.atkins003@platform.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2025-01-24 03:24:03,jennifer.shepherd015@analytics.example.com
GBP,Pound Sterling,£,2,FIAT,true,2025-01-30 08:16:17,adam.gordon030@commerce.example.com
EUR,Euro,€,2,FIAT,true,2025-01-14 10:56:07,timothy.cannon081@analytics.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2025-01-06 21:05:08,jillian.russo115@commerce.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2025-01-19 09:28:46,andrea.cummings039@platform.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2025-01-15 13:51:25,jennifer.atkins003@platform.example.com
INR,Indian Rupee,₹,2,FIAT,true,2025-01-31 23:04:04,tiffany.freeman101@analytics.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2025-01-22 09:47:50,brittany.rose019@commerce.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2025-01-11 13:18:33,eric.horton058@analytics.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2025-01-21 20:28:56,brittany.rose019@commerce.example.com
