customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
1711795,CUST-0001711795,Patrick,Townsend,Non-binary,1995-06-07,30,25-34,patrick.townsend.1711795@hotmail.com,United Kingdom,GBR,Europe,Northern Europe,Lake Phillipshire,Montana,06645,GBP,Regular,Organic,2025-07-29,Active,true,2025-07-29 00:00:00,,true,Marketplace,2025-07-29 19:05:19,2025-07-29 13:35:27,jimmy.washington028@commerce.example.com
1711796,CUST-0001711796,Todd,Ray,Non-binary,1998-05-07,27,25-34,todd.ray.1711796@yahoo.com,United Arab Emirates,ARE,Asia,Western Asia,Paulside,Virginia,61964,AED,Premium,Affiliate,2025-07-31,Active,false,2025-07-31 00:00:00,,true,CRM,2025-07-31 22:37:21,2025-07-31 05:27:42,taylor.cunningham023@commerce.example.com
1711797,CUST-0001711797,Michael,Freeman,Female,1986-02-27,39,35-44,michael.freeman.1711797@yahoo.com,Australia,AUS,Oceania,Australia and New Zealand,Toddfurt,Maryland,48479,AUD,Occasional,Referral,2025-07-27,Active,false,2025-07-27 00:00:00,,true,Mobile,2025-07-27 04:02:16,2025-07-27 07:25:52,rebecca.white032@dataops.example.com
1711798,CUST-0001711798,Mark,Harris,Non-binary,1958-03-17,67,65+,mark.harris.1711798@yahoo.com,Singapore,SGP,Asia,South-eastern Asia,Fosterstad,Michigan,18789,SGD,Occasional,Organic,2025-07-24,Active,false,2025-07-24 00:00:00,,true,Marketplace,2025-07-24 22:08:15,2025-07-24 23:59:31,stephen.daniels076@commerce.example.com
1711799,CUST-0001711799,Victor,Dunn,Female,1942-07-14,83,65+,victor.dunn.1711799@yahoo.com,United States,USA,North America,Northern America,West James,Mississippi,41553,USD,Regular,Organic,2025-07-18,Active,false,2025-07-18 00:00:00,,true,Mobile,2025-07-18 10:25:37,2025-07-18 05:14:03,andrea.cummings039@platform.example.com
1711800,CUST-0001711800,Michele,Pennington,Prefer not to say,1967-01-19,58,55-64,michele.pennington.1711800@yahoo.com,Singapore,SGP,Asia,South-eastern Asia,New Seanfort,Oklahoma,41205,SGD,Regular,Paid Search,2025-07-19,Active,false,2025-07-19 00:00:00,,true,Mobile,2025-07-19 17:28:53,2025-07-19 13:56:31,crystal.smith022@platform.example.com
1711801,CUST-0001711801,Paige,Hughes,Female,2000-01-01,25,25-34,paige.hughes.1711801@yahoo.com,Italy,ITA,Europe,Southern Europe,South Robertmouth,Texas,56162,EUR,Regular,Organic,2025-07-06,Active,false,2025-07-06 00:00:00,,true,Mobile,2025-07-06 19:04:14,2025-07-06 10:22:11,stephen.jordan063@commerce.example.com
1711802,CUST-0001711802,Gregory,Frye,Prefer not to say,1945-10-22,79,65+,gregory.frye.1711802@gmail.com,Mexico,MEX,North America,Central America,New Matthewbury,Wyoming,49006,MXN,Occasional,Paid Search,2025-07-13,Active,false,2025-07-13 00:00:00,,true,Web,2025-07-13 03:22:59,2025-07-13 00:40:42,troy.boone097@platform.example.com
1711803,CUST-0001711803,Brenda,Taylor,Male,2005-06-20,20,18-24,brenda.taylor.1711803@hotmail.com,United States,USA,North America,Northern America,New Ricky,Rhode Island,66324,USD,Regular,Social,2025-07-02,Active,true,2025-07-02 00:00:00,,true,Web,2025-07-02 16:17:48,2025-07-02 08:01:59,jennifer.yu037@dataops.example.com
1711804,CUST-0001711804,Robert,Bradley,Prefer not to say,1955-07-24,69,65+,robert.bradley.1711804@gmail.com,Canada,CAN,North America,Northern America,Hardyborough,Iowa,90407,CAD,Occasional,Email,2025-07-09,Active,true,2025-07-09 00:00:00,,true,CRM,2025-07-09 10:27:39,2025-07-09 18:14:46,brian.banks011@platform.example.com
