shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202503-0000000000,ORD-202503-0000004929,WH-00001,SGP,Europe,FedEx,Economy,Delivered,2025-03-05 14:17:44,2025-03-15,2025-03-07 15:17:44,1,United Arab Emirates,2025-03-05 14:17:44,eric.horton058@analytics.example.com
,SHP-202503-0000000001,ORD-202503-0000004977,WH-00188,FRA,North America,UPS,Express,Delivered,2025-03-13 22:45:47,2025-03-19,2025-03-20 03:45:47,1,Netherlands,2025-03-13 22:45:47,troy.boone097@platform.example.com
,SHP-202503-0000000002,ORD-202503-0000003642,WH-00224,ESP,Europe,DHL,Economy,In Transit,2025-03-11 17:02:07,2025-03-13,,1,United Arab Emirates,2025-03-11 17:02:07,troy.boone097@platform.example.com
,SHP-202503-0000000003,ORD-202503-0000000389,WH-00138,IND,Europe,DPD,Same Day,Delivered,2025-03-31 14:03:43,2025-04-05,2025-04-03 19:03:43,1,France,2025-03-31 14:03:43,grace.gonzales099@dataops.example.com
,SHP-202503-0000000004,ORD-202503-0000003482,WH-00084,AUS,North America,Royal Mail,Economy,Delivered,2025-03-18 15:35:54,2025-03-24,2025-03-22 03:35:54,1,Germany,2025-03-18 15:35:54,stephen.clark001@analytics.example.com
,SHP-202503-0000000005,ORD-202503-0000001389,WH-00242,FRA,Asia,Australia Post,Standard,Delivered,2025-03-24 03:38:24,2025-04-01,2025-03-31 14:38:24,3,Mexico,2025-03-24 03:38:24,lisa.kim091@platform.example.com
,SHP-202503-0000000006,ORD-202503-0000002487,WH-00070,IND,Europe,USPS,Same Day,Delivered,2025-03-27 09:31:34,2025-04-02,2025-03-31 10:31:34,1,Italy,2025-03-27 09:31:34,joseph.griffin070@analytics.example.com
,SHP-202503-0000000007,ORD-202503-0000000947,WH-00108,SGP,Europe,Australia Post,Same Day,Delivered,2025-03-27 05:10:59,2025-03-31,2025-04-07 16:10:59,4,Australia,2025-03-27 05:10:59,adam.gordon030@commerce.example.com
,SHP-202503-0000000008,ORD-202503-0000006702,WH-00195,CAN,Europe,Royal Mail,Standard,Delivered,2025-03-02 18:25:19,2025-03-12,2025-03-09 20:25:19,1,Brazil,2025-03-02 18:25:19,nicholas.wilson027@analytics.example.com
,SHP-202503-0000000009,ORD-202503-0000000296,WH-00054,FRA,South America,DPD,Economy,Delivered,2025-03-22 22:32:24,2025-03-27,2025-04-06 06:32:24,1,Mexico,2025-03-22 22:32:24,michelle.sims041@analytics.example.com
,SHP-202503-0000000010,ORD-202503-0000003254,WH-00239,CAN,North America,DHL,Express,Delivered,2025-03-31 19:24:23,2025-04-02,2025-04-13 23:24:23,1,Japan,2025-03-31 19:24:23,dominic.hodges075@platform.example.com
