order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202306-0000000000,CUST-0000915479,SES-202306-0000012894,2023-06-12 22:58:04,Completed,Spain,ESP,Europe,EUR,729.71,141.31,19.34,78.51,686.25,Google Pay,Pickup,WH-00217,2023-06-22,2023-06-22,,false,0,POS,2023-06-12 22:58:04,2023-06-12 23:08:04,andrew.ellis102@analytics.example.com
,ORD-202306-0000000001,CUST-0000924372,SES-202306-0000014548,2023-06-30 07:38:44,Processing,France,FRA,Europe,EUR,151.74,8.27,40.1,14.05,197.62,Phonepe,Same Day,WH-00175,2023-07-04,,,false,0,POS,2023-06-30 07:38:44,2023-06-30 09:22:44,diana.williams116@analytics.example.com
,ORD-202306-0000000002,CUST-0000909098,SES-202306-0000015762,2023-06-12 19:23:40,Returned,India,IND,Asia,INR,160.94,14.38,0.82,32.15,179.53,Apple Pay,Express,WH-00208,2023-06-15,,,true,179.53,Marketplace,2023-06-12 19:23:40,2023-06-12 19:42:40,megan.cunningham013@commerce.example.com
,ORD-202306-0000000003,CUST-0000927079,SES-202306-0000008038,2023-06-14 15:50:42,Completed,Singapore,SGP,Asia,SGD,1686.72,315.53,36.31,91.49,1498.99,Google Pay,Pickup,WH-00049,2023-06-26,2023-06-26,,false,0,Web,2023-06-14 15:50:42,2023-06-14 16:42:42,eric.mullen052@dataops.example.com
,ORD-202306-0000000004,CUST-0000914559,SES-202306-0000002952,2023-06-07 14:29:32,Completed,United States,USA,North America,USD,861.71,205.51,43.89,154.89,854.98,Buy Now Pay Later,Economy,WH-00152,2023-06-15,2023-06-15,,false,0,Web,2023-06-07 14:29:32,2023-06-07 16:05:32,michelle.bender024@analytics.example.com
,ORD-202306-0000000005,CUST-0000914559,SES-202306-0000026339,2023-06-12 21:10:27,Completed,Australia,AUS,Oceania,AUD,1435.83,330.29,26.28,49.79,1181.61,Debit Card,Same Day,WH-00128,2023-06-17,2023-06-17,,false,0,Mobile,2023-06-12 21:10:27,2023-06-12 22:38:27,megan.cunningham013@commerce.example.com
,ORD-202306-0000000006,CUST-0000931485,SES-202306-0000007714,2023-06-30 07:15:25,Completed,Singapore,SGP,Asia,SGD,389.28,79.66,28.15,13.16,350.93,Bank Transfer,Same Day,WH-00183,2023-07-05,2023-07-05,,false,0,Web,2023-06-30 07:15:25,2023-06-30 09:50:25,crystal.smith022@platform.example.com
,ORD-202306-0000000007,CUST-0000918263,SES-202306-0000009215,2023-06-16 09:17:46,Completed,Singapore,SGP,Asia,SGD,1274.12,225.43,32.9,55.09,1136.68,Paytm,Standard,WH-00055,2023-06-18,2023-06-18,,false,0,Marketplace,2023-06-16 09:17:46,2023-06-16 11:35:46,darren.anderson025@dataops.example.com
,ORD-202306-0000000008,CUST-0000926701,SES-202306-0000004282,2023-06-07 07:29:53,Returned,Mexico,MEX,North America,MXN,1306.41,73.32,13.2,165.05,1411.34,Google Pay,Pickup,WH-00060,2023-06-09,,,true,1411.34,Mobile,2023-06-07 07:29:53,2023-06-07 08:15:53,brandon.yu006@analytics.example.com
,ORD-202306-0000000009,CUST-0000921447,SES-202306-0000016645,2023-06-14 20:46:38,Processing,India,IND,Asia,INR,517.06,45.01,33.14,108.37,613.56,Phonepe,Standard,WH-00129,2023-06-25,,,false,0,Web,2023-06-14 20:46:38,2023-06-14 22:27:38,arthur.ortiz082@platform.example.com
,ORD-202306-0000000010,CUST-0000919610,SES-202306-0000020847,2023-06-25 11:39:45,Processing,India,IND,Asia,INR,1263.74,121.84,43.58,48.15,1233.63,Paytm,Same Day,WH-00168,2023-07-01,,,false,0,POS,2023-06-25 11:39:45,2023-06-25 14:13:45,katelyn.pitts017@commerce.example.com
,ORD-202306-0000000011,CUST-0000927905,SES-202306-0000002371,2023-06-17 03:47:08,Completed,Japan,JPN,Asia,JPY,1077.75,161.8,11.15,140.75,1067.85,Apple Pay,Economy,WH-00214,2023-06-20,2023-06-20,,false,0,Web,2023-06-17 03:47:08,2023-06-17 05:06:08,darren.anderson025@dataops.example.com
,ORD-202306-0000000012,CUST-0000933884,SES-202306-0000007106,2023-06-21 08:46:40,Completed,Germany,DEU,Europe,EUR,1980.7,2.41,27.17,316.85,2322.31,Gift Card,Express,WH-00149,2023-06-23,2023-06-23,,false,0,POS,2023-06-21 08:46:40,2023-06-21 09:57:40,tiffany.freeman101@analytics.example.com
,ORD-202306-0000000013,CUST-0000931971,SES-202306-0000018266,2023-06-13 20:05:51,Completed,Canada,CAN,North America,CAD,763.65,144.06,34.03,56.58,710.2,Bank Transfer,Economy,WH-00087,2023-06-18,2023-06-18,,false,0,Web,2023-06-13 20:05:51,2023-06-13 21:13:51,lance.williams029@platform.example.com
,ORD-202306-0000000014,CUST-0000923836,SES-202306-0000016995,2023-06-12 05:15:31,Completed,Spain,ESP,Europe,EUR,2144.8,233.11,4.62,292.81,2209.12,Phonepe,Standard,WH-00035,2023-06-24,2023-06-24,,false,0,Marketplace,2023-06-12 05:15:31,2023-06-12 08:09:31,eric.mullen052@dataops.example.com
,ORD-202306-0000000015,CUST-0000925192,SES-202306-0000007647,2023-06-08 02:41:21,Completed,Italy,ITA,Europe,EUR,1166.88,60.14,21.13,57.7,1185.57,Buy Now Pay Later,Economy,WH-00097,2023-06-18,2023-06-18,,false,0,Mobile,2023-06-08 02:41:21,2023-06-08 05:00:21,joseph.johnson049@dataops.example.com
,ORD-202306-0000000016,CUST-0000928497,SES-202306-0000006911,2023-06-27 19:51:21,Completed,Spain,ESP,Europe,EUR,321.47,3.26,41.97,37.04,397.22,Bank Transfer,Express,WH-00084,2023-07-03,2023-07-03,,false,0,Marketplace,2023-06-27 19:51:21,2023-06-27 21:55:21,katelyn.pitts017@commerce.example.com
,ORD-202306-0000000017,CUST-0000930179,SES-202306-0000024631,2023-06-17 21:22:01,Completed,Mexico,MEX,North America,MXN,2216.46,405.95,31.79,278.12,2120.42,Paytm,Economy,WH-00137,2023-06-27,2023-06-27,,false,0,Mobile,2023-06-17 21:22:01,2023-06-18 00:16:01,jennifer.hudson020@analytics.example.com
,ORD-202306-0000000018,CUST-0000920412,SES-202306-0000000695,2023-06-21 18:27:28,Completed,Australia,AUS,Oceania,AUD,38.62,7.4,36.1,7.04,74.36,Gift Card,Economy,WH-00247,2023-06-27,2023-06-27,,false,0,Web,2023-06-21 18:27:28,2023-06-21 20:39:28,joann.clark089@commerce.example.com
,ORD-202306-0000000019,CUST-0000909888,SES-202306-0000020749,2023-06-20 02:53:17,Completed,United Kingdom,GBR,Europe,GBP,1185.94,289.97,38.19,60.81,994.97,Google Pay,Express,WH-00021,2023-06-23,2023-06-23,,false,0,POS,2023-06-20 02:53:17,2023-06-20 05:34:17,peter.martinez098@platform.example.com
,ORD-202306-0000000020,CUST-0000921671,SES-202306-0000010434,2023-06-08 15:14:00,Completed,Italy,ITA,Europe,EUR,1982.63,62.32,19.64,54.12,1994.07,Credit Card,Express,WH-00181,2023-06-13,2023-06-13,,false,0,Marketplace,2023-06-08 15:14:00,2023-06-08 17:34:00,jennifer.hudson020@analytics.example.com
,ORD-202306-0000000021,CUST-0000914319,SES-202306-0000001736,2023-06-30 00:14:23,Completed,Netherlands,NLD,Europe,EUR,914.78,50.1,24.29,187.01,1075.98,Buy Now Pay Later,Same Day,WH-00154,2023-07-11,2023-07-11,,false,0,Marketplace,2023-06-30 00:14:23,2023-06-30 00:33:23,jennifer.hudson020@analytics.example.com
,ORD-202306-0000000022,CUST-0000908565,SES-202306-0000022778,2023-06-15 14:22:16,Failed,France,FRA,Europe,EUR,160.8,32.4,11.03,16.52,155.95,Google Pay,Standard,WH-00008,2023-06-17,,,false,0,Web,2023-06-15 14:22:16,2023-06-15 14:45:16,susan.rice083@commerce.example.com
,ORD-202306-0000000023,CUST-0000926880,SES-202306-0000018075,2023-06-17 14:26:07,Completed,Netherlands,NLD,Europe,EUR,2366.91,123.51,31.07,60.74,2335.21,Buy Now Pay Later,Express,WH-00107,2023-06-29,2023-06-29,,false,0,Marketplace,2023-06-17 14:26:07,2023-06-17 15:47:07,jennifer.atkins003@platform.example.com
,ORD-202306-0000000024,CUST-0000930720,SES-202306-0000021827,2023-06-24 19:35:26,Processing,France,FRA,Europe,EUR,1617.26,341.41,7.3,106.31,1389.46,Phonepe,Pickup,WH-00070,2023-06-29,,,false,0,POS,2023-06-24 19:35:26,2023-06-24 19:41:26,diana.williams116@analytics.example.com
,ORD-202306-0000000025,CUST-0000925508,SES-202306-0000017731,2023-06-03 01:16:19,Completed,Singapore,SGP,Asia,SGD,1518.85,32.31,30.16,33.14,1549.84,Credit Card,Standard,WH-00157,2023-06-10,2023-06-10,,false,0,Marketplace,2023-06-03 01:16:19,2023-06-03 03:38:19,andrew.ellis102@analytics.example.com
,ORD-202306-0000000026,CUST-0000917373,SES-202306-0000001497,2023-06-14 06:55:28,Completed,Australia,AUS,Oceania,AUD,2314.84,137.73,24.59,358.94,2560.64,Credit Card,Economy,WH-00238,2023-06-21,2023-06-21,,false,0,Marketplace,2023-06-14 06:55:28,2023-06-14 07:54:28,susan.rice083@commerce.example.com
,ORD-202306-0000000027,CUST-0000931916,SES-202306-0000003262,2023-06-20 13:09:01,Completed,Canada,CAN,North America,CAD,1442.39,79.38,19.97,215.97,1598.95,Apple Pay,Pickup,WH-00088,2023-06-23,2023-06-23,,false,0,Mobile,2023-06-20 13:09:01,2023-06-20 14:16:01,eric.mullen052@dataops.example.com
,ORD-202306-0000000028,CUST-0000928135,SES-202306-0000010605,2023-06-12 21:55:48,Completed,Japan,JPN,Asia,JPY,811.72,43.82,39.05,88.9,895.85,Phonepe,Standard,WH-00144,2023-06-24,2023-06-24,,false,0,Mobile,2023-06-12 21:55:48,2023-06-12 23:38:48,jimmy.washington028@commerce.example.com
,ORD-202306-0000000029,CUST-0000910184,SES-202306-0000013308,2023-06-16 05:35:25,Completed,France,FRA,Europe,EUR,2769.86,4.08,25.64,333.28,3124.7,Debit Card,Pickup,WH-00170,2023-06-27,2023-06-27,,false,0,Web,2023-06-16 05:35:25,2023-06-16 06:27:25,victoria.medina044@dataops.example.com
,ORD-202306-0000000030,CUST-0000919663,SES-202306-0000011978,2023-06-02 04:32:12,Completed,Australia,AUS,Oceania,AUD,715.13,155.3,10.58,19.44,589.85,Bank Transfer,Economy,WH-00137,2023-06-11,2023-06-11,,false,0,POS,2023-06-02 04:32:12,2023-06-02 07:18:12,micheal.chen050@dataops.example.com
,ORD-202306-0000000031,CUST-0000931904,SES-202306-0000003043,2023-06-28 09:55:09,Processing,Netherlands,NLD,Europe,EUR,2847.34,293.49,6.0,428.04,2987.89,Phonepe,Economy,WH-00151,2023-07-06,,,false,0,Marketplace,2023-06-28 09:55:09,2023-06-28 12:46:09,sandra.hunter036@platform.example.com
