exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2026-07-10,AED,EUR,0.3149802969,Internal FX,Spot,2026-07-10 12:03:10,jimmy.washington028@commerce.example.com
,2026-07-23,AED,CAD,4.6053721285,Reuters,Daily,2026-07-23 05:39:33,kevin.mathews014@analytics.example.com
,2026-07-26,MXN,BRL,4.08375845,Reuters,Spot,2026-07-26 16:16:29,jonathan.jimenez057@platform.example.com
,2026-07-08,GBP,INR,1.0118904506,Bloomberg,Closing,2026-07-08 19:11:47,micheal.chen050@dataops.example.com
,2026-07-21,GBP,BRL,1.4381665067,Bloomberg,Daily,2026-07-21 10:15:12,ashley.marks069@commerce.example.com
,2026-07-07,MXN,EUR,0.7879798698,Reuters,Daily,2026-07-07 12:52:51,timothy.cannon081@analytics.example.com
,2026-07-09,AUD,CAD,0.4253474555,Reuters,Spot,2026-07-09 21:38:53,rachel.hall062@platform.example.com
,2026-07-12,CAD,MXN,1.3040896058,Bloomberg,Closing,2026-07-12 00:00:40,rachel.hall062@platform.example.com
,2026-07-24,CAD,GBP,3.5853796667,Bloomberg,Daily,2026-07-24 22:44:05,jennifer.yu037@dataops.example.com
,2026-07-08,JPY,BRL,1.0001143494,Internal FX,Spot,2026-07-08 20:34:07,crystal.smith022@platform.example.com
,2026-07-22,AUD,USD,0.2791683605,ECB,Daily,2026-07-22 08:22:00,denise.beck077@analytics.example.com
,2026-07-19,SGD,EUR,0.3927118124,Internal FX,Closing,2026-07-19 07:42:10,brittany.rose019@commerce.example.com
,2026-07-27,BRL,GBP,0.5721098784,Reuters,Daily,2026-07-27 09:10:43,sandra.hunter036@platform.example.com
,2026-07-06,BRL,CAD,3.6450160618,Bloomberg,Closing,2026-07-06 21:53:31,arthur.ortiz082@platform.example.com
,2026-07-01,SGD,AUD,2.2203080646,Reuters,Spot,2026-07-01 16:49:27,jason.franklin045@dataops.example.com
,2026-07-21,JPY,AUD,1.7427296943,Bloomberg,Spot,2026-07-21 11:44:43,curtis.williams033@dataops.example.com
,2026-07-01,MXN,CAD,0.2985018416,ECB,Closing,2026-07-01 02:47:23,kimberly.harmon088@commerce.example.com
,2026-07-28,BRL,JPY,1.6444233703,Internal FX,Spot,2026-07-28 21:44:59,christine.johnson056@commerce.example.com
,2026-07-22,SGD,AED,1.0446001556,Bloomberg,Daily,2026-07-22 08:40:03,ashley.marks069@commerce.example.com
,2026-07-18,MXN,JPY,2.8130620205,ECB,Spot,2026-07-18 21:07:41,michael.johnson061@platform.example.com
,2026-07-11,BRL,EUR,0.3967227658,ECB,Closing,2026-07-11 20:31:00,stephen.daniels076@commerce.example.com
,2026-07-30,EUR,AED,0.8478197429,Internal FX,Closing,2026-07-30 21:28:45,tina.williams074@commerce.example.com
,2026-07-16,CAD,AED,0.8345929364,Bloomberg,Daily,2026-07-16 06:01:19,brian.banks011@platform.example.com
,2026-07-05,CAD,EUR,3.1657829746,Bloomberg,Spot,2026-07-05 03:05:13,katelyn.pitts017@commerce.example.com
,2026-07-09,AUD,GBP,1.3681259594,Reuters,Spot,2026-07-09 13:06:24,michelle.sims041@analytics.example.com
,2026-07-24,JPY,GBP,1.4528866153,Bloomberg,Closing,2026-07-24 13:47:01,jimmy.washington028@commerce.example.com
,2026-07-03,MXN,AUD,1.1090962678,Bloomberg,Spot,2026-07-03 12:39:18,brandon.yu006@analytics.example.com
,2026-07-03,INR,AED,0.7223908614,Bloomberg,Spot,2026-07-03 14:16:30,anita.garcia021@dataops.example.com
,2026-07-25,EUR,INR,0.6231760637,ECB,Closing,2026-07-25 23:11:58,sandra.hunter036@platform.example.com
,2026-07-10,GBP,AUD,0.8983005511,Bloomberg,Spot,2026-07-10 11:26:22,jimmy.washington028@commerce.example.com
,2026-07-21,GBP,SGD,0.8953116854,ECB,Daily,2026-07-21 13:45:18,kenneth.rodgers059@analytics.example.com
,2026-07-25,CAD,SGD,0.1872223899,ECB,Spot,2026-07-25 01:28:07,stephanie.miller092@analytics.example.com
,2026-07-17,JPY,MXN,1.0523284878,ECB,Daily,2026-07-17 02:56:28,eric.horton058@analytics.example.com
,2026-07-27,BRL,USD,1.0801308161,Bloomberg,Closing,2026-07-27 01:29:06,rebecca.white032@dataops.example.com
,2026-07-13,MXN,EUR,0.5081797637,Bloomberg,Closing,2026-07-13 23:56:18,brittany.rose019@commerce.example.com
,2026-07-29,AED,SGD,0.6419744239,ECB,Closing,2026-07-29 14:31:49,alyssa.richards002@commerce.example.com
,2026-07-19,BRL,AED,0.5576216911,Internal FX,Daily,2026-07-19 23:52:46,christine.carter078@commerce.example.com
,2026-07-05,SGD,MXN,2.2610334843,ECB,Spot,2026-07-05 08:04:07,tammy.smith009@platform.example.com
,2026-07-17,AED,AUD,1.2038924114,ECB,Spot,2026-07-17 23:45:21,jennifer.hudson020@analytics.example.com
,2026-07-04,BRL,AED,1.1301766501,Internal FX,Spot,2026-07-04 18:30:48,tammy.smith009@platform.example.com
,2026-07-07,MXN,BRL,0.9288743418,Bloomberg,Daily,2026-07-07 11:37:55,kevin.mathews014@analytics.example.com
,2026-07-20,EUR,SGD,1.7423880982,Reuters,Daily,2026-07-20 10:30:56,carol.bonilla067@analytics.example.com
,2026-07-22,SGD,JPY,1.268723966,Reuters,Closing,2026-07-22 20:03:13,lance.williams029@platform.example.com
,2026-07-21,AUD,JPY,1.3056479447,Internal FX,Spot,2026-07-21 06:54:06,susan.rice083@commerce.example.com
,2026-07-16,JPY,BRL,2.6169015027,Bloomberg,Closing,2026-07-16 05:15:33,curtis.williams033@dataops.example.com
,2026-07-03,MXN,AUD,0.9933737355,Reuters,Spot,2026-07-03 07:52:24,jennifer.shepherd015@analytics.example.com
,2026-07-26,SGD,BRL,4.0048514843,Internal FX,Daily,2026-07-26 11:15:33,brandi.carter038@dataops.example.com
,2026-07-14,USD,SGD,4.4414655853,ECB,Daily,2026-07-14 12:07:14,stephen.clark001@analytics.example.com
,2026-07-02,CAD,MXN,0.8190787405,ECB,Spot,2026-07-02 00:25:41,oscar.owens072@analytics.example.com
,2026-07-01,SGD,INR,0.9858464285,Reuters,Daily,2026-07-01 07:08:20,kevin.mathews014@analytics.example.com
,2026-07-12,EUR,AED,0.549682593,ECB,Closing,2026-07-12 13:59:25,brittany.rose019@commerce.example.com
,2026-07-14,JPY,SGD,0.2578657962,Reuters,Closing,2026-07-14 06:21:57,nancy.gross008@dataops.example.com
,2026-07-02,BRL,MXN,4.6619019593,Bloomberg,Spot,2026-07-02 17:11:56,jennifer.yu037@dataops.example.com
,2026-07-07,JPY,CAD,0.8335188041,Reuters,Closing,2026-07-07 07:59:06,jennifer.atkins003@platform.example.com
,2026-07-26,JPY,USD,0.6857157503,ECB,Spot,2026-07-26 14:00:10,samantha.villa073@commerce.example.com
,2026-07-06,SGD,MXN,0.5181875051,Bloomberg,Closing,2026-07-06 17:39:08,shawn.baxter004@dataops.example.com
,2026-07-21,USD,AUD,1.6987967391,Bloomberg,Spot,2026-07-21 20:47:26,brian.banks011@platform.example.com
,2026-07-06,USD,INR,3.0810001592,Internal FX,Closing,2026-07-06 17:41:50,victoria.medina044@dataops.example.com
,2026-07-27,GBP,SGD,3.7412090116,Internal FX,Closing,2026-07-27 05:53:05,micheal.hall064@dataops.example.com
,2026-07-21,JPY,USD,0.5283754173,Reuters,Spot,2026-07-21 12:33:27,brandi.carter038@dataops.example.com
,2026-07-11,SGD,BRL,1.4242059168,Bloomberg,Spot,2026-07-11 08:20:15,joseph.johnson049@dataops.example.com
,2026-07-19,GBP,USD,0.6682928775,Internal FX,Daily,2026-07-19 15:20:09,susan.rice083@commerce.example.com
,2026-07-05,BRL,AUD,0.2883229652,Reuters,Spot,2026-07-05 06:02:24,lance.williams029@platform.example.com
,2026-07-30,SGD,CAD,1.5331148789,Bloomberg,Spot,2026-07-30 00:08:04,michael.berger060@platform.example.com
,2026-07-07,INR,BRL,1.1828270299,Internal FX,Spot,2026-07-07 07:47:20,jeffery.miller012@commerce.example.com
,2026-07-03,INR,JPY,1.8720458511,Bloomberg,Daily,2026-07-03 02:11:01,alyssa.richards002@commerce.example.com
,2026-07-03,INR,JPY,0.4928196214,Reuters,Closing,2026-07-03 07:34:01,jason.franklin045@dataops.example.com
,2026-07-13,CAD,INR,3.407641246,Internal FX,Closing,2026-07-13 19:49:56,kelsey.taylor010@platform.example.com
,2026-07-04,JPY,BRL,3.2905290321,ECB,Closing,2026-07-04 07:35:28,rebecca.white032@dataops.example.com
,2026-07-16,SGD,JPY,1.4943758661,Internal FX,Spot,2026-07-16 02:01:33,katelyn.pitts017@commerce.example.com
,2026-07-04,MXN,USD,1.5196811925,Internal FX,Spot,2026-07-04 10:03:55,rachel.hall062@platform.example.com
,2026-07-31,USD,INR,1.3251377734,ECB,Closing,2026-07-31 06:53:12,jimmy.washington028@commerce.example.com
,2026-07-13,SGD,INR,2.764406521,Reuters,Closing,2026-07-13 04:00:40,raymond.pineda079@platform.example.com
,2026-07-13,MXN,GBP,0.3191199823,Reuters,Daily,2026-07-13 13:55:39,anita.garcia021@dataops.example.com
,2026-07-26,AED,INR,1.8065849742,ECB,Daily,2026-07-26 18:20:34,sandra.hunter036@platform.example.com
,2026-07-13,EUR,SGD,0.8175684593,Internal FX,Spot,2026-07-13 22:36:50,kathleen.white007@analytics.example.com
,2026-07-14,BRL,CAD,0.9046611422,Reuters,Daily,2026-07-14 17:44:08,kevin.mathews014@analytics.example.com
,2026-07-24,CAD,GBP,3.0747243915,Internal FX,Daily,2026-07-24 17:06:55,richard.bradshaw051@platform.example.com
,2026-07-08,AUD,USD,1.848752561,Bloomberg,Daily,2026-07-08 05:25:15,jennifer.bauer068@analytics.example.com
,2026-07-29,BRL,USD,0.795290283,Reuters,Daily,2026-07-29 12:10:30,kimberly.harmon088@commerce.example.com
,2026-07-25,BRL,USD,0.9117136797,Reuters,Closing,2026-07-25 02:00:44,arthur.ortiz082@platform.example.com
,2026-07-01,JPY,SGD,0.5825869609,Reuters,Daily,2026-07-01 00:13:48,stephen.jordan063@commerce.example.com
,2026-07-04,EUR,USD,0.3482256104,Bloomberg,Closing,2026-07-04 02:36:16,tara.hansen055@dataops.example.com
,2026-07-04,AUD,USD,1.2035568703,Bloomberg,Spot,2026-07-04 18:46:11,brittany.barber031@commerce.example.com
,2026-07-16,AUD,JPY,1.0180384393,Reuters,Closing,2026-07-16 08:19:06,rachel.hall062@platform.example.com
,2026-07-05,AUD,MXN,0.7157764782,Bloomberg,Closing,2026-07-05 12:30:28,sandra.hunter036@platform.example.com
,2026-07-29,CAD,JPY,1.4134185442,Bloomberg,Closing,2026-07-29 09:53:10,kelsey.taylor010@platform.example.com
,2026-07-17,GBP,MXN,0.8890179309,Reuters,Closing,2026-07-17 14:15:02,curtis.williams033@dataops.example.com
,2026-07-16,USD,SGD,1.0464047658,Internal FX,Daily,2026-07-16 21:37:04,jennifer.yu037@dataops.example.com
,2026-07-28,EUR,SGD,2.2853504896,ECB,Daily,2026-07-28 09:38:55,brandi.carter038@dataops.example.com
,2026-07-09,JPY,USD,5.1947578896,Reuters,Spot,2026-07-09 12:40:50,brian.banks011@platform.example.com
