customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
1397609,CUST-0001397609,Bonnie,Green,Female,1987-01-19,37,35-44,bonnie.green.1397609@gmail.com,India,IND,Asia,Southern Asia,Byrdmouth,Maryland,41589,INR,Premium,Organic,2024-10-19,Inactive,true,2024-10-19 00:00:00,,true,CRM,2024-10-19 07:48:58,2024-10-19 00:43:17,tina.williams074@commerce.example.com
1397610,CUST-0001397610,Jonathan,Smith,Prefer not to say,2000-01-08,24,18-24,jonathan.smith.1397610@hotmail.com,United States,USA,North America,Northern America,Lake Jorgeport,New Mexico,46566,USD,New,Organic,2024-10-02,Active,false,2024-10-02 00:00:00,,true,Web,2024-10-02 19:06:18,2024-10-02 09:08:45,eric.mullen052@dataops.example.com
1397611,CUST-0001397611,John,Richardson,Prefer not to say,1999-06-22,25,25-34,john.richardson.1397611@gmail.com,Canada,CAN,North America,Northern America,Port Christopher,Connecticut,02207,CAD,New,Organic,2024-10-27,Active,true,2024-10-27 00:00:00,,true,Marketplace,2024-10-27 19:59:37,2024-10-27 16:12:56,nicholas.wilson027@analytics.example.com
1397612,CUST-0001397612,Robin,Meadows,Prefer not to say,2005-09-17,19,18-24,robin.meadows.1397612@yahoo.com,France,FRA,Europe,Western Europe,Jessicachester,Connecticut,64105,EUR,Occasional,Organic,2024-10-26,Inactive,false,2024-10-26 00:00:00,,true,Mobile,2024-10-26 06:08:30,2024-10-26 12:41:50,jimmy.washington028@commerce.example.com
1397613,CUST-0001397613,Paul,Patterson,Female,2000-01-28,24,18-24,paul.patterson.1397613@gmail.com,Canada,CAN,North America,Northern America,East Michael,Wisconsin,81214,CAD,Regular,Direct,2024-10-16,Inactive,true,2024-10-16 00:00:00,,true,Marketplace,2024-10-16 12:32:28,2024-10-16 23:48:57,curtis.williams033@dataops.example.com
1397614,CUST-0001397614,Steven,Jackson,Female,1963-12-21,60,55-64,steven.jackson.1397614@gmail.com,Australia,AUS,Oceania,Australia and New Zealand,New Phillip,Washington,60058,AUD,Occasional,Direct,2024-10-15,Active,true,2024-10-15 00:00:00,,true,Marketplace,2024-10-15 00:45:02,2024-10-15 08:04:27,katelyn.pitts017@commerce.example.com
1397615,CUST-0001397615,Rickey,Mason,Male,1941-06-05,83,65+,rickey.mason.1397615@gmail.com,Spain,ESP,Europe,Southern Europe,Jessechester,Connecticut,92474,EUR,Occasional,Paid Search,2024-10-22,Active,false,2024-10-22 00:00:00,,true,CRM,2024-10-22 18:55:52,2024-10-22 10:47:13,ryan.steele043@commerce.example.com
1397616,CUST-0001397616,Gloria,Luna,Male,1969-01-29,55,55-64,gloria.luna.1397616@yahoo.com,Mexico,MEX,North America,Central America,West Stephanie,Iowa,05555,MXN,Regular,Social,2024-10-21,Active,true,2024-10-21 00:00:00,,true,Marketplace,2024-10-21 13:49:02,2024-10-21 23:34:03,oscar.owens072@analytics.example.com
1397617,CUST-0001397617,Joshua,Smith,Non-binary,1958-01-09,66,65+,joshua.smith.1397617@yahoo.com,Netherlands,NLD,Europe,Western Europe,Lindseymouth,Wyoming,14962,EUR,Occasional,Social,2024-10-23,Active,true,2024-10-23 00:00:00,,true,CRM,2024-10-23 02:29:06,2024-10-23 17:36:15,yolanda.vasquez005@platform.example.com
1397618,CUST-0001397618,Eric,Jones,Prefer not to say,1946-02-19,78,65+,eric.jones.1397618@yahoo.com,Japan,JPN,Asia,Eastern Asia,Garciahaven,Connecticut,55160,JPY,Regular,Paid Search,2024-10-19,Active,true,2024-10-19 00:00:00,,true,Mobile,2024-10-19 12:00:01,2024-10-19 01:53:42,tina.williams074@commerce.example.com
