geography_id,region_name,sub_region_name,country_name,country_code,currency_code,currency_name,currency_symbol,timezone,created_at,created_by
1,North America,Northern America,United States,USA,USD,US Dollar,$,Europe/Minsk,2020-12-13 20:36:33,michael.berger060@platform.example.com
2,North America,Northern America,Canada,CAN,CAD,Canadian Dollar,C$,America/Guatemala,2020-12-21 20:40:41,michael.johnson061@platform.example.com
3,Europe,Northern Europe,United Kingdom,GBR,GBP,Pound Sterling,£,Europe/Malta,2020-12-11 12:40:28,victor.palmer071@platform.example.com
4,Europe,Western Europe,Germany,DEU,EUR,Euro,€,Europe/Vilnius,2020-12-15 22:00:47,micheal.chen050@dataops.example.com
5,Europe,Western Europe,France,FRA,EUR,Euro,€,Asia/Rangoon,2020-12-19 14:11:02,michael.berger060@platform.example.com
6,Europe,Southern Europe,Spain,ESP,EUR,Euro,€,Asia/Tbilisi,2020-12-20 08:11:49,lance.williams029@platform.example.com
7,Europe,Southern Europe,Italy,ITA,EUR,Euro,€,Pacific/Truk,2020-12-11 13:53:00,megan.cunningham013@commerce.example.com
8,Europe,Western Europe,Netherlands,NLD,EUR,Euro,€,Europe/Chisinau,2020-12-30 23:18:46,james.proctor094@dataops.example.com
9,Oceania,Australia and New Zealand,Australia,AUS,AUD,Australian Dollar,A$,Asia/Riyadh,2020-12-12 03:01:51,brandi.carter038@dataops.example.com
10,Asia,Eastern Asia,Japan,JPN,JPY,Japanese Yen,¥,Atlantic/Cape_Verde,2020-12-22 13:29:11,susan.rice083@commerce.example.com
11,Asia,South-eastern Asia,Singapore,SGP,SGD,Singapore Dollar,S$,Africa/Kigali,2020-12-26 10:20:30,jennifer.bauer068@analytics.example.com
12,Asia,Southern Asia,India,IND,INR,Indian Rupee,₹,Africa/Douala,2020-12-02 10:33:37,andrea.cummings039@platform.example.com
13,Asia,Western Asia,United Arab Emirates,ARE,AED,UAE Dirham,د.إ,Pacific/Apia,2020-12-07 15:17:50,john.mullins109@commerce.example.com
14,South America,South America,Brazil,BRA,BRL,Brazilian Real,R$,America/El_Salvador,2020-12-05 02:22:52,jennifer.hudson020@analytics.example.com
15,North America,Central America,Mexico,MEX,MXN,Mexican Peso,MX$,Africa/Nouakchott,2020-12-07 03:43:34,james.proctor094@dataops.example.com
