shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202010-0000000000,ORD-202010-0000002301,WH-00030,SGP,Oceania,Australia Post,Same Day,Delivered,2020-10-12 10:27:03,2020-10-14,2020-10-20 11:27:03,1,France,2020-10-12 10:27:03,michael.berger060@platform.example.com
,SHP-202010-0000000001,ORD-202010-0000001916,WH-00136,FRA,Europe,Royal Mail,Standard,In Transit,2020-10-07 16:40:11,2020-10-09,,1,India,2020-10-07 16:40:11,timothy.cannon081@analytics.example.com
,SHP-202010-0000000002,ORD-202010-0000000054,WH-00153,DEU,Asia,Royal Mail,Pickup,Delivered,2020-10-23 14:01:40,2020-11-02,2020-10-31 23:01:40,1,France,2020-10-23 14:01:40,timothy.cameron104@commerce.example.com
,SHP-202010-0000000003,ORD-202010-0000000244,WH-00121,AUS,Europe,Royal Mail,Express,Delivered,2020-10-15 00:19:07,2020-10-25,2020-10-22 01:19:07,1,Italy,2020-10-15 00:19:07,jennifer.hudson020@analytics.example.com
,SHP-202010-0000000004,ORD-202010-0000002710,WH-00110,MEX,Europe,UPS,Pickup,Delivered,2020-10-04 02:31:16,2020-10-14,2020-10-06 09:31:16,1,Netherlands,2020-10-04 02:31:16,jennifer.hudson020@analytics.example.com
,SHP-202010-0000000005,ORD-202010-0000003026,WH-00085,NLD,Oceania,USPS,Economy,Delivered,2020-10-17 09:22:26,2020-10-24,2020-10-30 11:22:26,1,Spain,2020-10-17 09:22:26,jennifer.bauer068@analytics.example.com
,SHP-202010-0000000006,ORD-202010-0000003035,WH-00003,NLD,Europe,FedEx,Same Day,Delivered,2020-10-13 17:26:21,2020-10-19,2020-10-24 04:26:21,1,Germany,2020-10-13 17:26:21,jennifer.hudson020@analytics.example.com
,SHP-202010-0000000007,ORD-202010-0000003550,WH-00024,ITA,Asia,FedEx,Standard,Delivered,2020-10-30 10:16:08,2020-11-02,2020-11-08 13:16:08,3,United States,2020-10-30 10:16:08,victor.palmer071@platform.example.com
,SHP-202010-0000000008,ORD-202010-0000002068,WH-00145,USA,Europe,DHL,Express,Delivered,2020-10-12 15:55:12,2020-10-15,2020-10-21 22:55:12,1,Italy,2020-10-12 15:55:12,micheal.chen050@dataops.example.com
,SHP-202010-0000000009,ORD-202010-0000003978,WH-00127,BRA,Europe,FedEx,Pickup,Delayed,2020-10-10 02:42:33,2020-10-14,,1,United Arab Emirates,2020-10-10 02:42:33,tina.williams074@commerce.example.com
