exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2021-01-07,AED,AUD,0.4748743086,Bloomberg,Spot,2021-01-07 13:43:45,michael.johnson061@platform.example.com
,2021-01-30,CAD,EUR,0.8455930407,Internal FX,Spot,2021-01-30 20:06:14,jennifer.bauer068@analytics.example.com
,2021-01-30,SGD,JPY,3.3945911995,Bloomberg,Daily,2021-01-30 17:43:22,jason.franklin045@dataops.example.com
,2021-01-16,AUD,MXN,0.6037357481,Internal FX,Spot,2021-01-16 09:07:00,adam.gordon030@commerce.example.com
,2021-01-02,CAD,BRL,0.5540914537,Internal FX,Closing,2021-01-02 22:38:07,michael.johnson061@platform.example.com
,2021-01-11,BRL,INR,0.5418048972,Internal FX,Daily,2021-01-11 14:16:06,taylor.cunningham023@commerce.example.com
,2021-01-31,SGD,JPY,0.7450054937,Reuters,Daily,2021-01-31 04:40:41,micheal.hall064@dataops.example.com
,2021-01-26,GBP,SGD,1.2000053487,Internal FX,Closing,2021-01-26 09:31:15,alyssa.richards002@commerce.example.com
,2021-01-24,AED,AUD,0.5645735952,Reuters,Daily,2021-01-24 10:44:33,peter.martinez098@platform.example.com
,2021-01-24,CAD,MXN,2.1045405663,ECB,Daily,2021-01-24 03:42:38,stephen.daniels076@commerce.example.com
,2021-01-25,AED,CAD,0.8990490609,Internal FX,Closing,2021-01-25 12:17:04,tiffany.freeman101@analytics.example.com
,2021-01-26,JPY,USD,1.0223074774,Bloomberg,Spot,2021-01-26 02:29:06,michelle.bender024@analytics.example.com
,2021-01-01,MXN,SGD,0.3337128122,Bloomberg,Daily,2021-01-01 06:33:06,ryan.steele043@commerce.example.com
,2021-01-28,INR,GBP,0.2117491358,Bloomberg,Closing,2021-01-28 16:47:42,lance.williams029@platform.example.com
,2021-01-21,GBP,SGD,0.2499865448,Reuters,Daily,2021-01-21 17:15:07,eric.mullen052@dataops.example.com
,2021-01-11,USD,AUD,1.8427407687,ECB,Spot,2021-01-11 12:56:13,megan.cunningham013@commerce.example.com
,2021-01-08,JPY,GBP,1.1344027973,Internal FX,Closing,2021-01-08 16:37:51,susan.rice083@commerce.example.com
,2021-01-25,SGD,INR,0.6387947367,Internal FX,Closing,2021-01-25 22:49:45,adam.gordon030@commerce.example.com
,2021-01-30,USD,AED,0.5193613824,Bloomberg,Closing,2021-01-30 02:25:09,david.cabrera119@dataops.example.com
,2021-01-27,MXN,GBP,0.5379431779,ECB,Closing,2021-01-27 04:09:39,eric.mullen052@dataops.example.com
,2021-01-15,INR,MXN,1.8402287091,ECB,Spot,2021-01-15 23:51:28,joseph.johnson049@dataops.example.com
,2021-01-16,SGD,JPY,1.1712596802,Internal FX,Daily,2021-01-16 18:17:25,timothy.cameron104@commerce.example.com
,2021-01-02,GBP,USD,0.3601920796,Bloomberg,Closing,2021-01-02 12:21:04,micheal.chen050@dataops.example.com
,2021-01-09,JPY,USD,1.1652700368,Reuters,Spot,2021-01-09 07:27:33,michael.berger060@platform.example.com
,2021-01-07,USD,MXN,1.7670587726,ECB,Daily,2021-01-07 09:47:44,micheal.chen050@dataops.example.com
,2021-01-18,AUD,INR,0.7125947134,Internal FX,Daily,2021-01-18 23:19:26,joseph.johnson049@dataops.example.com
,2021-01-19,CAD,SGD,0.5113803881,Bloomberg,Closing,2021-01-19 07:03:23,kelsey.taylor010@platform.example.com
,2021-01-23,INR,JPY,1.8583468579,Reuters,Spot,2021-01-23 13:34:24,jennifer.hudson020@analytics.example.com
,2021-01-19,USD,INR,1.1895188533,Bloomberg,Spot,2021-01-19 22:35:28,tiffany.freeman101@analytics.example.com
