product_record_id,product_id,parent_product_id,product_title,brand,category_level_1,category_level_2,category_level_3,category_level_4,product_type,seller_id,country_of_sale,country_code,local_currency,base_price_local,cost_local,discount_percentage,tax_percentage,product_rating,review_count,product_status,stock_quantity,product_launch_date,effective_from,effective_to,is_current,created_at,updated_at,created_by
1209190,PROD-0001209190,PARENT-0000804560,Across Deep Lighting,"Castillo, Andrews and Summers",Home,Lighting,Pro,Popular,Standard,SELL-00493771,Brazil,AUS,AUD,816.27,494.61,34.61,12.58,4.07,13,Active,418,2026-08-22,2026-08-22 00:00:00,,true,2026-08-22 14:40:11,2026-08-22 04:18:39,andrea.cummings039@platform.example.com
1209191,PROD-0001209191,PARENT-0000680431,Clearly Also Furniture,Taylor LLC,Home,Furniture,Pro,Popular,Subscription,SELL-00489037,Australia,ARE,JPY,309.85,207.17,2.77,0.07,4.41,33,Active,631,2026-08-05,2026-08-05 00:00:00,,true,2026-08-05 06:27:36,2026-08-05 12:23:25,stephen.jordan063@commerce.example.com
1209192,PROD-0001209192,PARENT-0000874578,More War Phones,Ross Group,Electronics,Phones,Standard,Popular,Subscription,SELL-00493238,Singapore,DEU,AUD,1208.03,828.7,0.23,15.49,3.88,317,Active,701,2026-08-14,2026-08-14 00:00:00,,true,2026-08-14 08:48:51,2026-08-14 07:21:42,yolanda.vasquez005@platform.example.com
1209193,PROD-0001209193,PARENT-0000819991,Treat Investment Storage,Collins PLC,Home,Storage,Limited,Seasonal,Bundle,SELL-00492936,Japan,IND,CAD,944.4,439.34,32.23,23.25,4.66,66,Active,292,2026-08-10,2026-08-10 00:00:00,,true,2026-08-10 22:21:22,2026-08-10 08:04:39,victoria.medina044@dataops.example.com
1209194,PROD-0001209194,PARENT-0000981707,Raise Director Accessories,Powell-Drake,Fashion,Accessories,Premium,Seasonal,Subscription,SELL-00495238,India,FRA,SGD,2355.19,1184.96,1.6,5.32,4.51,256,Active,358,2026-08-01,2026-08-01 00:00:00,,true,2026-08-01 11:43:00,2026-08-01 02:50:03,rachel.hall062@platform.example.com
1209195,PROD-0001209195,PARENT-0000683316,Against Reach Haircare,Harrell Inc,Beauty,Haircare,Premium,New,Subscription,SELL-00491890,United Arab Emirates,GBR,SGD,386.95,258.59,8.69,8.29,3.96,136,Active,84,2026-08-17,2026-08-17 00:00:00,,true,2026-08-17 14:48:30,2026-08-17 19:05:17,kelsey.taylor010@platform.example.com
1209196,PROD-0001209196,PARENT-0000085308,Responsibility Girl Non-fiction,"Mcconnell, Murray and Proctor",Books,Non-fiction,Limited,Seasonal,Bundle,SELL-00491618,Singapore,MEX,MXN,842.06,573.72,25.9,23.59,4.81,39,Active,483,2026-08-31,2026-08-31 00:00:00,,true,2026-08-31 20:21:24,2026-08-31 20:50:33,yolanda.vasquez005@platform.example.com
1209197,PROD-0001209197,PARENT-0000200622,Unit Moment Women,"Robinson, Mills and Carlson",Fashion,Women,Standard,Bundle,Standard,SELL-00495178,France,DEU,BRL,1324.24,847.27,18.65,19.21,3.6,21,Active,449,2026-08-17,2026-08-17 00:00:00,,true,2026-08-17 08:44:35,2026-08-17 21:07:45,jennifer.erickson018@platform.example.com
1209198,PROD-0001209198,PARENT-0000769120,Lot Race Fragrance,Lawrence-Nelson,Beauty,Fragrance,Limited,Classic,Bundle,SELL-00494138,Netherlands,SGP,AED,1308.77,983.69,31.34,2.46,4.7,15,Active,550,2026-08-22,2026-08-22 00:00:00,,true,2026-08-22 20:21:28,2026-08-22 19:14:51,andrea.cummings039@platform.example.com
1209199,PROD-0001209199,PARENT-0000474306,Section Kid Storage,"Wu, Wilson and Carpenter",Home,Storage,Standard,Bundle,Standard,SELL-00491191,United States,MEX,AUD,2340.3,1456.45,18.23,10.98,3.65,1,Active,0,2026-08-13,2026-08-13 00:00:00,,true,2026-08-13 17:41:16,2026-08-13 19:21:57,andrea.cummings039@platform.example.com
