order_item_record_id,order_item_id,order_id,product_id,seller_id,quantity,unit_price_local,discount_local,tax_local,item_total_local,local_currency,country_code,region_name,fulfillment_type,return_flag,return_quantity,refund_amount_local,created_at,created_by
,ITEM-202204-000000000000,ORD-202204-0000012015,PROD-0000306072,SELL-00125654,4,363.39,180.56,268.39,1541.39,MXN,ESP,Oceania,Dropship,false,0,0,2022-04-16 00:47:57,christine.carter078@commerce.example.com
,ITEM-202204-000000000001,ORD-202204-0000009198,PROD-0000310715,SELL-00127671,1,1029.18,10.9,65.86,1084.14,USD,DEU,Europe,Seller Fulfilled,true,1,0,2022-04-20 02:07:17,adam.gordon030@commerce.example.com
,ITEM-202204-000000000002,ORD-202204-0000003695,PROD-0000312164,SELL-00124091,1,784.27,20.04,151.22,915.45,BRL,GBR,North America,Seller Fulfilled,false,1,0,2022-04-03 00:29:50,eric.horton058@analytics.example.com
,ITEM-202204-000000000003,ORD-202204-0000015740,PROD-0000304252,SELL-00126356,6,698.4,114.95,461.47,4536.92,BRL,ITA,Asia,Dropship,false,0,0,2022-04-04 10:41:46,victor.palmer071@platform.example.com
,ITEM-202204-000000000004,ORD-202204-0000013938,PROD-0000304153,SELL-00123929,3,1083.63,134.04,450.78,3567.63,AUD,MEX,North America,Dropship,false,0,0,2022-04-26 23:03:44,lisa.kim091@platform.example.com
,ITEM-202204-000000000005,ORD-202204-0000008973,PROD-0000310839,SELL-00124255,1,1078.51,152.48,133.96,1059.99,BRL,IND,Asia,Platform Fulfilled,false,0,0,2022-04-27 00:57:24,stephen.clark001@analytics.example.com
,ITEM-202204-000000000006,ORD-202204-0000010218,PROD-0000308627,SELL-00123188,6,1011.67,308.83,870.31,6631.5,AED,AUS,Asia,Seller Fulfilled,false,0,0,2022-04-27 07:09:15,micheal.hall064@dataops.example.com
,ITEM-202204-000000000007,ORD-202204-0000010085,PROD-0000308390,SELL-00127086,3,1045.75,81.08,352.15,3408.32,JPY,BRA,Europe,Dropship,false,0,0,2022-04-07 11:25:24,david.cabrera119@dataops.example.com
,ITEM-202204-000000000008,ORD-202204-0000000621,PROD-0000302292,SELL-00127704,6,905.88,336.38,841.14,5940.04,INR,CAN,Oceania,Platform Fulfilled,false,0,0,2022-04-13 13:19:15,jennifer.bauer068@analytics.example.com
,ITEM-202204-000000000009,ORD-202204-0000008775,PROD-0000305851,SELL-00123909,3,1103.59,500.98,280.91,3090.7,SGD,MEX,Europe,Seller Fulfilled,false,0,0,2022-04-13 06:18:50,stephen.clark001@analytics.example.com
