exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2026-08-01,MXN,AUD,0.2672598277,Bloomberg,Closing,2026-08-01 11:29:28,ashley.marks069@commerce.example.com
,2026-08-29,GBP,MXN,1.0532466654,ECB,Spot,2026-08-29 14:06:21,tammy.smith009@platform.example.com
,2026-08-04,MXN,SGD,0.4556725238,Reuters,Closing,2026-08-04 09:14:41,crystal.smith022@platform.example.com
,2026-08-12,BRL,GBP,1.6702768243,ECB,Closing,2026-08-12 13:35:23,raymond.pineda079@platform.example.com
,2026-08-27,MXN,BRL,1.1788089469,ECB,Spot,2026-08-27 08:53:06,russell.miller054@platform.example.com
,2026-08-13,INR,SGD,1.0776120073,Internal FX,Spot,2026-08-13 10:07:23,eric.horton058@analytics.example.com
,2026-08-24,INR,MXN,1.2579623861,Internal FX,Spot,2026-08-24 18:50:01,rachel.hall062@platform.example.com
,2026-08-22,JPY,BRL,0.848421456,Bloomberg,Spot,2026-08-22 06:43:55,micheal.chen050@dataops.example.com
,2026-08-28,CAD,GBP,1.0676778259,Bloomberg,Closing,2026-08-28 17:05:47,samantha.villa073@commerce.example.com
,2026-08-29,EUR,MXN,1.1421319036,Internal FX,Closing,2026-08-29 18:57:07,darren.anderson025@dataops.example.com
,2026-08-22,SGD,AED,0.151505173,Internal FX,Spot,2026-08-22 17:42:14,yolanda.vasquez005@platform.example.com
,2026-08-09,GBP,EUR,0.4735539404,Internal FX,Daily,2026-08-09 11:34:47,christine.johnson056@commerce.example.com
,2026-08-09,MXN,USD,0.5088770891,ECB,Daily,2026-08-09 02:21:50,maria.ashley046@analytics.example.com
,2026-08-13,JPY,SGD,0.9572984792,Reuters,Spot,2026-08-13 19:07:00,maria.ashley046@analytics.example.com
,2026-08-31,AUD,GBP,3.032296741,ECB,Daily,2026-08-31 14:44:58,victor.palmer071@platform.example.com
,2026-08-31,USD,AED,4.4650006658,Reuters,Daily,2026-08-31 06:23:28,shawn.baxter004@dataops.example.com
,2026-08-05,EUR,INR,1.2826148144,Bloomberg,Closing,2026-08-05 19:09:06,michael.johnson061@platform.example.com
,2026-08-04,JPY,BRL,1.33992703,Internal FX,Closing,2026-08-04 04:52:57,russell.miller054@platform.example.com
,2026-08-18,BRL,GBP,2.189608158,Bloomberg,Closing,2026-08-18 18:04:16,oscar.owens072@analytics.example.com
,2026-08-12,BRL,EUR,0.6098802554,Reuters,Daily,2026-08-12 18:27:39,joseph.griffin070@analytics.example.com
,2026-08-26,BRL,AED,0.7601090085,Bloomberg,Closing,2026-08-26 07:04:16,lance.williams029@platform.example.com
,2026-08-11,JPY,INR,3.4404275762,ECB,Daily,2026-08-11 02:19:15,chelsea.patel065@commerce.example.com
,2026-08-19,CAD,AED,1.4213429689,Reuters,Closing,2026-08-19 12:08:27,adam.gordon030@commerce.example.com
,2026-08-03,JPY,AUD,0.9251086114,Bloomberg,Spot,2026-08-03 04:50:53,oscar.owens072@analytics.example.com
,2026-08-07,MXN,EUR,1.3989252767,ECB,Spot,2026-08-07 18:06:37,crystal.smith022@platform.example.com
,2026-08-24,USD,AUD,1.2875684294,Bloomberg,Spot,2026-08-24 12:33:01,curtis.williams033@dataops.example.com
,2026-08-05,MXN,SGD,5.1344086926,Bloomberg,Closing,2026-08-05 03:04:18,kelsey.taylor010@platform.example.com
,2026-08-31,USD,SGD,0.6159474951,Bloomberg,Daily,2026-08-31 06:02:11,jack.smith053@analytics.example.com
,2026-08-17,MXN,EUR,2.0998681854,Internal FX,Closing,2026-08-17 05:20:03,elizabeth.mullins042@platform.example.com
,2026-08-09,BRL,USD,0.3158720578,Internal FX,Closing,2026-08-09 23:21:44,raymond.davis085@analytics.example.com
,2026-08-19,AUD,INR,2.4631159472,Reuters,Closing,2026-08-19 17:48:06,jennifer.atkins003@platform.example.com
