customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
27651,CUST-0000027651,Kimberly,Garcia,Male,1952-01-27,68,65+,kimberly.garcia.27651@gmail.com,India,IND,Asia,Southern Asia,South Robertville,Hawaii,80296,INR,Occasional,Organic,2020-03-23,Active,false,2020-03-23 00:00:00,,true,Web,2020-03-23 11:01:57,2020-03-23 11:25:31,tina.williams074@commerce.example.com
27652,CUST-0000027652,Heather,Parker,Non-binary,1985-10-27,34,25-34,heather.parker.27652@hotmail.com,India,IND,Asia,Southern Asia,Jennaland,Maine,11050,INR,Regular,Organic,2020-03-21,Active,false,2020-03-21 00:00:00,,true,Marketplace,2020-03-21 21:20:18,2020-03-21 21:16:12,megan.cunningham013@commerce.example.com
27653,CUST-0000027653,Sarah,Williams,Male,1952-03-24,68,65+,sarah.williams.27653@gmail.com,Japan,JPN,Asia,Eastern Asia,Perezbury,Pennsylvania,23212,JPY,Occasional,Organic,2020-03-31,Active,true,2020-03-31 00:00:00,,true,Web,2020-03-31 23:10:00,2020-03-31 23:54:58,michelle.bender024@analytics.example.com
27654,CUST-0000027654,George,Bush,Female,1988-09-19,31,25-34,george.bush.27654@gmail.com,India,IND,Asia,Southern Asia,Tiffanytown,Washington,77534,INR,Premium,Direct,2020-03-09,Active,false,2020-03-09 00:00:00,,true,Marketplace,2020-03-09 17:07:47,2020-03-09 21:59:31,david.cabrera119@dataops.example.com
27655,CUST-0000027655,Robert,King,Non-binary,1963-04-08,56,55-64,robert.king.27655@hotmail.com,France,FRA,Europe,Western Europe,Lake Christian,Maine,43728,EUR,New,Direct,2020-03-29,Active,true,2020-03-29 00:00:00,,true,Marketplace,2020-03-29 11:42:36,2020-03-29 08:46:54,kelsey.taylor010@platform.example.com
27656,CUST-0000027656,Patricia,Gomez,Prefer not to say,1983-07-07,36,35-44,patricia.gomez.27656@hotmail.com,Italy,ITA,Europe,Southern Europe,Davistown,Louisiana,92577,EUR,Regular,Referral,2020-03-02,Active,false,2020-03-02 00:00:00,,true,Web,2020-03-02 21:29:42,2020-03-02 17:10:59,kelsey.taylor010@platform.example.com
27657,CUST-0000027657,Madison,Miller,Female,1997-09-08,22,18-24,madison.miller.27657@gmail.com,Canada,CAN,North America,Northern America,West Noah,Idaho,33634,CAD,Regular,Referral,2020-03-30,Inactive,false,2020-03-30 00:00:00,,true,Web,2020-03-30 23:41:27,2020-03-30 05:33:07,joseph.johnson049@dataops.example.com
27658,CUST-0000027658,Tamara,Peck,Non-binary,1974-10-07,45,45-54,tamara.peck.27658@yahoo.com,Mexico,MEX,North America,Central America,Port Krystal,Virginia,31037,MXN,Regular,Social,2020-03-17,Active,true,2020-03-17 00:00:00,,true,Web,2020-03-17 07:36:07,2020-03-17 23:08:42,brandi.carter038@dataops.example.com
27659,CUST-0000027659,Scott,Ibarra,Female,1991-08-22,28,25-34,scott.ibarra.27659@gmail.com,India,IND,Asia,Southern Asia,Brandonfurt,North Dakota,93384,INR,Regular,Organic,2020-03-10,Active,true,2020-03-10 00:00:00,,true,Mobile,2020-03-10 11:00:53,2020-03-10 00:22:09,micheal.chen050@dataops.example.com
27660,CUST-0000027660,Rebecca,Cooper,Female,1978-02-08,42,35-44,rebecca.cooper.27660@hotmail.com,United States,USA,North America,Northern America,New Robert,Illinois,02931,USD,Regular,Organic,2020-03-22,Active,true,2020-03-22 00:00:00,,true,Marketplace,2020-03-22 09:53:23,2020-03-22 00:10:57,andrea.cummings039@platform.example.com
27661,CUST-0000027661,Dominique,Castillo,Female,1991-04-13,28,25-34,dominique.castillo.27661@hotmail.com,Netherlands,NLD,Europe,Western Europe,Daviston,Ohio,73287,EUR,Regular,Paid Search,2020-03-11,Active,true,2020-03-11 00:00:00,,true,Marketplace,2020-03-11 16:40:03,2020-03-11 02:38:22,maria.ashley046@analytics.example.com
