session_record_id,session_id,customer_id,session_start,session_end,session_duration_seconds,country_name,country_code,region_name,currency_code,platform,device_type,operating_system,browser,traffic_source,traffic_medium,campaign_id,landing_page,exit_page,is_new_customer,is_new_session,created_at,created_by
,SES-202602-0000000000,CUST-0002009951,2026-02-12 02:12:02,2026-02-12 02:13:28,86,United States,USA,North America,USD,Mobile Web,Mobile,Android,Chrome,Direct,social,CAMP-2026-0039,/home,/product,true,true,2026-02-12 02:12:02,brian.banks011@platform.example.com
,SES-202602-0000000001,CUST-0001994909,2026-02-01 11:34:06,2026-02-01 11:37:08,182,United Arab Emirates,ARE,Asia,AED,Mobile Web,Mobile,Linux,Samsung Internet,Instagram,direct,CAMP-2026-0034,/sale,/cart,false,true,2026-02-01 11:34:06,jennifer.atkins003@platform.example.com
,SES-202602-0000000002,CUST-0001981917,2026-02-01 17:21:08,2026-02-01 17:23:28,140,United States,USA,North America,USD,Web,Laptop,Windows,Edge,Email,direct,,/offers,/home,false,true,2026-02-01 17:21:08,oscar.owens072@analytics.example.com
,SES-202602-0000000003,CUST-0001990241,2026-02-13 21:52:42,2026-02-13 21:58:21,339,Australia,AUS,Oceania,AUD,Web,Desktop,macOS,Edge,Bing,organic,CAMP-2026-0036,/home,/checkout,false,false,2026-02-13 21:52:42,kenneth.rodgers059@analytics.example.com
,SES-202602-0000000004,CUST-0001981805,2026-02-12 12:56:24,2026-02-12 12:57:15,51,Italy,ITA,Europe,EUR,Android,Desktop,Linux,Safari,Direct,referral,,/product,/home,false,false,2026-02-12 12:56:24,kathleen.white007@analytics.example.com
,SES-202602-0000000005,CUST-0002009138,2026-02-14 03:17:59,2026-02-14 03:22:51,292,Japan,JPN,Asia,JPY,iOS,Desktop,Android,Samsung Internet,Direct,affiliate,CAMP-2026-0040,/offers,/product,false,true,2026-02-14 03:17:59,renee.harvey080@dataops.example.com
,SES-202602-0000000006,CUST-0002000149,2026-02-04 00:34:10,2026-02-04 00:35:48,98,United Kingdom,GBR,Europe,GBP,Android,Desktop,macOS,Samsung Internet,Facebook,cpc,CAMP-2026-0039,/search,/product,false,true,2026-02-04 00:34:10,allen.foster026@dataops.example.com
,SES-202602-0000000007,CUST-0002006091,2026-02-04 09:36:42,2026-02-04 09:39:46,184,Mexico,MEX,North America,MXN,Web,Mobile,Linux,Firefox,Google,email,,/home,/product,false,true,2026-02-04 09:36:42,nancy.gross008@dataops.example.com
,SES-202602-0000000008,CUST-0001980692,2026-02-04 04:39:59,2026-02-04 04:43:06,187,Canada,CAN,North America,CAD,Mobile Web,Desktop,Windows,Samsung Internet,Direct,affiliate,,/sale,/home,false,true,2026-02-04 04:39:59,elizabeth.olsen066@platform.example.com
,SES-202602-0000000009,CUST-0002006999,2026-02-02 19:50:00,2026-02-02 19:50:31,31,Japan,JPN,Asia,JPY,Web,Mobile,Linux,Edge,Direct,cpc,,/category,/home,false,true,2026-02-02 19:50:00,kristin.krueger034@analytics.example.com
,SES-202602-0000000010,CUST-0001982712,2026-02-04 12:46:44,2026-02-04 13:17:22,1838,Australia,AUS,Oceania,AUD,Android,Mobile,Linux,Chrome,Facebook,affiliate,,/sale,/checkout,true,false,2026-02-04 12:46:44,jennifer.hudson020@analytics.example.com
,SES-202602-0000000011,CUST-0002001707,2026-02-24 06:33:08,2026-02-24 06:33:52,44,Singapore,SGP,Asia,SGD,Web,Desktop,Android,Chrome,Google,email,,/sale,/cart,false,true,2026-02-24 06:33:08,tina.williams074@commerce.example.com
,SES-202602-0000000012,CUST-0001989641,2026-02-17 02:26:22,2026-02-17 02:28:02,100,Netherlands,NLD,Europe,EUR,Mobile Web,Desktop,Android,Chrome,Direct,organic,,/search,/cart,false,true,2026-02-17 02:26:22,sophia.baker096@platform.example.com
,SES-202602-0000000013,CUST-0001987523,2026-02-16 20:35:19,2026-02-16 20:44:17,538,Australia,AUS,Oceania,AUD,Mobile Web,Mobile,Windows,Samsung Internet,Instagram,affiliate,CAMP-2026-0021,/offers,/checkout,false,true,2026-02-16 20:35:19,brittany.rose019@commerce.example.com
,SES-202602-0000000014,CUST-0002000206,2026-02-17 06:24:32,2026-02-17 06:26:43,131,France,FRA,Europe,EUR,iOS,Desktop,Windows,Chrome,Google,affiliate,CAMP-2026-0017,/offers,/search,false,true,2026-02-17 06:24:32,megan.cunningham013@commerce.example.com
,SES-202602-0000000015,CUST-0001995028,2026-02-10 05:49:19,2026-02-10 05:49:45,26,France,FRA,Europe,EUR,iOS,Desktop,macOS,Firefox,Direct,direct,CAMP-2026-0022,/category,/checkout,true,false,2026-02-10 05:49:19,andrea.cummings039@platform.example.com
,SES-202602-0000000016,CUST-0001995442,2026-02-12 22:55:35,2026-02-12 23:00:24,289,Australia,AUS,Oceania,AUD,Android,Desktop,macOS,Chrome,Google,social,CAMP-2026-0033,/category,/cart,true,true,2026-02-12 22:55:35,jack.smith053@analytics.example.com
,SES-202602-0000000017,CUST-0001997028,2026-02-08 12:28:33,2026-02-08 12:31:13,160,United States,USA,North America,USD,Mobile Web,Tablet,ChromeOS,Edge,TikTok,referral,,/product,/product,false,true,2026-02-08 12:28:33,brandon.yu006@analytics.example.com
,SES-202602-0000000018,CUST-0001982069,2026-02-25 16:31:34,2026-02-25 16:32:55,81,Netherlands,NLD,Europe,EUR,Android,Mobile,iOS,Chrome,Google,social,,/product,/product,true,true,2026-02-25 16:31:34,rebecca.white032@dataops.example.com
,SES-202602-0000000019,CUST-0002009708,2026-02-23 22:34:32,2026-02-23 22:39:30,298,Italy,ITA,Europe,EUR,Web,Desktop,ChromeOS,Safari,Facebook,referral,,/sale,/checkout,false,true,2026-02-23 22:34:32,jack.smith053@analytics.example.com
,SES-202602-0000000020,CUST-0001987275,2026-02-06 23:39:13,2026-02-06 23:40:25,72,Australia,AUS,Oceania,AUD,Web,Desktop,Android,Firefox,Facebook,social,,/sale,/product,false,true,2026-02-06 23:39:13,russell.miller054@platform.example.com
,SES-202602-0000000021,CUST-0001992541,2026-02-27 12:01:29,2026-02-27 12:02:32,63,Italy,ITA,Europe,EUR,Web,Desktop,ChromeOS,Samsung Internet,Instagram,referral,,/search,/product,true,true,2026-02-27 12:01:29,sandra.hunter036@platform.example.com
,SES-202602-0000000022,CUST-0001991984,2026-02-18 09:37:55,2026-02-18 09:46:22,507,United States,USA,North America,USD,Android,Laptop,Linux,Edge,Facebook,email,,/offers,/product,false,true,2026-02-18 09:37:55,christine.carter078@commerce.example.com
