exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2020-07-02,BRL,JPY,2.664176378,Internal FX,Daily,2020-07-02 02:39:14,michelle.sims041@analytics.example.com
,2020-07-26,CAD,MXN,0.3066431467,Reuters,Spot,2020-07-26 06:26:31,megan.cunningham013@commerce.example.com
,2020-07-26,SGD,USD,0.3663779614,ECB,Daily,2020-07-26 00:59:44,michael.berger060@platform.example.com
,2020-07-16,INR,AUD,0.8752793913,Internal FX,Spot,2020-07-16 15:12:57,andrea.cummings039@platform.example.com
,2020-07-27,USD,CAD,0.3108377253,Internal FX,Daily,2020-07-27 12:13:22,micheal.chen050@dataops.example.com
,2020-07-20,AUD,BRL,2.5955782994,ECB,Spot,2020-07-20 02:42:56,david.cabrera119@dataops.example.com
,2020-07-29,GBP,SGD,3.038886064,ECB,Spot,2020-07-29 14:06:50,david.cabrera119@dataops.example.com
,2020-07-10,GBP,INR,0.3564038074,Internal FX,Daily,2020-07-10 03:04:12,victor.palmer071@platform.example.com
,2020-07-06,MXN,INR,2.4172574493,Reuters,Daily,2020-07-06 18:16:45,michael.johnson061@platform.example.com
,2020-07-22,JPY,CAD,0.5572296383,Internal FX,Daily,2020-07-22 14:23:33,micheal.hall064@dataops.example.com
,2020-07-05,BRL,AED,0.9531503831,Internal FX,Daily,2020-07-05 17:36:31,jennifer.hudson020@analytics.example.com
,2020-07-13,MXN,CAD,0.8048669406,Internal FX,Spot,2020-07-13 22:52:15,victor.palmer071@platform.example.com
,2020-07-03,AED,EUR,1.5417098281,Reuters,Spot,2020-07-03 17:54:35,micheal.chen050@dataops.example.com
,2020-07-18,AUD,CAD,0.2828314768,Reuters,Daily,2020-07-18 18:10:21,megan.cunningham013@commerce.example.com
,2020-07-31,GBP,CAD,0.33798593,Internal FX,Daily,2020-07-31 17:44:06,tina.williams074@commerce.example.com
,2020-07-15,SGD,AED,0.7815116173,ECB,Daily,2020-07-15 12:27:17,tina.williams074@commerce.example.com
,2020-07-24,CAD,USD,1.0059370673,Bloomberg,Spot,2020-07-24 05:48:07,joseph.johnson049@dataops.example.com
,2020-07-05,CAD,AUD,1.0435842176,Bloomberg,Daily,2020-07-05 05:42:21,joseph.johnson049@dataops.example.com
,2020-07-08,MXN,BRL,1.1426847264,ECB,Spot,2020-07-08 05:00:25,jeffery.miller012@commerce.example.com
,2020-07-14,INR,EUR,1.070548501,Internal FX,Spot,2020-07-14 13:50:48,tina.williams074@commerce.example.com
,2020-07-19,USD,AED,0.2086256896,Bloomberg,Spot,2020-07-19 08:56:58,michael.johnson061@platform.example.com
,2020-07-17,JPY,MXN,0.6007157473,ECB,Closing,2020-07-17 04:56:45,ashley.marks069@commerce.example.com
,2020-07-09,EUR,BRL,0.4223806807,Bloomberg,Spot,2020-07-09 12:37:43,lance.williams029@platform.example.com
,2020-07-23,JPY,GBP,0.3341768756,ECB,Daily,2020-07-23 07:55:25,jeffery.miller012@commerce.example.com
,2020-07-26,BRL,SGD,3.6504357772,Internal FX,Spot,2020-07-26 02:02:12,eric.mullen052@dataops.example.com
,2020-07-10,JPY,BRL,1.0013507456,ECB,Daily,2020-07-10 02:46:52,tina.williams074@commerce.example.com
