seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
373368,SELL-00373368,Henry-Green,Distributor,United States,USA,North America,3.94,Active,Dropship,2025-06-14,2025-06-14 00:00:00,,true,2025-06-14 06:01:08,adam.gordon030@commerce.example.com
373369,SELL-00373369,Schneider-Hoffman,Small Business,Australia,AUS,Oceania,4.3,Active,Dropship,2025-06-28,2025-06-28 00:00:00,,true,2025-06-28 10:18:20,taylor.cunningham023@commerce.example.com
373370,SELL-00373370,Hicks Ltd,Small Business,United States,USA,North America,3.4,Active,Platform Fulfilled,2025-06-19,2025-06-19 00:00:00,,true,2025-06-19 07:46:23,jeffery.miller012@commerce.example.com
373371,SELL-00373371,Larsen Group,Distributor,Canada,CAN,North America,4.89,Active,Platform Fulfilled,2025-06-22,2025-06-22 00:00:00,,true,2025-06-22 08:00:12,kristin.krueger034@analytics.example.com
373372,SELL-00373372,Hansen-Watson,Brand,United Kingdom,GBR,Europe,3.96,Active,Dropship,2025-06-09,2025-06-09 00:00:00,,true,2025-06-09 12:56:38,carol.bonilla067@analytics.example.com
373373,SELL-00373373,"Smith, Price and Stanton",Small Business,Netherlands,NLD,Europe,3.96,Inactive,Seller Fulfilled,2025-06-18,2025-06-18 00:00:00,,true,2025-06-18 23:00:08,jimmy.washington028@commerce.example.com
373374,SELL-00373374,Ayala Group,Marketplace,India,IND,Asia,3.86,Active,Seller Fulfilled,2025-06-06,2025-06-06 00:00:00,,true,2025-06-06 01:26:40,jennifer.erickson018@platform.example.com
373375,SELL-00373375,"Estes, Garza and Harrison",Retailer,United Kingdom,GBR,Europe,4.58,Suspended,Seller Fulfilled,2025-06-29,2025-06-29 00:00:00,,true,2025-06-29 16:15:44,tara.hansen055@dataops.example.com
373376,SELL-00373376,Singh Group,Retailer,Germany,DEU,Europe,4.4,Active,Dropship,2025-06-03,2025-06-03 00:00:00,,true,2025-06-03 12:27:08,jack.smith053@analytics.example.com
373377,SELL-00373377,Hampton PLC,Marketplace,Germany,DEU,Europe,4.82,Active,Seller Fulfilled,2025-06-15,2025-06-15 00:00:00,,true,2025-06-15 06:41:49,mary.jordan048@analytics.example.com
