currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2024-09-23 05:45:38,ryan.steele043@commerce.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2024-09-28 10:20:36,ashley.marks069@commerce.example.com
GBP,Pound Sterling,£,2,FIAT,true,2024-09-20 21:55:28,jennifer.atkins003@platform.example.com
EUR,Euro,€,2,FIAT,true,2024-09-26 20:59:36,michael.johnson061@platform.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2024-09-10 16:59:51,john.mullins109@commerce.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2024-09-15 18:04:35,jennifer.bauer068@analytics.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2024-09-08 06:34:59,stephen.jordan063@commerce.example.com
INR,Indian Rupee,₹,2,FIAT,true,2024-09-01 07:03:06,christine.johnson056@commerce.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2024-09-13 04:36:31,arthur.ortiz082@platform.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2024-09-23 01:58:11,david.cabrera119@dataops.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2024-09-01 20:19:57,rebecca.white032@dataops.example.com
