seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
84329,SELL-00084329,"Soto, Conway and Harrington",Marketplace,Netherlands,NLD,Europe,4.54,Active,Platform Fulfilled,2021-09-27,2021-09-27 00:00:00,,true,2021-09-27 10:12:51,john.mullins109@commerce.example.com
84330,SELL-00084330,Perkins-White,Small Business,Netherlands,NLD,Europe,4.38,Active,Seller Fulfilled,2021-09-24,2021-09-24 00:00:00,,true,2021-09-24 05:54:08,troy.boone097@platform.example.com
84331,SELL-00084331,Wilkins-Bernard,Brand,Mexico,MEX,North America,4.21,Active,Seller Fulfilled,2021-09-04,2021-09-04 00:00:00,,true,2021-09-04 11:51:24,christine.carter078@commerce.example.com
84332,SELL-00084332,Porter-Merritt,Marketplace,Singapore,SGP,Asia,4.23,Active,Seller Fulfilled,2021-09-01,2021-09-01 00:00:00,,true,2021-09-01 09:37:36,kelsey.taylor010@platform.example.com
84333,SELL-00084333,Price-Ortiz,Marketplace,Germany,DEU,Europe,3.73,Active,Platform Fulfilled,2021-09-10,2021-09-10 00:00:00,,true,2021-09-10 23:42:31,susan.rice083@commerce.example.com
84334,SELL-00084334,Long PLC,Brand,Italy,ITA,Europe,3.8,Active,Dropship,2021-09-23,2021-09-23 00:00:00,,true,2021-09-23 02:35:04,sylvia.diaz107@dataops.example.com
84335,SELL-00084335,Fritz-Lynch,Retailer,France,FRA,Europe,4.66,Active,Seller Fulfilled,2021-09-24,2021-09-24 00:00:00,,true,2021-09-24 10:45:34,james.proctor094@dataops.example.com
84336,SELL-00084336,Blackburn-Weber,Marketplace,France,FRA,Europe,4.67,Active,Platform Fulfilled,2021-09-02,2021-09-02 00:00:00,,true,2021-09-02 05:31:14,jason.franklin045@dataops.example.com
84337,SELL-00084337,"Jackson, Ramirez and Walker",Brand,Netherlands,NLD,Europe,3.88,Active,Dropship,2021-09-07,2021-09-07 00:00:00,,true,2021-09-07 00:31:03,michelle.sims041@analytics.example.com
84338,SELL-00084338,"Smith, Matthews and Bryant",Retailer,Spain,ESP,Europe,4.22,Active,Dropship,2021-09-27,2021-09-27 00:00:00,,true,2021-09-27 06:45:19,brandi.carter038@dataops.example.com
84339,SELL-00084339,Oneill Group,Small Business,Singapore,SGP,Asia,3.73,Active,Dropship,2021-09-17,2021-09-17 00:00:00,,true,2021-09-17 05:03:03,chelsea.patel065@commerce.example.com
84340,SELL-00084340,Garza Group,Small Business,United Kingdom,GBR,Europe,3.44,Active,Seller Fulfilled,2021-09-11,2021-09-11 00:00:00,,true,2021-09-11 19:19:53,taylor.cunningham023@commerce.example.com
84341,SELL-00084341,Roberts-Cuevas,Retailer,Germany,DEU,Europe,4.52,Active,Dropship,2021-09-03,2021-09-03 00:00:00,,true,2021-09-03 10:25:17,brandi.carter038@dataops.example.com
84342,SELL-00084342,"Robinson, Velez and Pena",Marketplace,Italy,ITA,Europe,4.45,Active,Platform Fulfilled,2021-09-02,2021-09-02 00:00:00,,true,2021-09-02 12:23:42,eric.horton058@analytics.example.com
84343,SELL-00084343,Cowan-Sweeney,Distributor,Germany,DEU,Europe,4.03,Inactive,Platform Fulfilled,2021-09-09,2021-09-09 00:00:00,,true,2021-09-09 01:26:58,david.cabrera119@dataops.example.com
84344,SELL-00084344,Carter and Sons,Distributor,Singapore,SGP,Asia,4.62,Active,Platform Fulfilled,2021-09-16,2021-09-16 00:00:00,,true,2021-09-16 17:25:20,joseph.johnson049@dataops.example.com
84345,SELL-00084345,Estrada-Cruz,Brand,France,FRA,Europe,4.62,Active,Dropship,2021-09-21,2021-09-21 00:00:00,,true,2021-09-21 19:23:02,katelyn.pitts017@commerce.example.com
84346,SELL-00084346,Woodard LLC,Marketplace,United States,USA,North America,3.73,Active,Seller Fulfilled,2021-09-19,2021-09-19 00:00:00,,true,2021-09-19 13:57:16,susan.rice083@commerce.example.com
84347,SELL-00084347,"Gates, Williams and Fernandez",Distributor,Germany,DEU,Europe,4.93,Active,Platform Fulfilled,2021-09-19,2021-09-19 00:00:00,,true,2021-09-19 19:14:16,michelle.sims041@analytics.example.com
