event_record_id,event_id,event_timestamp,session_id,customer_id,product_id,order_id,event_name,event_category,page_name,page_url,referrer_url,search_query,product_position,quantity,unit_price_local,event_value_local,local_currency,country_name,country_code,region_name,device_type,platform,operating_system,browser,traffic_source,traffic_medium,campaign_id,created_at,created_by
,EVT-202010-000000000000,2020-10-22 10:23:39,SES-202010-0000024357,CUST-0000169997,PROD-0000093139,,checkout_start,commerce,Checkout,https://shop.example.com/home,https://instagram.com,,41,2,225.77,451.54,GBP,United Kingdom,GBR,Europe,Laptop,iOS,Android,Safari,Bing,social,,2020-10-22 10:23:39,brandi.carter038@dataops.example.com
,EVT-202010-000000000001,2020-10-02 11:48:23,SES-202010-0000022855,CUST-0000171652,PROD-0000094165,,remove_from_cart,commerce,Home,https://shop.example.com/checkout,https://instagram.com,,33,5,439.54,2197.7,MXN,Mexico,MEX,North America,Desktop,iOS,macOS,Edge,Email,cpc,,2020-10-02 11:48:23,andrea.cummings039@platform.example.com
,EVT-202010-000000000002,2020-10-07 10:54:27,SES-202010-0000010683,CUST-0000168112,PROD-0000094147,ORD-202010-0000004757,purchase,conversion,Product,https://shop.example.com/home,https://google.com,,39,3,39.81,119.43,EUR,Netherlands,NLD,Europe,Mobile,Web,Android,Safari,Facebook,affiliate,,2020-10-07 10:54:27,ryan.steele043@commerce.example.com
,EVT-202010-000000000003,2020-10-21 17:40:23,SES-202010-0000002053,CUST-0000164541,PROD-0000084665,ORD-202010-0000017757,payment_attempt,commerce,Search,https://shop.example.com/home,https://facebook.com,,8,2,1305.03,2610.06,EUR,Netherlands,NLD,Europe,Laptop,Android,Android,Chrome,Organic,organic,,2020-10-21 17:40:23,david.cabrera119@dataops.example.com
,EVT-202010-000000000004,2020-10-23 02:48:46,SES-202010-0000017532,CUST-0000167712,PROD-0000087436,,checkout_start,commerce,Product,https://shop.example.com/checkout,https://google.com,,15,4,457.93,1831.72,USD,United States,USA,North America,Laptop,Android,macOS,Chrome,Organic,social,,2020-10-23 02:48:46,james.proctor094@dataops.example.com
,EVT-202010-000000000005,2020-10-04 02:50:15,SES-202010-0000001255,CUST-0000163743,PROD-0000088099,,add_to_cart,commerce,Product,https://shop.example.com/home,https://bing.com,,42,3,937.69,2813.07,JPY,Japan,JPN,Asia,Mobile,Android,Windows,Firefox,Bing,email,,2020-10-04 02:50:15,eric.horton058@analytics.example.com
,EVT-202010-000000000006,2020-10-31 06:38:45,SES-202010-0000008158,CUST-0000155025,PROD-0000092788,,product_view,commerce,Search,https://shop.example.com/home,https://facebook.com,,43,1,394.35,394.35,INR,India,IND,Asia,Laptop,Android,Android,Safari,Facebook,affiliate,,2020-10-31 06:38:45,victor.palmer071@platform.example.com
,EVT-202010-000000000007,2020-10-14 07:31:10,SES-202010-0000012686,CUST-0000160565,,,page_view,engagement,Checkout,https://shop.example.com/product,https://instagram.com,,,0,0,0,GBP,United Kingdom,GBR,Europe,Tablet,iOS,Linux,Chrome,Direct,social,,2020-10-14 07:31:10,james.proctor094@dataops.example.com
,EVT-202010-000000000008,2020-10-21 02:03:14,SES-202010-0000023160,CUST-0000170739,,,page_view,engagement,Home,https://shop.example.com/cart,https://instagram.com,,,0,0,0,USD,United States,USA,North America,Mobile,Mobile Web,Windows,Safari,Bing,cpc,,2020-10-21 02:03:14,alyssa.richards002@commerce.example.com
,EVT-202010-000000000009,2020-10-10 20:49:31,SES-202010-0000025834,CUST-0000164712,PROD-0000089932,ORD-202010-0000005534,payment_attempt,commerce,Checkout,https://shop.example.com/checkout,https://instagram.com,,32,2,470.01,940.02,AUD,Australia,AUS,Oceania,Tablet,iOS,iOS,Safari,Organic,referral,,2020-10-10 20:49:31,john.mullins109@commerce.example.com
,EVT-202010-000000000010,2020-10-06 14:35:05,SES-202010-0000024220,CUST-0000170217,PROD-0000084747,,checkout_start,commerce,Cart,https://shop.example.com/cart,https://instagram.com,,40,5,406.92,2034.6,EUR,Italy,ITA,Europe,Desktop,Android,macOS,Safari,Organic,email,CAMP-2020-0035,2020-10-06 14:35:05,andrea.cummings039@platform.example.com
,EVT-202010-000000000011,2020-10-16 14:08:38,SES-202010-0000017915,CUST-0000171680,,,page_view,engagement,Checkout,https://shop.example.com/cart,https://google.com,,,0,0,0,EUR,Germany,DEU,Europe,Laptop,iOS,Android,Firefox,TikTok,cpc,,2020-10-16 14:08:38,brandon.yu006@analytics.example.com
,EVT-202010-000000000012,2020-10-31 21:50:41,SES-202010-0000013430,CUST-0000167757,PROD-0000089069,,remove_from_cart,commerce,Product,https://shop.example.com/product,https://instagram.com,,4,4,425.11,1700.44,EUR,Italy,ITA,Europe,Desktop,Mobile Web,iOS,Edge,Affiliate,social,,2020-10-31 21:50:41,stephen.daniels076@commerce.example.com
,EVT-202010-000000000013,2020-10-12 01:54:10,SES-202010-0000003063,CUST-0000169473,,,page_view,engagement,Product,https://shop.example.com/search,https://google.com,,,0,0,0,BRL,Brazil,BRA,South America,Mobile,Web,Android,Safari,Facebook,cpc,CAMP-2020-0037,2020-10-12 01:54:10,micheal.hall064@dataops.example.com
,EVT-202010-000000000014,2020-10-08 02:18:36,SES-202010-0000023345,CUST-0000163119,PROD-0000087632,,review_view,engagement,Cart,https://shop.example.com/search,https://google.com,,41,2,192.5,385.0,AED,United Arab Emirates,ARE,Asia,Mobile,Mobile Web,macOS,Samsung Internet,Affiliate,direct,,2020-10-08 02:18:36,susan.rice083@commerce.example.com
,EVT-202010-000000000015,2020-10-30 06:42:05,SES-202010-0000003582,CUST-0000169589,PROD-0000089574,,add_to_cart,commerce,Checkout,https://shop.example.com/checkout,https://instagram.com,,43,2,1191.74,2383.48,EUR,Germany,DEU,Europe,Laptop,Mobile Web,macOS,Firefox,YouTube,referral,,2020-10-30 06:42:05,michael.johnson061@platform.example.com
,EVT-202010-000000000016,2020-10-02 23:16:03,SES-202010-0000025794,CUST-0000164111,PROD-0000090487,,product_view,commerce,Home,https://shop.example.com/search,https://bing.com,,15,2,1125.46,2250.92,MXN,Mexico,MEX,North America,Tablet,Web,ChromeOS,Firefox,Direct,affiliate,CAMP-2020-0028,2020-10-02 23:16:03,ryan.steele043@commerce.example.com
,EVT-202010-000000000017,2020-10-03 01:33:11,SES-202010-0000004001,CUST-0000159021,PROD-0000092611,,checkout_start,commerce,Cart,https://shop.example.com/home,https://instagram.com,,6,1,891.27,891.27,MXN,Mexico,MEX,North America,Desktop,iOS,iOS,Chrome,Organic,social,CAMP-2020-0034,2020-10-03 01:33:11,victor.palmer071@platform.example.com
,EVT-202010-000000000018,2020-10-05 08:59:15,SES-202010-0000021566,CUST-0000169764,PROD-0000089803,,product_view,commerce,Cart,https://shop.example.com/checkout,https://bing.com,,47,3,313.83,941.49,AED,United Arab Emirates,ARE,Asia,Tablet,iOS,iOS,Samsung Internet,Affiliate,email,,2020-10-05 08:59:15,jeffery.miller012@commerce.example.com
,EVT-202010-000000000019,2020-10-01 16:59:04,SES-202010-0000004580,CUST-0000159877,PROD-0000086611,,coupon_apply,commerce,Search,https://shop.example.com/checkout,https://facebook.com,,42,2,1032.0,2064.0,SGD,Singapore,SGP,Asia,Laptop,Web,ChromeOS,Safari,TikTok,organic,CAMP-2020-0012,2020-10-01 16:59:04,micheal.chen050@dataops.example.com
