exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2024-05-11,USD,BRL,0.635384524,Bloomberg,Closing,2024-05-11 08:26:29,juan.simmons120@platform.example.com
,2024-05-13,SGD,EUR,1.5060859222,Bloomberg,Daily,2024-05-13 20:10:24,andrew.ellis102@analytics.example.com
,2024-05-07,MXN,USD,8.4849440413,ECB,Spot,2024-05-07 15:05:32,peter.martinez098@platform.example.com
,2024-05-08,GBP,AED,0.5713380118,Bloomberg,Closing,2024-05-08 22:39:59,shawn.baxter004@dataops.example.com
,2024-05-14,GBP,CAD,1.1909401236,ECB,Spot,2024-05-14 20:49:45,anita.garcia021@dataops.example.com
,2024-05-21,AUD,INR,2.0067236704,Reuters,Daily,2024-05-21 10:20:16,andrea.cummings039@platform.example.com
,2024-05-13,CAD,GBP,1.0978215459,Internal FX,Daily,2024-05-13 20:07:23,timothy.cannon081@analytics.example.com
,2024-05-08,AUD,EUR,0.5080920337,Internal FX,Closing,2024-05-08 03:55:31,nicholas.wilson027@analytics.example.com
,2024-05-20,JPY,AED,0.6353080679,ECB,Spot,2024-05-20 04:45:05,brandon.yu006@analytics.example.com
,2024-05-15,SGD,INR,0.5906254993,Reuters,Daily,2024-05-15 13:48:30,brian.taylor114@analytics.example.com
,2024-05-01,SGD,CAD,1.5347063647,Reuters,Spot,2024-05-01 04:06:25,juan.simmons120@platform.example.com
,2024-05-16,JPY,SGD,1.3991461738,Internal FX,Closing,2024-05-16 10:32:21,christine.carter112@commerce.example.com
,2024-05-05,EUR,BRL,1.0737906373,Internal FX,Closing,2024-05-05 16:19:53,tiffany.freeman101@analytics.example.com
,2024-05-16,EUR,CAD,0.9106981992,ECB,Closing,2024-05-16 19:20:34,joann.clark089@commerce.example.com
,2024-05-03,GBP,SGD,1.6485015813,Bloomberg,Spot,2024-05-03 10:03:09,jennifer.shepherd015@analytics.example.com
,2024-05-08,EUR,AUD,0.5612802688,Internal FX,Closing,2024-05-08 23:47:19,anita.garcia021@dataops.example.com
,2024-05-11,GBP,EUR,4.0016712466,ECB,Daily,2024-05-11 19:52:28,jennifer.bauer068@analytics.example.com
,2024-05-11,SGD,MXN,1.0943736541,Reuters,Closing,2024-05-11 11:47:37,jonathan.jimenez057@platform.example.com
,2024-05-15,INR,BRL,1.8696702183,Bloomberg,Spot,2024-05-15 08:34:58,james.richardson118@dataops.example.com
,2024-05-11,MXN,SGD,0.7504072141,Reuters,Spot,2024-05-11 05:14:55,michelle.bender024@analytics.example.com
,2024-05-05,AUD,USD,1.3334070344,Internal FX,Spot,2024-05-05 04:51:32,ryan.steele043@commerce.example.com
,2024-05-13,BRL,USD,1.3000912993,Internal FX,Spot,2024-05-13 05:53:10,dominic.hodges075@platform.example.com
,2024-05-09,CAD,INR,1.7151194516,ECB,Daily,2024-05-09 23:39:07,tiffany.freeman101@analytics.example.com
,2024-05-11,USD,SGD,2.6862781013,Internal FX,Spot,2024-05-11 13:19:30,stephen.daniels076@commerce.example.com
,2024-05-26,EUR,CAD,0.6869581378,ECB,Daily,2024-05-26 08:11:06,sandra.hunter036@platform.example.com
,2024-05-24,INR,MXN,1.2543947025,Bloomberg,Closing,2024-05-24 06:36:04,mary.jordan048@analytics.example.com
,2024-05-19,AUD,JPY,1.0840468685,Reuters,Closing,2024-05-19 23:04:49,brittany.rose019@commerce.example.com
,2024-05-26,CAD,MXN,2.7046370727,Reuters,Spot,2024-05-26 09:32:34,jonathan.jimenez057@platform.example.com
,2024-05-16,EUR,USD,2.1172829457,Bloomberg,Spot,2024-05-16 19:08:35,joseph.johnson049@dataops.example.com
,2024-05-05,CAD,INR,1.2624639558,ECB,Closing,2024-05-05 01:23:22,joseph.johnson049@dataops.example.com
,2024-05-09,CAD,INR,7.1878152319,Reuters,Daily,2024-05-09 15:46:28,rachel.hall062@platform.example.com
,2024-05-30,MXN,EUR,1.3407582143,Bloomberg,Daily,2024-05-30 11:23:55,kristin.krueger034@analytics.example.com
,2024-05-10,AUD,BRL,2.3300994659,Bloomberg,Daily,2024-05-10 19:18:21,ryan.steele043@commerce.example.com
,2024-05-08,USD,AED,4.4700750882,ECB,Closing,2024-05-08 05:59:50,brian.taylor114@analytics.example.com
,2024-05-31,SGD,MXN,0.6652258736,Internal FX,Daily,2024-05-31 02:25:11,jennifer.yu037@dataops.example.com
,2024-05-17,BRL,INR,1.1757805971,ECB,Daily,2024-05-17 10:12:52,darren.anderson025@dataops.example.com
