payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202001-00000000000,ORD-202001-0000003138,CUST-0000004366,2020-01-27 06:19:46,Google Pay,Failed,2261.54,MXN,MEX,North America,Network timeout,false,2020-01-27 06:19:46,megan.cunningham013@commerce.example.com
,PAY-202001-00000000001,ORD-202001-0000004688,CUST-0000012502,2020-01-24 04:17:04,Debit Card,Success,139.78,AUD,AUS,Oceania,,false,2020-01-24 04:17:04,susan.rice083@commerce.example.com
,PAY-202001-00000000002,ORD-202001-0000002549,CUST-0000006597,2020-01-18 14:33:14,Credit Card,Success,291.0,INR,IND,Asia,,false,2020-01-18 14:33:14,michael.johnson061@platform.example.com
,PAY-202001-00000000003,ORD-202001-0000004361,CUST-0000008184,2020-01-20 15:37:23,PayPal,Success,2469.06,GBP,GBR,Europe,,false,2020-01-20 15:37:23,micheal.hall064@dataops.example.com
,PAY-202001-00000000004,ORD-202001-0000002355,CUST-0000009453,2020-01-23 12:24:39,PayPal,Success,1108.09,CAD,CAN,North America,,false,2020-01-23 12:24:39,micheal.hall064@dataops.example.com
,PAY-202001-00000000005,ORD-202001-0000000994,CUST-0000008140,2020-01-22 07:02:10,Google Pay,Success,2666.99,USD,USA,North America,,false,2020-01-22 07:02:10,micheal.hall064@dataops.example.com
,PAY-202001-00000000006,ORD-202001-0000002440,CUST-0000014220,2020-01-03 01:39:52,Credit Card,Success,699.16,CAD,CAN,North America,,false,2020-01-03 01:39:52,stephen.clark001@analytics.example.com
,PAY-202001-00000000007,ORD-202001-0000003478,CUST-0000004918,2020-01-27 09:09:55,Debit Card,Success,1113.75,INR,IND,Asia,,false,2020-01-27 09:09:55,john.mullins109@commerce.example.com
,PAY-202001-00000000008,ORD-202001-0000000707,CUST-0000010690,2020-01-25 07:10:16,Debit Card,Success,864.05,MXN,MEX,North America,,false,2020-01-25 07:10:16,micheal.hall064@dataops.example.com
,PAY-202001-00000000009,ORD-202001-0000000593,CUST-0000003071,2020-01-14 20:53:55,Bank Transfer,Success,768.62,AED,ARE,Asia,,false,2020-01-14 20:53:55,andrea.cummings039@platform.example.com
,PAY-202001-00000000010,ORD-202001-0000002775,CUST-0000000659,2020-01-13 01:15:27,Phonepe,Success,2136.03,EUR,ESP,Europe,,false,2020-01-13 01:15:27,michael.johnson061@platform.example.com
,PAY-202001-00000000011,ORD-202001-0000000195,CUST-0000002865,2020-01-15 04:47:23,Paytm,Failed,1867.94,EUR,DEU,Europe,Invalid CVV,false,2020-01-15 04:47:23,ryan.steele043@commerce.example.com
,PAY-202001-00000000012,ORD-202001-0000001608,CUST-0000009151,2020-01-18 19:53:40,Phonepe,Refunded,2740.67,GBP,GBR,Europe,,true,2020-01-18 19:53:40,eric.horton058@analytics.example.com
,PAY-202001-00000000013,ORD-202001-0000003552,CUST-0000014370,2020-01-06 06:16:06,Apple Pay,Success,2749.6,AED,ARE,Asia,,false,2020-01-06 06:16:06,tina.williams074@commerce.example.com
,PAY-202001-00000000014,ORD-202001-0000001135,CUST-0000007043,2020-01-10 16:40:02,Gift Card,Success,89.19,SGD,SGP,Asia,,false,2020-01-10 16:40:02,john.mullins109@commerce.example.com
,PAY-202001-00000000015,ORD-202001-0000004649,CUST-0000005798,2020-01-07 15:46:23,Paytm,Success,1393.67,JPY,JPN,Asia,,false,2020-01-07 15:46:23,stephen.clark001@analytics.example.com
,PAY-202001-00000000016,ORD-202001-0000002221,CUST-0000000561,2020-01-11 22:26:20,PayPal,Success,2057.47,EUR,NLD,Europe,,false,2020-01-11 22:26:20,micheal.hall064@dataops.example.com
