order_record_id,order_id,customer_id,session_id,order_timestamp,order_status,country_name,country_code,region_name,local_currency,subtotal_local,discount_local,shipping_local,tax_local,total_amount_local,payment_method,shipping_method,warehouse_id,estimated_delivery_date,actual_delivery_date,cancellation_date,return_flag,refund_amount_local,source_system,created_at,updated_at,created_by
,ORD-202504-0000000000,CUST-0001638227,SES-202504-0000009565,2025-04-30 01:24:22,Returned,France,FRA,Europe,EUR,2850.04,395.57,35.62,284.93,2775.02,Apple Pay,Economy,WH-00046,2025-05-04,,,true,2775.02,POS,2025-04-30 01:24:22,2025-04-30 04:10:22,alyssa.richards002@commerce.example.com
,ORD-202504-0000000001,CUST-0001623387,SES-202504-0000002613,2025-04-08 03:08:36,Cancelled,Japan,JPN,Asia,JPY,1785.51,419.86,41.27,268.28,1675.2,Buy Now Pay Later,Economy,WH-00208,2025-04-17,,2025-04-10 08:08:36,false,0,Mobile,2025-04-08 03:08:36,2025-04-08 05:47:36,eric.mullen052@dataops.example.com
,ORD-202504-0000000002,CUST-0001635500,SES-202504-0000007888,2025-04-11 13:43:31,Processing,France,FRA,Europe,EUR,2504.2,391.35,32.11,250.84,2395.8,Gift Card,Economy,WH-00123,2025-04-20,,,false,0,POS,2025-04-11 13:43:31,2025-04-11 13:58:31,renee.harvey080@dataops.example.com
,ORD-202504-0000000003,CUST-0001633338,SES-202504-0000004583,2025-04-17 08:20:05,Completed,Brazil,BRA,South America,BRL,1318.78,294.18,22.82,35.48,1082.9,PayPal,Express,WH-00105,2025-04-21,2025-04-21,,false,0,POS,2025-04-17 08:20:05,2025-04-17 09:52:05,tammy.smith009@platform.example.com
,ORD-202504-0000000004,CUST-0001638106,SES-202504-0000020262,2025-04-28 18:49:53,Processing,Canada,CAN,North America,CAD,1185.18,202.85,37.44,135.02,1154.79,Paytm,Same Day,WH-00108,2025-05-03,,,false,0,Marketplace,2025-04-28 18:49:53,2025-04-28 21:20:53,katelyn.pitts017@commerce.example.com
,ORD-202504-0000000005,CUST-0001629813,SES-202504-0000010423,2025-04-07 21:47:48,Completed,Australia,AUS,Oceania,AUD,1993.27,4.06,20.35,92.25,2101.81,Debit Card,Pickup,WH-00041,2025-04-11,2025-04-11,,false,0,Mobile,2025-04-07 21:47:48,2025-04-08 00:20:48,andrea.cummings039@platform.example.com
,ORD-202504-0000000006,CUST-0001641399,SES-202504-0000009176,2025-04-16 22:59:42,Completed,United Kingdom,GBR,Europe,GBP,2349.94,185.24,10.52,163.54,2338.76,Gift Card,Same Day,WH-00027,2025-04-21,2025-04-21,,false,0,POS,2025-04-16 22:59:42,2025-04-17 00:07:42,stephen.jordan063@commerce.example.com
,ORD-202504-0000000007,CUST-0001643010,SES-202504-0000001954,2025-04-07 08:59:59,Completed,Spain,ESP,Europe,EUR,2794.35,335.6,17.39,361.05,2837.19,Google Pay,Pickup,WH-00144,2025-04-18,2025-04-18,,false,0,Mobile,2025-04-07 08:59:59,2025-04-07 10:38:59,brian.banks011@platform.example.com
,ORD-202504-0000000008,CUST-0001616683,SES-202504-0000001766,2025-04-18 09:03:39,Cancelled,Singapore,SGP,Asia,SGD,2024.38,327.49,25.72,243.13,1965.74,Debit Card,Pickup,WH-00199,2025-04-28,,2025-04-19 21:03:39,false,0,Marketplace,2025-04-18 09:03:39,2025-04-18 09:09:39,beth.carter090@dataops.example.com
,ORD-202504-0000000009,CUST-0001619877,SES-202504-0000022767,2025-04-20 23:56:38,Completed,Canada,CAN,North America,CAD,1303.67,175.71,24.0,187.89,1339.85,Phonepe,Standard,WH-00242,2025-04-26,2025-04-26,,false,0,POS,2025-04-20 23:56:38,2025-04-21 01:11:38,jennifer.yu037@dataops.example.com
,ORD-202504-0000000010,CUST-0001642230,SES-202504-0000000457,2025-04-24 22:58:45,Completed,Canada,CAN,North America,CAD,1087.89,267.72,4.13,142.62,966.92,Credit Card,Pickup,WH-00167,2025-05-06,2025-05-06,,false,0,Marketplace,2025-04-24 22:58:45,2025-04-24 23:22:45,richard.bradshaw051@platform.example.com
,ORD-202504-0000000011,CUST-0001622948,SES-202504-0000004160,2025-04-30 13:10:39,Completed,Canada,CAN,North America,CAD,694.6,108.64,39.57,24.82,650.35,Apple Pay,Standard,WH-00218,2025-05-04,2025-05-04,,false,0,POS,2025-04-30 13:10:39,2025-04-30 13:44:39,chelsea.patel065@commerce.example.com
,ORD-202504-0000000012,CUST-0001615044,SES-202504-0000025592,2025-04-15 07:37:53,Completed,Canada,CAN,North America,CAD,1194.41,135.81,38.34,233.87,1330.81,Bank Transfer,Pickup,WH-00083,2025-04-21,2025-04-21,,false,0,POS,2025-04-15 07:37:53,2025-04-15 10:21:53,patrick.gonzalez035@dataops.example.com
,ORD-202504-0000000013,CUST-0001626203,SES-202504-0000006417,2025-04-07 03:06:04,Failed,Germany,DEU,Europe,EUR,2751.7,543.21,25.18,239.53,2473.2,Apple Pay,Express,WH-00146,2025-04-13,,,false,0,POS,2025-04-07 03:06:04,2025-04-07 03:36:04,michael.johnson061@platform.example.com
,ORD-202504-0000000014,CUST-0001619637,SES-202504-0000003950,2025-04-02 23:55:21,Completed,Netherlands,NLD,Europe,EUR,256.13,0.6,26.37,59.38,341.28,Credit Card,Same Day,WH-00147,2025-04-11,2025-04-11,,false,0,Mobile,2025-04-02 23:55:21,2025-04-03 02:12:21,ryan.steele043@commerce.example.com
,ORD-202504-0000000015,CUST-0001633452,SES-202504-0000025808,2025-04-29 23:35:46,Completed,Netherlands,NLD,Europe,EUR,2583.61,18.76,5.57,169.68,2740.1,Debit Card,Pickup,WH-00172,2025-05-01,2025-05-01,,false,0,POS,2025-04-29 23:35:46,2025-04-30 02:11:46,jillian.russo115@commerce.example.com
,ORD-202504-0000000016,CUST-0001640657,SES-202504-0000012428,2025-04-08 19:01:23,Completed,United Arab Emirates,ARE,Asia,AED,929.48,113.85,30.02,158.78,1004.43,Phonepe,Standard,WH-00203,2025-04-19,2025-04-19,,false,0,Mobile,2025-04-08 19:01:23,2025-04-08 19:46:23,michael.berger060@platform.example.com
,ORD-202504-0000000017,CUST-0001615364,SES-202504-0000007161,2025-04-09 21:23:45,Returned,Singapore,SGP,Asia,SGD,1472.64,181.76,33.53,128.18,1452.59,Gift Card,Pickup,WH-00247,2025-04-17,,,true,1452.59,Mobile,2025-04-09 21:23:45,2025-04-09 23:55:45,john.mullins109@commerce.example.com
,ORD-202504-0000000018,CUST-0001632534,SES-202504-0000027217,2025-04-18 22:13:55,Completed,Brazil,BRA,South America,BRL,1171.51,223.68,13.43,24.71,985.97,Gift Card,Pickup,WH-00098,2025-04-28,2025-04-28,,false,0,Marketplace,2025-04-18 22:13:55,2025-04-19 00:04:55,yolanda.vasquez005@platform.example.com
,ORD-202504-0000000019,CUST-0001632572,SES-202504-0000020994,2025-04-06 03:37:14,Completed,France,FRA,Europe,EUR,1739.65,164.49,29.86,212.92,1817.94,Buy Now Pay Later,Same Day,WH-00212,2025-04-11,2025-04-11,,false,0,Web,2025-04-06 03:37:14,2025-04-06 04:38:14,michael.brewer084@analytics.example.com
