currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2026-03-01 18:57:36,joseph.johnson049@dataops.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2026-03-27 16:15:51,kathleen.white007@analytics.example.com
GBP,Pound Sterling,£,2,FIAT,true,2026-03-23 20:09:42,jason.franklin045@dataops.example.com
EUR,Euro,€,2,FIAT,true,2026-03-05 11:22:52,raymond.davis085@analytics.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2026-03-09 18:57:00,kathleen.white007@analytics.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2026-03-31 09:20:19,kathleen.white007@analytics.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2026-03-15 23:28:48,stephen.clark001@analytics.example.com
INR,Indian Rupee,₹,2,FIAT,true,2026-03-08 09:47:28,elizabeth.mullins042@platform.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2026-03-21 05:12:22,megan.cunningham013@commerce.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2026-03-16 03:55:49,denise.beck077@analytics.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2026-03-30 15:14:54,tammy.smith009@platform.example.com
