currency_code,currency_name,currency_symbol,decimal_places,currency_type,active_flag,created_at,created_by
USD,US Dollar,$,2,FIAT,true,2025-02-05 09:19:36,michael.brewer084@analytics.example.com
CAD,Canadian Dollar,C$,2,FIAT,true,2025-02-09 08:17:22,megan.cunningham013@commerce.example.com
GBP,Pound Sterling,£,2,FIAT,true,2025-02-21 04:31:02,chelsea.patel065@commerce.example.com
EUR,Euro,€,2,FIAT,true,2025-02-23 00:13:10,raymond.pineda079@platform.example.com
AUD,Australian Dollar,A$,2,FIAT,true,2025-02-20 04:10:18,yesenia.arnold040@platform.example.com
JPY,Japanese Yen,¥,0,FIAT,true,2025-02-24 01:08:45,alyssa.richards002@commerce.example.com
SGD,Singapore Dollar,S$,2,FIAT,true,2025-02-21 07:27:56,samantha.villa073@commerce.example.com
INR,Indian Rupee,₹,2,FIAT,true,2025-02-09 15:27:41,ashley.marks069@commerce.example.com
AED,UAE Dirham,د.إ,2,FIAT,true,2025-02-05 18:38:07,eric.horton058@analytics.example.com
BRL,Brazilian Real,R$,2,FIAT,true,2025-02-23 14:28:07,carol.bonilla067@analytics.example.com
MXN,Mexican Peso,MX$,2,FIAT,true,2025-02-28 18:07:30,susan.rice083@commerce.example.com
