order_item_record_id,order_item_id,order_id,product_id,seller_id,quantity,unit_price_local,discount_local,tax_local,item_total_local,local_currency,country_code,region_name,fulfillment_type,return_flag,return_quantity,refund_amount_local,created_at,created_by
,ITEM-202510-000000000000,ORD-202510-0000025907,PROD-0001011776,SELL-00410523,1,716.49,93.41,146.86,769.94,INR,SGP,Europe,Dropship,false,0,180.25,2025-10-21 20:15:01,joseph.johnson049@dataops.example.com
,ITEM-202510-000000000001,ORD-202510-0000025440,PROD-0001024653,SELL-00408582,4,739.8,92.98,594.9,3461.12,BRL,GBR,Asia,Dropship,false,0,0,2025-10-02 08:27:06,brandi.carter038@dataops.example.com
,ITEM-202510-000000000002,ORD-202510-0000017510,PROD-0001011237,SELL-00410939,1,541.7,81.53,11.9,472.07,JPY,CAN,Europe,Platform Fulfilled,false,0,0,2025-10-10 22:25:24,kathleen.white007@analytics.example.com
,ITEM-202510-000000000003,ORD-202510-0000023238,PROD-0001006990,SELL-00407236,4,690.55,202.92,304.24,2863.52,CAD,CAN,Europe,Platform Fulfilled,false,0,0,2025-10-23 00:17:44,crystal.smith022@platform.example.com
,ITEM-202510-000000000004,ORD-202510-0000024077,PROD-0001007881,SELL-00408512,5,685.81,727.39,329.34,3031.0,AED,ESP,North America,Seller Fulfilled,false,0,0,2025-10-20 07:27:18,timothy.cannon081@analytics.example.com
,ITEM-202510-000000000005,ORD-202510-0000012228,PROD-0001022031,SELL-00407888,1,1054.48,87.49,129.08,1096.07,AUD,AUS,Europe,Dropship,false,0,0,2025-10-31 14:16:14,megan.cunningham013@commerce.example.com
,ITEM-202510-000000000006,ORD-202510-0000017570,PROD-0001024910,SELL-00411278,6,439.26,79.98,499.64,3055.22,SGD,CAN,Europe,Seller Fulfilled,true,0,0,2025-10-07 11:47:10,micheal.chen050@dataops.example.com
,ITEM-202510-000000000007,ORD-202510-0000009313,PROD-0001019193,SELL-00405117,6,1099.28,2.07,1279.9,7873.51,EUR,FRA,Asia,Seller Fulfilled,false,0,0,2025-10-28 09:55:03,dominic.hodges075@platform.example.com
,ITEM-202510-000000000008,ORD-202510-0000009381,PROD-0001023090,SELL-00411457,4,1011.15,183.91,295.11,4155.8,USD,USA,Europe,Platform Fulfilled,false,0,0,2025-10-27 23:35:20,crystal.smith022@platform.example.com
,ITEM-202510-000000000009,ORD-202510-0000023382,PROD-0001025471,SELL-00406978,4,704.35,323.18,285.86,2780.08,GBP,AUS,Europe,Seller Fulfilled,false,0,0,2025-10-24 17:40:48,stephen.jordan063@commerce.example.com
,ITEM-202510-000000000010,ORD-202510-0000019285,PROD-0001014114,SELL-00406658,4,204.56,148.65,20.25,689.84,USD,DEU,Asia,Platform Fulfilled,false,0,0,2025-10-15 06:35:19,jennifer.bauer068@analytics.example.com
,ITEM-202510-000000000011,ORD-202510-0000001376,PROD-0001006100,SELL-00406870,5,238.51,186.65,65.61,1071.51,JPY,NLD,North America,Platform Fulfilled,false,1,0,2025-10-24 01:42:00,yesenia.arnold040@platform.example.com
,ITEM-202510-000000000012,ORD-202510-0000013084,PROD-0001024575,SELL-00404910,5,322.11,242.53,153.35,1521.37,CAD,USA,South America,Platform Fulfilled,false,0,0,2025-10-16 20:24:25,christine.carter078@commerce.example.com
,ITEM-202510-000000000013,ORD-202510-0000025016,PROD-0001008931,SELL-00408221,6,317.03,16.84,292.71,2178.05,BRL,ARE,South America,Seller Fulfilled,false,0,0,2025-10-20 18:12:07,richard.bradshaw051@platform.example.com
,ITEM-202510-000000000014,ORD-202510-0000021394,PROD-0001019280,SELL-00410493,3,1146.75,609.94,673.93,3504.24,AUD,ARE,North America,Platform Fulfilled,false,0,0,2025-10-17 10:30:56,shawn.baxter004@dataops.example.com
