product_record_id,product_id,parent_product_id,product_title,brand,category_level_1,category_level_2,category_level_3,category_level_4,product_type,seller_id,country_of_sale,country_code,local_currency,base_price_local,cost_local,discount_percentage,tax_percentage,product_rating,review_count,product_status,stock_quantity,product_launch_date,effective_from,effective_to,is_current,created_at,updated_at,created_by
1189168,PROD-0001189168,PARENT-0000387679,Family Agent Phones,Brooks-Riley,Electronics,Phones,Premium,Bundle,Subscription,SELL-00484752,Japan,CAN,BRL,1526.76,992.08,32.8,16.16,4.09,7,Active,638,2026-07-11,2026-07-11 00:00:00,,true,2026-07-11 15:13:03,2026-07-11 22:44:45,carol.bonilla067@analytics.example.com
1189169,PROD-0001189169,PARENT-0000295728,Become Record Furniture,Mills-Garcia,Home,Furniture,Standard,Bundle,Standard,SELL-00486739,Spain,AUS,AUD,1630.68,918.66,22.29,20.74,4.74,114,Active,560,2026-07-28,2026-07-28 00:00:00,,true,2026-07-28 17:11:23,2026-07-28 14:17:08,renee.harvey080@dataops.example.com
1189170,PROD-0001189170,PARENT-0000207857,Alone It Puzzles,"Mcgee, Acosta and Williams",Toys,Puzzles,Pro,Popular,Premium,SELL-00481772,Canada,AUS,USD,2335.24,1220.7,32.96,2.04,4.07,263,Active,175,2026-07-18,2026-07-18 00:00:00,,true,2026-07-18 06:57:56,2026-07-18 16:19:46,micheal.chen050@dataops.example.com
1189171,PROD-0001189171,PARENT-0001105866,Agency Direction Decor,Werner-Pineda,Home,Decor,Standard,Bundle,Premium,SELL-00487565,Canada,ARE,GBP,70.94,47.55,10.92,16.08,3.8,169,Active,292,2026-07-04,2026-07-04 00:00:00,,true,2026-07-04 03:58:35,2026-07-04 19:45:45,nicholas.wilson027@analytics.example.com
1189172,PROD-0001189172,PARENT-0000860725,About Character Kitchen,"Day, Parks and Cole",Home,Kitchen,Pro,Popular,Bundle,SELL-00485513,Canada,ITA,JPY,677.11,492.47,22.09,19.25,3.8,32,Active,394,2026-07-29,2026-07-29 00:00:00,,true,2026-07-29 02:53:39,2026-07-29 09:03:29,raymond.pineda079@platform.example.com
1189173,PROD-0001189173,PARENT-0000844020,Idea Answer Non-fiction,"Williams, Martinez and Jones",Books,Non-fiction,Limited,Bundle,Standard,SELL-00481564,Canada,SGP,EUR,1779.26,1038.08,17.38,15.97,3.61,182,Active,494,2026-07-08,2026-07-08 00:00:00,,true,2026-07-08 04:18:48,2026-07-08 03:46:13,brittany.barber031@commerce.example.com
1189174,PROD-0001189174,PARENT-0000031918,Political Cause Decor,Brady-Gray,Home,Decor,Eco,Classic,Standard,SELL-00483713,Brazil,MEX,GBP,35.41,18.4,29.27,14.72,3.91,17,Active,276,2026-07-13,2026-07-13 00:00:00,,true,2026-07-13 06:24:53,2026-07-13 21:46:55,kevin.mathews014@analytics.example.com
1189175,PROD-0001189175,PARENT-0000414949,Dark Human Audio,Dixon Inc,Electronics,Audio,Limited,Popular,Subscription,SELL-00485269,Canada,GBR,GBP,415.95,303.38,9.69,8.6,4.93,315,Active,459,2026-07-21,2026-07-21 00:00:00,,true,2026-07-21 22:58:58,2026-07-21 07:55:15,michael.berger060@platform.example.com
1189176,PROD-0001189176,PARENT-0000892910,Show Program Personal Care,Stuart Inc,Beauty,Personal Care,Pro,Seasonal,Standard,SELL-00482322,Brazil,JPN,BRL,2139.96,1173.21,18.41,0.94,3.58,148,Active,619,2026-07-21,2026-07-21 00:00:00,,true,2026-07-21 15:31:24,2026-07-21 02:55:52,judy.rogers086@platform.example.com
1189177,PROD-0001189177,PARENT-0000472150,Candidate Almost Sportswear,Hughes Inc,Fashion,Sportswear,Pro,Popular,Standard,SELL-00480349,Italy,USA,EUR,1987.62,1121.51,31.59,14.92,3.51,61,Active,398,2026-07-08,2026-07-08 00:00:00,,true,2026-07-08 19:38:52,2026-07-08 00:08:18,raymond.davis085@analytics.example.com
1189178,PROD-0001189178,PARENT-0000411387,Too Executive Kitchen,Sloan Inc,Home,Kitchen,Eco,Bundle,Premium,SELL-00485454,United Kingdom,AUS,USD,1472.98,528.05,3.17,3.31,4.47,36,Active,708,2026-07-29,2026-07-29 00:00:00,,true,2026-07-29 00:45:59,2026-07-29 09:38:15,jennifer.erickson018@platform.example.com
1189179,PROD-0001189179,PARENT-0001186393,Century Property Kitchen,Griffin-Cole,Home,Kitchen,Premium,Classic,Standard,SELL-00481307,France,MEX,USD,2445.38,1106.61,13.14,2.95,4.61,48,Active,542,2026-07-12,2026-07-12 00:00:00,,true,2026-07-12 01:44:44,2026-07-12 14:43:35,jennifer.erickson018@platform.example.com
1189180,PROD-0001189180,PARENT-0000603357,Onto Bring Cameras,Mejia Inc,Electronics,Cameras,Eco,Seasonal,Bundle,SELL-00480528,Japan,SGP,MXN,2375.25,850.6,26.07,8.64,4.1,1,Active,609,2026-07-20,2026-07-20 00:00:00,,true,2026-07-20 23:37:43,2026-07-20 22:52:04,jennifer.bauer068@analytics.example.com
1189181,PROD-0001189181,PARENT-0000567328,Certain Store Furniture,Benson PLC,Home,Furniture,Eco,New,Premium,SELL-00485929,United Arab Emirates,ITA,INR,1513.24,832.45,14.78,14.59,4.76,16,Active,314,2026-07-23,2026-07-23 00:00:00,,true,2026-07-23 15:30:38,2026-07-23 18:13:30,brittany.rose019@commerce.example.com
1189182,PROD-0001189182,PARENT-0000518828,Likely Local Men,Cross-Alexander,Fashion,Men,Pro,Bundle,Subscription,SELL-00485649,Spain,MEX,AED,26.58,9.97,43.34,5.5,4.36,5,Active,489,2026-07-06,2026-07-06 00:00:00,,true,2026-07-06 21:46:01,2026-07-06 08:01:39,ryan.steele043@commerce.example.com
1189183,PROD-0001189183,PARENT-0000375444,Miss Central Furniture,Kennedy-Soto,Home,Furniture,Pro,Classic,Bundle,SELL-00482048,Italy,GBR,EUR,2041.12,1534.88,21.68,14.53,4.14,140,Active,254,2026-07-19,2026-07-19 00:00:00,,true,2026-07-19 11:28:16,2026-07-19 15:20:39,brittany.barber031@commerce.example.com
1189184,PROD-0001189184,PARENT-0000275313,Store Although Men,Marks Group,Fashion,Men,Limited,Popular,Standard,SELL-00481443,Spain,ARE,AED,1289.66,883.65,44.22,1.37,3.91,48,Active,293,2026-07-09,2026-07-09 00:00:00,,true,2026-07-09 14:31:17,2026-07-09 00:26:29,anita.garcia021@dataops.example.com
1189185,PROD-0001189185,PARENT-0000961173,Easy High Phones,Reed-Williams,Electronics,Phones,Eco,Popular,Subscription,SELL-00479939,Spain,JPN,INR,1118.36,689.93,37.92,8.5,4.04,80,Active,625,2026-07-02,2026-07-02 00:00:00,,true,2026-07-02 10:02:35,2026-07-02 21:35:48,michael.brewer084@analytics.example.com
1189186,PROD-0001189186,PARENT-0001091285,Dog Seat Games,Rowe LLC,Toys,Games,Pro,Classic,Subscription,SELL-00480746,Japan,CAN,INR,2342.89,1805.1,18.2,23.77,3.73,174,Discontinued,496,2026-07-21,2026-07-21 00:00:00,,true,2026-07-21 05:45:32,2026-07-21 21:19:36,kimberly.harmon088@commerce.example.com
1189187,PROD-0001189187,PARENT-0000698117,Smile Exist Shoes,Burton PLC,Fashion,Shoes,Pro,Seasonal,Bundle,SELL-00484930,United Arab Emirates,BRA,MXN,726.98,428.16,22.65,14.35,4.34,39,Active,353,2026-07-02,2026-07-02 00:00:00,,true,2026-07-02 20:50:09,2026-07-02 15:49:53,darren.anderson025@dataops.example.com
