campaign_record_id,campaign_id,campaign_name,campaign_type,channel,source,medium,country_code,region_name,start_date,end_date,budget_local,spend_local,local_currency,impressions,clicks,conversions,created_at,created_by
,CAMP-2022-07-000000,Growth Major Campaign,Brand,Organic,CRM,affiliate,FRA,Europe,2022-07-12,2022-07-18,7351.5,3937.46,EUR,381236,24459,1683,2022-07-12 05:37:18,chelsea.patel065@commerce.example.com
,CAMP-2022-07-000001,Member Management Campaign,Seasonal,Google Ads,Partner,email,FRA,Europe,2022-07-10,2022-07-31,243987.95,189219.15,EUR,670885,17931,185,2022-07-10 20:06:46,megan.cunningham013@commerce.example.com
,CAMP-2022-07-000002,Back-to-School Story Campaign,Retention,Organic,Partner,email,ITA,Europe,2022-07-14,2022-07-26,253829.97,239231.12,EUR,177933,11648,1952,2022-07-14 01:09:26,brian.taylor114@analytics.example.com
,CAMP-2022-07-000003,Back-to-School Several Campaign,Retention,Display,Meta,referral,BRA,South America,2022-07-28,2022-08-05,280841.03,252709.89,BRL,98442,7818,880,2022-07-28 12:02:11,eric.horton058@analytics.example.com
,CAMP-2022-07-000004,Back-to-School Yet Campaign,Performance,Meta,TikTok,social,ITA,Europe,2022-07-31,2022-08-05,415285.45,223142.02,EUR,163581,2707,211,2022-07-31 13:53:06,christine.johnson056@commerce.example.com
,CAMP-2022-07-000005,Holiday Good Campaign,Brand,TikTok,CRM,organic,AUS,Oceania,2022-07-28,2022-08-17,470102.01,186506.08,AUD,21029,1062,75,2022-07-28 15:33:04,ashley.marks069@commerce.example.com
,CAMP-2022-07-000006,Winter Tough Campaign,Launch,Display,CRM,cpc,USA,North America,2022-07-24,2022-08-09,328572.66,204690.52,USD,8865,630,18,2022-07-24 23:14:46,craig.johnson106@analytics.example.com
,CAMP-2022-07-000007,Back-to-School Light Campaign,Brand,Meta,CRM,organic,MEX,North America,2022-07-25,2022-08-13,364192.21,262724.76,MXN,60584,1694,270,2022-07-25 10:43:55,ryan.steele043@commerce.example.com
,CAMP-2022-07-000008,Holiday Yourself Campaign,Performance,Organic,Meta,cpc,ITA,Europe,2022-07-30,2022-08-25,225156.55,84970.1,EUR,119433,1374,222,2022-07-30 02:22:19,tina.williams074@commerce.example.com
,CAMP-2022-07-000009,Winter Leg Campaign,Retention,Email,CRM,email,NLD,Europe,2022-07-05,2022-07-29,417970.49,136164.92,EUR,9169,484,15,2022-07-05 23:24:11,brian.taylor114@analytics.example.com
,CAMP-2022-07-000010,Winter Condition Campaign,Seasonal,Email,Meta,direct,ITA,Europe,2022-07-28,2022-08-29,324330.5,305038.01,EUR,285224,21983,2861,2022-07-28 07:51:21,ashley.marks069@commerce.example.com
,CAMP-2022-07-000011,Back-to-School Stay Campaign,Launch,Email,Partner,organic,AUS,Oceania,2022-07-30,2022-08-02,73108.82,72900.29,AUD,71258,3638,649,2022-07-30 16:06:23,yolanda.vasquez005@platform.example.com
,CAMP-2022-07-000012,Holiday Nation Campaign,Performance,Google Ads,Partner,direct,IND,Asia,2022-07-10,2022-08-14,310800.65,146042.38,INR,138872,5618,874,2022-07-10 09:06:02,tina.williams074@commerce.example.com
,CAMP-2022-07-000013,Growth Turn Campaign,Brand,Affiliate,CRM,affiliate,JPN,Asia,2022-07-19,2022-08-16,431774.27,325482.18,JPY,129563,3649,195,2022-07-19 17:07:08,kevin.mathews014@analytics.example.com
,CAMP-2022-07-000014,Back-to-School Unit Campaign,Brand,Affiliate,Google,affiliate,USA,North America,2022-07-09,2022-08-11,152076.22,106793.28,USD,79260,3699,307,2022-07-09 09:45:21,peter.martinez098@platform.example.com
