order_item_record_id,order_item_id,order_id,product_id,seller_id,quantity,unit_price_local,discount_local,tax_local,item_total_local,local_currency,country_code,region_name,fulfillment_type,return_flag,return_quantity,refund_amount_local,created_at,created_by
,ITEM-202310-000000000000,ORD-202310-0000006893,PROD-0000571600,SELL-00231674,5,407.39,163.16,195.64,2069.43,BRL,MEX,North America,Seller Fulfilled,false,0,0,2023-10-13 01:56:45,crystal.smith022@platform.example.com
,ITEM-202310-000000000001,ORD-202310-0000018067,PROD-0000575984,SELL-00235140,5,336.42,31.58,134.62,1785.14,AUD,JPN,Europe,Seller Fulfilled,false,0,0,2023-10-08 18:55:24,eric.horton058@analytics.example.com
,ITEM-202310-000000000002,ORD-202310-0000011264,PROD-0000567302,SELL-00233172,1,667.6,20.09,114.55,762.06,GBP,GBR,North America,Seller Fulfilled,false,0,0,2023-10-04 23:55:33,eric.mullen052@dataops.example.com
,ITEM-202310-000000000003,ORD-202310-0000009910,PROD-0000570299,SELL-00232598,3,185.01,40.98,82.11,596.16,AUD,CAN,Asia,Platform Fulfilled,false,0,0,2023-10-06 06:04:28,sylvia.diaz107@dataops.example.com
,ITEM-202310-000000000004,ORD-202310-0000007083,PROD-0000571501,SELL-00234558,3,204.64,100.32,68.16,581.76,USD,ARE,Oceania,Platform Fulfilled,false,0,0,2023-10-30 22:43:13,yesenia.arnold040@platform.example.com
,ITEM-202310-000000000005,ORD-202310-0000016766,PROD-0000566597,SELL-00232039,1,423.9,68.22,68.84,424.52,USD,SGP,Asia,Platform Fulfilled,false,0,0,2023-10-19 18:47:28,victor.palmer071@platform.example.com
,ITEM-202310-000000000006,ORD-202310-0000014136,PROD-0000580190,SELL-00229837,2,475.83,94.79,172.66,1029.53,MXN,IND,Europe,Platform Fulfilled,false,0,0,2023-10-20 06:28:19,brittany.rose019@commerce.example.com
,ITEM-202310-000000000007,ORD-202310-0000007240,PROD-0000579047,SELL-00233561,2,389.08,168.26,65.74,675.64,INR,CAN,Oceania,Dropship,false,0,0,2023-10-17 04:05:49,amy.holmes103@dataops.example.com
,ITEM-202310-000000000008,ORD-202310-0000005966,PROD-0000570911,SELL-00234237,5,424.51,204.84,368.12,2285.83,CAD,IND,Europe,Dropship,false,0,0,2023-10-26 10:07:50,michelle.bender024@analytics.example.com
,ITEM-202310-000000000009,ORD-202310-0000020421,PROD-0000569457,SELL-00235756,2,345.22,7.24,17.86,701.06,JPY,DEU,Europe,Dropship,false,0,0,2023-10-22 04:01:47,peter.martinez098@platform.example.com
,ITEM-202310-000000000010,ORD-202310-0000000243,PROD-0000575704,SELL-00231748,1,319.28,63.07,47.29,303.5,GBP,CAN,Europe,Dropship,false,0,0,2023-10-14 09:21:20,jennifer.atkins003@platform.example.com
,ITEM-202310-000000000011,ORD-202310-0000012407,PROD-0000576775,SELL-00234945,6,959.27,100.0,447.6,6103.22,USD,FRA,Asia,Dropship,false,4,0,2023-10-21 09:33:11,jennifer.bauer068@analytics.example.com
,ITEM-202310-000000000012,ORD-202310-0000011805,PROD-0000568314,SELL-00233693,4,1037.71,713.97,200.0,3636.87,CAD,JPN,Asia,Seller Fulfilled,false,0,0,2023-10-16 17:27:44,brandon.yu006@analytics.example.com
,ITEM-202310-000000000013,ORD-202310-0000011232,PROD-0000581323,SELL-00232464,4,936.22,655.01,467.56,3557.43,INR,ARE,Asia,Dropship,true,0,0,2023-10-26 09:04:17,juan.simmons120@platform.example.com
