shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202103-0000000000,ORD-202103-0000003581,WH-00183,DEU,Asia,USPS,Pickup,Delivered,2021-03-28 21:18:04,2021-03-30,2021-04-05 01:18:04,1,India,2021-03-28 21:18:04,michelle.bender024@analytics.example.com
,SHP-202103-0000000001,ORD-202103-0000001824,WH-00019,GBR,Europe,Australia Post,Pickup,Delayed,2021-03-29 23:13:51,2021-04-01,,1,Germany,2021-03-29 23:13:51,timothy.cameron104@commerce.example.com
,SHP-202103-0000000002,ORD-202103-0000000354,WH-00037,DEU,Asia,FedEx,Same Day,Delivered,2021-03-14 13:49:15,2021-03-18,2021-03-19 00:49:15,3,Singapore,2021-03-14 13:49:15,tiffany.freeman101@analytics.example.com
,SHP-202103-0000000003,ORD-202103-0000000769,WH-00209,ARE,Europe,Royal Mail,Same Day,Delayed,2021-03-20 14:01:19,2021-03-29,,2,Spain,2021-03-20 14:01:19,jeffery.miller012@commerce.example.com
,SHP-202103-0000000004,ORD-202103-0000002919,WH-00107,IND,Europe,DPD,Express,Returned,2021-03-07 18:19:14,2021-03-12,,1,France,2021-03-07 18:19:14,maria.ashley046@analytics.example.com
,SHP-202103-0000000005,ORD-202103-0000002221,WH-00071,JPN,Europe,FedEx,Express,In Transit,2021-03-18 21:54:00,2021-03-23,,3,United States,2021-03-18 21:54:00,victoria.medina044@dataops.example.com
,SHP-202103-0000000006,ORD-202103-0000001188,WH-00212,ARE,North America,DHL,Express,Delivered,2021-03-06 05:00:25,2021-03-14,2021-03-10 16:00:25,1,United Arab Emirates,2021-03-06 05:00:25,ashley.marks069@commerce.example.com
,SHP-202103-0000000007,ORD-202103-0000001200,WH-00230,ESP,Europe,UPS,Standard,Delivered,2021-03-09 07:13:56,2021-03-15,2021-03-21 08:13:56,1,United Kingdom,2021-03-09 07:13:56,james.proctor094@dataops.example.com
,SHP-202103-0000000008,ORD-202103-0000002200,WH-00170,ESP,Asia,Royal Mail,Express,Delivered,2021-03-18 12:30:03,2021-03-28,2021-03-31 19:30:03,1,India,2021-03-18 12:30:03,brandon.yu006@analytics.example.com
,SHP-202103-0000000009,ORD-202103-0000001835,WH-00064,SGP,North America,Royal Mail,Express,Delivered,2021-03-15 11:01:10,2021-03-24,2021-03-25 17:01:10,1,Italy,2021-03-15 11:01:10,tiffany.freeman101@analytics.example.com
,SHP-202103-0000000010,ORD-202103-0000001876,WH-00212,JPN,Europe,USPS,Standard,Delivered,2021-03-17 19:09:08,2021-03-24,2021-03-21 03:09:08,1,Brazil,2021-03-17 19:09:08,jason.franklin045@dataops.example.com
,SHP-202103-0000000011,ORD-202103-0000001208,WH-00097,AUS,North America,Royal Mail,Standard,In Transit,2021-03-25 19:18:35,2021-04-03,,1,France,2021-03-25 19:18:35,andrea.cummings039@platform.example.com
,SHP-202103-0000000012,ORD-202103-0000001042,WH-00240,DEU,Europe,Royal Mail,Standard,In Transit,2021-03-05 06:31:38,2021-03-13,,1,Mexico,2021-03-05 06:31:38,eric.mullen052@dataops.example.com
