payment_record_id,payment_id,order_id,customer_id,payment_timestamp,payment_method,payment_status,payment_amount_local,local_currency,country_code,region_name,failure_reason,refund_flag,created_at,created_by
,PAY-202510-00000000000,ORD-202510-0000005201,CUST-0001831250,2025-10-09 08:27:01,Phonepe,Success,2421.37,BRL,BRA,South America,,false,2025-10-09 08:27:01,judy.rogers086@platform.example.com
,PAY-202510-00000000001,ORD-202510-0000012743,CUST-0001832436,2025-10-30 09:27:33,Google Pay,Success,1248.66,BRL,BRA,South America,,false,2025-10-30 09:27:33,richard.bradshaw051@platform.example.com
,PAY-202510-00000000002,ORD-202510-0000011427,CUST-0001842749,2025-10-22 17:28:51,PayPal,Success,3062.09,SGD,SGP,Asia,,false,2025-10-22 17:28:51,jack.smith053@analytics.example.com
,PAY-202510-00000000003,ORD-202510-0000001195,CUST-0001829509,2025-10-22 20:26:53,Phonepe,Success,1965.33,EUR,ITA,Europe,,false,2025-10-22 20:26:53,oscar.owens072@analytics.example.com
,PAY-202510-00000000004,ORD-202510-0000009069,CUST-0001836040,2025-10-05 22:17:53,Apple Pay,Success,2073.93,EUR,ESP,Europe,,false,2025-10-05 22:17:53,ryan.steele043@commerce.example.com
,PAY-202510-00000000005,ORD-202510-0000011680,CUST-0001822097,2025-10-02 21:40:27,Paytm,Success,208.93,SGD,SGP,Asia,,false,2025-10-02 21:40:27,joseph.johnson049@dataops.example.com
,PAY-202510-00000000006,ORD-202510-0000005329,CUST-0001851068,2025-10-09 19:04:27,Debit Card,Success,1530.8,INR,IND,Asia,,false,2025-10-09 19:04:27,troy.boone097@platform.example.com
,PAY-202510-00000000007,ORD-202510-0000007764,CUST-0001847321,2025-10-19 13:21:36,Credit Card,Success,1920.55,INR,IND,Asia,,false,2025-10-19 13:21:36,jennifer.erickson018@platform.example.com
,PAY-202510-00000000008,ORD-202510-0000008724,CUST-0001819650,2025-10-23 13:05:17,Buy Now Pay Later,Success,332.26,CAD,CAN,North America,,false,2025-10-23 13:05:17,crystal.smith022@platform.example.com
,PAY-202510-00000000009,ORD-202510-0000005261,CUST-0001821728,2025-10-06 09:32:19,Paytm,Success,3179.69,AUD,AUS,Oceania,,false,2025-10-06 09:32:19,timothy.cannon081@analytics.example.com
,PAY-202510-00000000010,ORD-202510-0000002293,CUST-0001838071,2025-10-22 14:27:00,PayPal,Success,3193.8,BRL,BRA,South America,,false,2025-10-22 14:27:00,rachel.hall062@platform.example.com
,PAY-202510-00000000011,ORD-202510-0000006307,CUST-0001843258,2025-10-15 23:31:02,Phonepe,Success,2704.08,INR,IND,Asia,,false,2025-10-15 23:31:02,samantha.villa073@commerce.example.com
,PAY-202510-00000000012,ORD-202510-0000001412,CUST-0001825581,2025-10-12 04:16:06,Debit Card,Success,2629.23,MXN,MEX,North America,,false,2025-10-12 04:16:06,samantha.villa073@commerce.example.com
,PAY-202510-00000000013,ORD-202510-0000003350,CUST-0001839802,2025-10-16 23:56:54,Phonepe,Success,937.79,JPY,JPN,Asia,,false,2025-10-16 23:56:54,brandi.carter038@dataops.example.com
,PAY-202510-00000000014,ORD-202510-0000006308,CUST-0001837731,2025-10-17 12:49:22,Apple Pay,Success,2296.75,EUR,ITA,Europe,,false,2025-10-17 12:49:22,jack.smith053@analytics.example.com
,PAY-202510-00000000015,ORD-202510-0000005288,CUST-0001836346,2025-10-31 13:07:27,Buy Now Pay Later,Success,1203.85,EUR,ITA,Europe,,false,2025-10-31 13:07:27,stephen.daniels076@commerce.example.com
,PAY-202510-00000000016,ORD-202510-0000010109,CUST-0001831558,2025-10-07 23:30:10,Credit Card,Success,1779.17,GBP,GBR,Europe,,false,2025-10-07 23:30:10,ryan.steele043@commerce.example.com
,PAY-202510-00000000017,ORD-202510-0000006747,CUST-0001834327,2025-10-29 00:04:29,Apple Pay,Success,2226.1,GBP,GBR,Europe,,false,2025-10-29 00:04:29,jennifer.bauer068@analytics.example.com
,PAY-202510-00000000018,ORD-202510-0000009169,CUST-0001820578,2025-10-13 06:34:03,Bank Transfer,Success,2669.22,GBP,GBR,Europe,,false,2025-10-13 06:34:03,rebecca.white032@dataops.example.com
,PAY-202510-00000000019,ORD-202510-0000001460,CUST-0001842946,2025-10-16 02:19:20,PayPal,Success,1370.88,EUR,DEU,Europe,,false,2025-10-16 02:19:20,katelyn.pitts017@commerce.example.com
,PAY-202510-00000000020,ORD-202510-0000004247,CUST-0001827792,2025-10-11 02:27:35,Apple Pay,Success,80.88,AED,ARE,Asia,,false,2025-10-11 02:27:35,stephen.daniels076@commerce.example.com
,PAY-202510-00000000021,ORD-202510-0000001795,CUST-0001820172,2025-10-31 02:31:05,Credit Card,Success,2888.95,SGD,SGP,Asia,,false,2025-10-31 02:31:05,jennifer.erickson018@platform.example.com
,PAY-202510-00000000022,ORD-202510-0000003149,CUST-0001822032,2025-10-06 11:49:49,Bank Transfer,Success,811.26,INR,IND,Asia,,false,2025-10-06 11:49:49,kelsey.taylor010@platform.example.com
,PAY-202510-00000000023,ORD-202510-0000003843,CUST-0001828768,2025-10-13 07:23:50,Google Pay,Success,1705.06,BRL,BRA,South America,,false,2025-10-13 07:23:50,maria.ashley046@analytics.example.com
,PAY-202510-00000000024,ORD-202510-0000001819,CUST-0001847988,2025-10-13 02:28:45,Buy Now Pay Later,Success,646.06,MXN,MEX,North America,,false,2025-10-13 02:28:45,ashley.marks069@commerce.example.com
,PAY-202510-00000000025,ORD-202510-0000002938,CUST-0001854253,2025-10-27 20:44:06,PayPal,Success,195.03,AED,ARE,Asia,,false,2025-10-27 20:44:06,elizabeth.olsen066@platform.example.com
,PAY-202510-00000000026,ORD-202510-0000013294,CUST-0001853155,2025-10-04 18:02:34,Apple Pay,Pending,1363.13,EUR,ESP,Europe,,false,2025-10-04 18:02:34,rachel.hall062@platform.example.com
,PAY-202510-00000000027,ORD-202510-0000004357,CUST-0001831854,2025-10-13 01:18:52,Phonepe,Success,2510.86,EUR,ESP,Europe,,false,2025-10-13 01:18:52,tammy.smith009@platform.example.com
