customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
553335,CUST-0000553335,John,Powers,Female,1961-03-29,61,55-64,john.powers.553335@yahoo.com,Australia,AUS,Oceania,Australia and New Zealand,North Russell,New York,70712,AUD,New,Organic,2022-04-11,Active,true,2022-04-11 00:00:00,,true,Web,2022-04-11 16:36:19,2022-04-11 04:55:21,stephen.daniels076@commerce.example.com
553336,CUST-0000553336,Meredith,Norton,Male,2005-10-29,16,18-24,meredith.norton.553336@gmail.com,Canada,CAN,North America,Northern America,Jacobsstad,California,14567,CAD,Regular,Direct,2022-04-01,Active,false,2022-04-01 00:00:00,,true,Marketplace,2022-04-01 10:36:19,2022-04-01 14:07:16,katelyn.pitts017@commerce.example.com
553337,CUST-0000553337,William,Gray,Female,1954-12-23,67,65+,william.gray.553337@hotmail.com,Japan,JPN,Asia,Eastern Asia,East Darrellmouth,Pennsylvania,56039,JPY,Occasional,Referral,2022-04-25,Inactive,true,2022-04-25 00:00:00,,true,CRM,2022-04-25 16:16:03,2022-04-25 12:04:27,kevin.mathews014@analytics.example.com
553338,CUST-0000553338,Allison,Martin,Female,1974-07-04,47,45-54,allison.martin.553338@hotmail.com,Canada,CAN,North America,Northern America,Heatherborough,Virginia,14955,CAD,Regular,Organic,2022-04-04,Active,false,2022-04-04 00:00:00,,true,CRM,2022-04-04 20:57:59,2022-04-04 23:45:26,stephen.clark001@analytics.example.com
553339,CUST-0000553339,John,Schaefer,Prefer not to say,1941-02-13,81,65+,john.schaefer.553339@gmail.com,Australia,AUS,Oceania,Australia and New Zealand,West Heidiberg,Illinois,73811,AUD,Occasional,Referral,2022-04-02,Active,false,2022-04-02 00:00:00,,true,CRM,2022-04-02 14:25:47,2022-04-02 16:03:38,adam.gordon030@commerce.example.com
553340,CUST-0000553340,John,Bass,Prefer not to say,1974-06-13,47,45-54,john.bass.553340@hotmail.com,Germany,DEU,Europe,Western Europe,Edwardsborough,Pennsylvania,54748,EUR,Occasional,Direct,2022-04-13,Active,true,2022-04-13 00:00:00,,true,Marketplace,2022-04-13 15:45:28,2022-04-13 21:56:42,grace.gonzales099@dataops.example.com
553341,CUST-0000553341,Sara,Rodriguez,Prefer not to say,1944-04-24,77,65+,sara.rodriguez.553341@gmail.com,Netherlands,NLD,Europe,Western Europe,Brandonstad,Arizona,06661,EUR,Regular,Paid Search,2022-04-11,Active,false,2022-04-11 00:00:00,,true,CRM,2022-04-11 16:35:30,2022-04-11 21:24:35,david.cabrera119@dataops.example.com
553342,CUST-0000553342,Colleen,Jennings,Non-binary,2005-08-20,16,18-24,colleen.jennings.553342@hotmail.com,Italy,ITA,Europe,Southern Europe,Emilyview,Massachusetts,73154,EUR,Regular,Direct,2022-04-02,Active,false,2022-04-02 00:00:00,,true,Web,2022-04-02 18:23:17,2022-04-02 04:54:57,micheal.hall064@dataops.example.com
553343,CUST-0000553343,Debra,Saunders,Prefer not to say,2001-05-03,20,18-24,debra.saunders.553343@yahoo.com,Italy,ITA,Europe,Southern Europe,West Bruce,Nebraska,18085,EUR,Regular,Paid Search,2022-04-29,Active,false,2022-04-29 00:00:00,,true,CRM,2022-04-29 21:40:57,2022-04-29 02:20:05,michael.berger060@platform.example.com
553344,CUST-0000553344,Lisa,Rosales,Non-binary,1964-09-28,57,55-64,lisa.rosales.553344@gmail.com,Netherlands,NLD,Europe,Western Europe,South Mariastad,Tennessee,23624,EUR,New,Affiliate,2022-04-16,Inactive,true,2022-04-16 00:00:00,,true,CRM,2022-04-16 20:57:22,2022-04-16 21:39:41,eric.horton058@analytics.example.com
