shipment_record_id,shipment_id,order_id,warehouse_id,country_code,region_name,carrier,shipping_method,shipment_status,shipped_timestamp,estimated_delivery_date,actual_delivery_timestamp,delivery_attempts,delivery_country,created_at,created_by
,SHP-202408-0000000000,ORD-202408-0000003846,WH-00036,DEU,Asia,Royal Mail,Standard,Delivered,2024-08-27 15:01:36,2024-09-04,2024-09-04 17:01:36,1,Canada,2024-08-27 15:01:36,micheal.hall064@dataops.example.com
,SHP-202408-0000000001,ORD-202408-0000004777,WH-00059,IND,Oceania,Royal Mail,Standard,Returned,2024-08-10 01:32:58,2024-08-16,,1,Mexico,2024-08-10 01:32:58,jonathan.jimenez057@platform.example.com
,SHP-202408-0000000002,ORD-202408-0000000252,WH-00224,IND,North America,USPS,Pickup,Returned,2024-08-15 19:14:42,2024-08-25,,1,Mexico,2024-08-15 19:14:42,jimmy.washington028@commerce.example.com
,SHP-202408-0000000003,ORD-202408-0000001092,WH-00079,SGP,Asia,Australia Post,Economy,Delivered,2024-08-16 04:10:49,2024-08-25,2024-08-22 10:10:49,2,Japan,2024-08-16 04:10:49,eric.horton058@analytics.example.com
,SHP-202408-0000000004,ORD-202408-0000005869,WH-00115,MEX,Asia,USPS,Standard,Delivered,2024-08-07 09:45:21,2024-08-12,2024-08-09 10:45:21,2,United States,2024-08-07 09:45:21,christopher.reed095@commerce.example.com
,SHP-202408-0000000005,ORD-202408-0000005920,WH-00237,AUS,Europe,DPD,Express,Delivered,2024-08-14 09:01:34,2024-08-19,2024-08-28 09:01:34,3,Mexico,2024-08-14 09:01:34,ryan.steele043@commerce.example.com
,SHP-202408-0000000006,ORD-202408-0000003343,WH-00090,JPN,Europe,Royal Mail,Pickup,Delivered,2024-08-16 03:02:57,2024-08-21,2024-08-21 14:02:57,3,France,2024-08-16 03:02:57,yesenia.arnold040@platform.example.com
,SHP-202408-0000000007,ORD-202408-0000002224,WH-00184,ESP,Europe,Royal Mail,Same Day,Shipped,2024-08-21 06:18:35,2024-08-29,,1,Germany,2024-08-21 06:18:35,tara.hansen055@dataops.example.com
,SHP-202408-0000000008,ORD-202408-0000001307,WH-00236,DEU,Europe,USPS,Economy,Delivered,2024-08-11 23:19:41,2024-08-14,2024-08-17 09:19:41,1,France,2024-08-11 23:19:41,jeffery.miller012@commerce.example.com
,SHP-202408-0000000009,ORD-202408-0000003951,WH-00181,ITA,Asia,USPS,Express,Delivered,2024-08-18 02:29:41,2024-08-27,2024-08-26 13:29:41,1,Germany,2024-08-18 02:29:41,micheal.chen050@dataops.example.com
,SHP-202408-0000000010,ORD-202408-0000004803,WH-00028,ITA,Asia,UPS,Standard,Delivered,2024-08-07 05:58:09,2024-08-13,2024-08-10 06:58:09,1,Singapore,2024-08-07 05:58:09,darren.anderson025@dataops.example.com
,SHP-202408-0000000011,ORD-202408-0000006066,WH-00193,MEX,Europe,UPS,Same Day,In Transit,2024-08-14 21:59:38,2024-08-21,,1,France,2024-08-14 21:59:38,brandi.carter038@dataops.example.com
,SHP-202408-0000000012,ORD-202408-0000005349,WH-00150,NLD,South America,Royal Mail,Same Day,Delayed,2024-08-14 10:06:34,2024-08-23,,1,Spain,2024-08-14 10:06:34,crystal.smith022@platform.example.com
,SHP-202408-0000000013,ORD-202408-0000000418,WH-00206,USA,Oceania,DPD,Same Day,Delivered,2024-08-18 15:03:51,2024-08-28,2024-09-01 15:03:51,1,Brazil,2024-08-18 15:03:51,joseph.griffin070@analytics.example.com
,SHP-202408-0000000014,ORD-202408-0000002361,WH-00234,BRA,Asia,UPS,Express,Delayed,2024-08-18 06:30:14,2024-08-28,,2,Spain,2024-08-18 06:30:14,jimmy.washington028@commerce.example.com
,SHP-202408-0000000015,ORD-202408-0000001662,WH-00065,BRA,Asia,FedEx,Same Day,Delivered,2024-08-12 17:22:22,2024-08-15,2024-08-20 03:22:22,1,France,2024-08-12 17:22:22,joseph.johnson049@dataops.example.com
,SHP-202408-0000000016,ORD-202408-0000000437,WH-00133,GBR,Asia,FedEx,Economy,Delivered,2024-08-03 20:39:03,2024-08-10,2024-08-11 02:39:03,2,Germany,2024-08-03 20:39:03,joseph.johnson049@dataops.example.com
,SHP-202408-0000000017,ORD-202408-0000004238,WH-00036,IND,Europe,Australia Post,Pickup,Delivered,2024-08-23 01:56:06,2024-08-26,2024-09-04 10:56:06,1,Canada,2024-08-23 01:56:06,christopher.reed095@commerce.example.com
,SHP-202408-0000000018,ORD-202408-0000000888,WH-00024,JPN,Europe,USPS,Same Day,Delivered,2024-08-11 12:22:15,2024-08-14,2024-08-25 13:22:15,1,India,2024-08-11 12:22:15,peter.martinez098@platform.example.com
,SHP-202408-0000000019,ORD-202408-0000004892,WH-00127,ESP,Oceania,USPS,Standard,Delivered,2024-08-29 13:16:49,2024-09-06,2024-09-09 23:16:49,1,United Arab Emirates,2024-08-29 13:16:49,eric.mullen052@dataops.example.com
,SHP-202408-0000000020,ORD-202408-0000004668,WH-00086,JPN,Asia,DPD,Standard,Delayed,2024-08-05 08:54:55,2024-08-12,,1,Australia,2024-08-05 08:54:55,joann.clark089@commerce.example.com
