order_item_record_id,order_item_id,order_id,product_id,seller_id,quantity,unit_price_local,discount_local,tax_local,item_total_local,local_currency,country_code,region_name,fulfillment_type,return_flag,return_quantity,refund_amount_local,created_at,created_by
,ITEM-202012-000000000000,ORD-202012-0000002256,PROD-0000117055,SELL-00048723,1,593.01,56.57,123.3,659.74,INR,CAN,Europe,Platform Fulfilled,false,0,0,2020-12-12 08:05:47,michael.berger060@platform.example.com
,ITEM-202012-000000000001,ORD-202012-0000010386,PROD-0000113102,SELL-00047869,3,520.61,334.28,48.36,1275.91,MXN,JPN,Europe,Dropship,false,0,0,2020-12-19 22:27:25,taylor.cunningham023@commerce.example.com
,ITEM-202012-000000000002,ORD-202012-0000000974,PROD-0000108708,SELL-00044951,3,693.22,297.63,138.72,1920.75,MXN,ARE,Oceania,Dropship,false,0,0,2020-12-09 02:14:10,anita.garcia021@dataops.example.com
,ITEM-202012-000000000003,ORD-202012-0000017210,PROD-0000116324,SELL-00045415,4,333.89,53.37,287.22,1569.41,EUR,NLD,North America,Platform Fulfilled,false,0,0,2020-12-09 19:53:28,eric.mullen052@dataops.example.com
,ITEM-202012-000000000004,ORD-202012-0000009686,PROD-0000117381,SELL-00044968,6,1085.82,362.08,1329.37,7482.21,AUD,JPN,Asia,Dropship,false,0,0,2020-12-26 06:01:04,ashley.marks069@commerce.example.com
,ITEM-202012-000000000005,ORD-202012-0000008580,PROD-0000120528,SELL-00045443,4,789.84,35.68,580.41,3704.09,INR,GBR,Asia,Platform Fulfilled,false,0,0,2020-12-13 05:33:17,victor.palmer071@platform.example.com
,ITEM-202012-000000000006,ORD-202012-0000006472,PROD-0000113126,SELL-00044833,1,1095.44,238.23,160.49,1017.7,JPY,ITA,Asia,Platform Fulfilled,false,0,0,2020-12-23 18:09:21,victor.palmer071@platform.example.com
,ITEM-202012-000000000007,ORD-202012-0000017208,PROD-0000114069,SELL-00045511,2,664.43,135.47,47.58,1240.97,CAD,DEU,Asia,Seller Fulfilled,false,0,0,2020-12-22 23:20:21,michael.johnson061@platform.example.com
,ITEM-202012-000000000008,ORD-202012-0000009638,PROD-0000120610,SELL-00047322,1,629.51,74.78,53.89,608.62,MXN,ESP,Europe,Platform Fulfilled,false,0,0,2020-12-04 20:42:53,anita.garcia021@dataops.example.com
,ITEM-202012-000000000009,ORD-202012-0000013942,PROD-0000123589,SELL-00045591,2,539.59,94.65,119.14,1103.67,CAD,BRA,South America,Dropship,false,0,0,2020-12-09 03:25:40,david.cabrera119@dataops.example.com
,ITEM-202012-000000000010,ORD-202012-0000003672,PROD-0000119017,SELL-00044731,3,876.66,54.95,149.17,2724.2,USD,SGP,Europe,Platform Fulfilled,false,0,0,2020-12-29 01:38:41,james.proctor094@dataops.example.com
,ITEM-202012-000000000011,ORD-202012-0000013940,PROD-0000121990,SELL-00049114,4,485.77,9.3,430.31,2364.09,EUR,IND,Europe,Platform Fulfilled,false,0,0,2020-12-01 00:57:09,ashley.marks069@commerce.example.com
,ITEM-202012-000000000012,ORD-202012-0000015463,PROD-0000123012,SELL-00048320,1,1101.62,110.82,188.74,1179.54,SGD,GBR,Europe,Seller Fulfilled,false,0,0,2020-12-19 19:35:41,ryan.steele043@commerce.example.com
,ITEM-202012-000000000013,ORD-202012-0000006815,PROD-0000117650,SELL-00044380,2,822.7,271.44,278.28,1652.24,EUR,USA,Europe,Platform Fulfilled,false,0,0,2020-12-17 15:24:51,stephen.daniels076@commerce.example.com
,ITEM-202012-000000000014,ORD-202012-0000015882,PROD-0000118490,SELL-00049036,6,807.94,578.61,482.03,4751.06,AED,CAN,Europe,Dropship,true,0,0,2020-12-18 19:53:31,kelsey.taylor010@platform.example.com
,ITEM-202012-000000000015,ORD-202012-0000008188,PROD-0000108361,SELL-00047118,1,806.39,169.43,36.05,673.01,MXN,JPN,South America,Dropship,false,0,0,2020-12-18 10:06:45,david.cabrera119@dataops.example.com
,ITEM-202012-000000000016,ORD-202012-0000015088,PROD-0000110956,SELL-00048441,2,581.48,24.49,24.22,1162.69,SGD,BRA,Europe,Platform Fulfilled,false,0,0,2020-12-26 10:28:36,eric.horton058@analytics.example.com
