inventory_record_id,inventory_id,product_id,warehouse_id,country_code,region_name,inventory_date,stock_available,stock_reserved,stock_damaged,reorder_level,units_sold,units_returned,created_at,created_by
,INV-202211-0000000000,PROD-0000407938,WH-00183,ITA,Europe,2022-11-08,1415,394,49,145,654,14,2022-11-08 07:01:59,eric.horton058@analytics.example.com
,INV-202211-0000000001,PROD-0000398024,WH-00159,ITA,North America,2022-11-20,1356,80,41,298,301,14,2022-11-20 16:05:19,sylvia.diaz107@dataops.example.com
,INV-202211-0000000002,PROD-0000412976,WH-00104,ESP,Europe,2022-11-30,505,99,7,167,82,2,2022-11-30 09:15:22,ashley.marks069@commerce.example.com
,INV-202211-0000000003,PROD-0000411022,WH-00242,ARE,Asia,2022-11-30,877,99,0,206,224,15,2022-11-30 21:41:01,michael.johnson061@platform.example.com
,INV-202211-0000000004,PROD-0000408050,WH-00102,JPN,North America,2022-11-07,682,45,5,84,269,12,2022-11-07 13:53:39,stephen.clark001@analytics.example.com
,INV-202211-0000000005,PROD-0000404086,WH-00182,JPN,North America,2022-11-11,1059,313,19,221,265,24,2022-11-11 06:15:18,jennifer.hudson020@analytics.example.com
,INV-202211-0000000006,PROD-0000410082,WH-00047,ITA,South America,2022-11-15,318,25,7,209,58,0,2022-11-15 03:18:00,stephen.clark001@analytics.example.com
,INV-202211-0000000007,PROD-0000408746,WH-00052,ITA,Europe,2022-11-30,691,28,11,183,157,11,2022-11-30 06:06:45,jason.franklin045@dataops.example.com
,INV-202211-0000000008,PROD-0000408181,WH-00163,CAN,Asia,2022-11-08,917,96,6,177,294,9,2022-11-08 18:26:04,tina.williams074@commerce.example.com
,INV-202211-0000000009,PROD-0000412241,WH-00238,ESP,Europe,2022-11-22,1608,197,0,161,400,36,2022-11-22 19:00:04,anita.garcia021@dataops.example.com
,INV-202211-0000000010,PROD-0000411116,WH-00135,GBR,Asia,2022-11-27,777,277,8,224,178,1,2022-11-27 23:56:53,michelle.sims041@analytics.example.com
,INV-202211-0000000011,PROD-0000402059,WH-00010,JPN,Europe,2022-11-25,551,98,21,168,100,2,2022-11-25 19:19:02,lisa.kim091@platform.example.com
,INV-202211-0000000012,PROD-0000400317,WH-00190,ARE,Asia,2022-11-11,1424,387,28,207,508,25,2022-11-11 14:10:27,joseph.griffin070@analytics.example.com
,INV-202211-0000000013,PROD-0000415044,WH-00037,DEU,Europe,2022-11-22,581,216,12,218,130,6,2022-11-22 00:16:44,joseph.johnson049@dataops.example.com
,INV-202211-0000000014,PROD-0000415261,WH-00136,JPN,Europe,2022-11-12,724,68,11,240,171,15,2022-11-12 14:38:06,darren.anderson025@dataops.example.com
,INV-202211-0000000015,PROD-0000406624,WH-00182,GBR,Asia,2022-11-18,977,289,16,62,351,6,2022-11-18 01:21:21,james.proctor094@dataops.example.com
,INV-202211-0000000016,PROD-0000400861,WH-00174,GBR,Europe,2022-11-27,583,226,9,198,91,3,2022-11-27 07:27:52,timothy.cannon081@analytics.example.com
,INV-202211-0000000017,PROD-0000407300,WH-00228,FRA,Europe,2022-11-04,437,91,4,293,99,6,2022-11-04 08:33:10,michael.berger060@platform.example.com
,INV-202211-0000000018,PROD-0000400421,WH-00210,ITA,Europe,2022-11-23,0,0,0,293,0,0,2022-11-23 15:10:12,james.proctor094@dataops.example.com
,INV-202211-0000000019,PROD-0000403804,WH-00016,AUS,Europe,2022-11-11,877,147,32,93,170,6,2022-11-11 16:15:34,chelsea.patel065@commerce.example.com
,INV-202211-0000000020,PROD-0000402094,WH-00209,ITA,Asia,2022-11-22,1011,312,35,167,322,16,2022-11-22 17:45:35,kevin.mathews014@analytics.example.com
,INV-202211-0000000021,PROD-0000404884,WH-00029,MEX,North America,2022-11-02,0,0,0,277,0,0,2022-11-02 16:54:25,eric.mullen052@dataops.example.com
,INV-202211-0000000022,PROD-0000400824,WH-00021,CAN,North America,2022-11-25,941,69,29,148,243,11,2022-11-25 08:03:12,yolanda.vasquez005@platform.example.com
,INV-202211-0000000023,PROD-0000397329,WH-00025,ARE,Europe,2022-11-07,1245,68,41,206,417,29,2022-11-07 01:01:16,micheal.chen050@dataops.example.com
,INV-202211-0000000024,PROD-0000411069,WH-00165,GBR,North America,2022-11-04,836,277,20,173,203,6,2022-11-04 22:14:42,taylor.cunningham023@commerce.example.com
,INV-202211-0000000025,PROD-0000402203,WH-00193,BRA,Europe,2022-11-10,602,236,17,228,31,1,2022-11-10 07:29:34,brandon.yu006@analytics.example.com
,INV-202211-0000000026,PROD-0000400512,WH-00111,ARE,Asia,2022-11-25,1434,129,50,84,323,9,2022-11-25 23:47:55,victor.palmer071@platform.example.com
,INV-202211-0000000027,PROD-0000412034,WH-00227,JPN,Europe,2022-11-12,399,10,7,105,131,4,2022-11-12 11:59:46,jennifer.hudson020@analytics.example.com
,INV-202211-0000000028,PROD-0000410083,WH-00099,ITA,Europe,2022-11-16,0,0,0,242,0,0,2022-11-16 16:34:01,shawn.baxter004@dataops.example.com
,INV-202211-0000000029,PROD-0000411382,WH-00150,CAN,Europe,2022-11-21,1134,437,24,51,315,12,2022-11-21 12:44:35,brian.taylor114@analytics.example.com
,INV-202211-0000000030,PROD-0000412146,WH-00019,BRA,North America,2022-11-08,0,0,0,79,0,0,2022-11-08 05:20:51,stephen.clark001@analytics.example.com
,INV-202211-0000000031,PROD-0000412723,WH-00140,DEU,Oceania,2022-11-29,166,43,2,76,44,3,2022-11-29 10:02:30,andrea.cummings039@platform.example.com
,INV-202211-0000000032,PROD-0000406849,WH-00196,SGP,Asia,2022-11-01,405,139,14,181,150,7,2022-11-01 18:13:04,andrea.cummings039@platform.example.com
,INV-202211-0000000033,PROD-0000402996,WH-00013,DEU,Asia,2022-11-09,999,278,1,204,328,15,2022-11-09 22:39:33,jimmy.washington028@commerce.example.com
,INV-202211-0000000034,PROD-0000409939,WH-00163,ARE,Europe,2022-11-14,1237,89,41,112,220,20,2022-11-14 16:04:36,michael.berger060@platform.example.com
,INV-202211-0000000035,PROD-0000415205,WH-00203,ITA,Asia,2022-11-02,746,147,17,188,202,11,2022-11-02 11:48:35,amy.holmes103@dataops.example.com
,INV-202211-0000000036,PROD-0000409891,WH-00135,JPN,Asia,2022-11-21,647,98,10,165,282,8,2022-11-21 14:06:47,brandon.yu006@analytics.example.com
,INV-202211-0000000037,PROD-0000409856,WH-00032,ARE,Asia,2022-11-13,711,59,10,173,171,15,2022-11-13 09:31:12,jeffery.miller012@commerce.example.com
,INV-202211-0000000038,PROD-0000405861,WH-00018,FRA,Asia,2022-11-27,577,195,14,179,91,7,2022-11-27 10:59:06,jennifer.atkins003@platform.example.com
