review_record_id,review_id,customer_id,product_id,order_id,rating,review_title,review_text,verified_purchase,helpful_votes,review_timestamp,country_code,region_name,sentiment,created_at,created_by
,REV-202306-0000000000,CUST-0000918453,PROD-0000515739,ORD-202306-0000003180,5,Highly recommended,Think bed offer line space every visit.,true,6,2023-06-06 20:29:25,GBR,Europe,Positive,2023-06-06 20:29:25,maria.ashley046@analytics.example.com
,REV-202306-0000000001,CUST-0000917237,PROD-0000511592,ORD-202306-0000002580,5,Could be better,Age above range upon bit enjoy.,true,14,2023-06-24 17:07:11,SGP,North America,Positive,2023-06-24 17:07:11,michael.johnson061@platform.example.com
,REV-202306-0000000002,CUST-0000917582,PROD-0000507820,ORD-202306-0000000048,3,Fast delivery,Common magazine talk training. Accept although own tough tax. Subject candidate feeling keep sense share. Contain enter collection her edge art. Store mouth usually nice.,true,1,2023-06-29 17:12:11,GBR,Asia,Neutral,2023-06-29 17:12:11,michael.berger060@platform.example.com
,REV-202306-0000000003,CUST-0000922548,PROD-0000511956,ORD-202306-0000004675,5,Average experience,Run guess at tonight again. Successful plant car both.,true,3,2023-06-14 20:42:05,ITA,Europe,Positive,2023-06-14 20:42:05,chelsea.patel065@commerce.example.com
,REV-202306-0000000004,CUST-0000927065,PROD-0000500928,ORD-202306-0000006829,5,Highly recommended,Daughter we day expert sell task.,true,4,2023-06-22 01:27:05,NLD,Europe,Positive,2023-06-22 01:27:05,susan.rice083@commerce.example.com
,REV-202306-0000000005,CUST-0000911968,PROD-0000516509,ORD-202306-0000008245,5,Worth the money,Stuff skin newspaper eye international pick religious. Sea kid despite public condition however. Movie culture itself someone food machine ball.,true,32,2023-06-08 01:47:12,NLD,Asia,Positive,2023-06-08 01:47:12,timothy.cameron104@commerce.example.com
,REV-202306-0000000006,CUST-0000922539,PROD-0000503387,ORD-202306-0000005910,5,Great product,Ask ten everybody necessary attorney. Home side prepare face theory appear light reach. Fear particular kind movie. Affect turn power play door sound argue.,true,9,2023-06-14 16:57:02,CAN,Asia,Positive,2023-06-14 16:57:02,jennifer.erickson018@platform.example.com
,REV-202306-0000000007,CUST-0000932348,PROD-0000502615,ORD-202306-0000004985,3,Great product,Little give partner feeling seven large. Statement expect part international respond peace general. Story whom rather indicate.,true,13,2023-06-07 04:10:21,JPN,Europe,Neutral,2023-06-07 04:10:21,andrew.ellis102@analytics.example.com
,REV-202306-0000000008,CUST-0000910650,PROD-0000503105,ORD-202306-0000006453,2,Worth the money,Person PM away test themselves inside. Land bill thus number. This method assume star.,true,2,2023-06-19 00:28:41,FRA,Europe,Negative,2023-06-19 00:28:41,tina.williams074@commerce.example.com
,REV-202306-0000000009,CUST-0000916499,PROD-0000515578,ORD-202306-0000005586,3,Great product,Surface price friend suggest up his. Face so trial cultural beautiful if cost.,true,10,2023-06-17 04:21:00,FRA,North America,Neutral,2023-06-17 04:21:00,chelsea.patel065@commerce.example.com
,REV-202306-0000000010,CUST-0000916831,PROD-0000510737,ORD-202306-0000001671,5,Great product,Pretty free available entire.,true,1,2023-06-28 14:45:24,BRA,Europe,Positive,2023-06-28 14:45:24,adam.gordon030@commerce.example.com
,REV-202306-0000000011,CUST-0000919763,PROD-0000508486,ORD-202306-0000002255,5,Great product,Practice whole organization can guy federal interesting.,true,0,2023-06-14 13:42:37,JPN,Europe,Positive,2023-06-14 13:42:37,grace.gonzales099@dataops.example.com
,REV-202306-0000000012,CUST-0000922118,PROD-0000503299,ORD-202306-0000006404,3,Excellent quality,View modern mouth indicate.,true,1,2023-06-17 09:43:20,NLD,Asia,Neutral,2023-06-17 09:43:20,alyssa.richards002@commerce.example.com
,REV-202306-0000000013,CUST-0000930373,PROD-0000510799,ORD-202306-0000006229,5,Not as expected,Past machine call million condition. Buy region matter policy floor.,true,6,2023-06-29 23:07:29,AUS,Asia,Positive,2023-06-29 23:07:29,jillian.russo115@commerce.example.com
,REV-202306-0000000014,CUST-0000925444,PROD-0000513342,ORD-202306-0000007074,5,Highly recommended,Will either simply company information trip.,true,3,2023-06-17 21:46:11,DEU,Asia,Positive,2023-06-17 21:46:11,brandi.carter038@dataops.example.com
,REV-202306-0000000015,CUST-0000922856,PROD-0000513637,ORD-202306-0000001507,1,Worth the money,Finish opportunity class guess garden page modern. Behind near worker heavy possible year require daughter. Page deal budget lay true nor.,true,5,2023-06-03 08:53:46,IND,Asia,Negative,2023-06-03 08:53:46,ryan.steele043@commerce.example.com
,REV-202306-0000000016,CUST-0000927148,PROD-0000515074,ORD-202306-0000005780,4,Could be better,Western region without increase no.,true,1,2023-06-07 03:48:57,MEX,North America,Positive,2023-06-07 03:48:57,timothy.cameron104@commerce.example.com
,REV-202306-0000000017,CUST-0000923133,PROD-0000504717,ORD-202306-0000006716,5,Average experience,Education a wind check write.,true,5,2023-06-13 21:13:44,CAN,Europe,Positive,2023-06-13 21:13:44,kristen.bailey110@analytics.example.com
,REV-202306-0000000018,CUST-0000917489,PROD-0000509600,ORD-202306-0000006856,4,Not as expected,Late read believe size detail board able.,true,10,2023-06-12 03:42:44,ARE,North America,Positive,2023-06-12 03:42:44,michelle.bender024@analytics.example.com
,REV-202306-0000000019,CUST-0000923031,PROD-0000505936,ORD-202306-0000003565,3,Highly recommended,While seven design begin public. Wife when why still successful matter him choice.,true,5,2023-06-07 22:06:02,ESP,North America,Neutral,2023-06-07 22:06:02,diana.williams116@analytics.example.com
,REV-202306-0000000020,CUST-0000911585,PROD-0000506669,ORD-202306-0000007066,4,Highly recommended,Strategy rich anything police else including. Difference authority five candidate boy. Real speak relationship surface chair.,false,2,2023-06-17 01:47:09,CAN,Europe,Positive,2023-06-17 01:47:09,joseph.griffin070@analytics.example.com
,REV-202306-0000000021,CUST-0000921013,PROD-0000508016,ORD-202306-0000001382,4,Could be better,Risk agree range drug eat with step. Indeed gas spend book eight major management. Bring though under continue. Study there attention into during than. Time condition size receive manager ask.,true,13,2023-06-15 08:11:05,DEU,Europe,Positive,2023-06-15 08:11:05,eric.horton058@analytics.example.com
,REV-202306-0000000022,CUST-0000908631,PROD-0000505837,ORD-202306-0000000347,5,Great product,Society level manage positive leader. Mean easy PM.,false,14,2023-06-05 22:32:26,BRA,Asia,Positive,2023-06-05 22:32:26,ashley.marks069@commerce.example.com
,REV-202306-0000000023,CUST-0000924157,PROD-0000515828,ORD-202306-0000004303,5,Could be better,Amount hit ability authority medical magazine. Good deep their yes. Guess poor yes run art. Test century week. Research message effect civil true until though.,true,1,2023-06-10 07:00:21,SGP,North America,Positive,2023-06-10 07:00:21,andrea.cummings039@platform.example.com
,REV-202306-0000000024,CUST-0000930301,PROD-0000503121,ORD-202306-0000002139,4,Worth the money,Different matter behind article.,false,8,2023-06-07 01:21:46,MEX,Asia,Positive,2023-06-07 01:21:46,katelyn.pitts017@commerce.example.com
,REV-202306-0000000025,CUST-0000926576,PROD-0000504268,ORD-202306-0000004598,4,Worth the money,Thank stop policy reach name station machine. Worry concern course serve fire exist policy.,true,10,2023-06-07 19:41:33,GBR,Asia,Positive,2023-06-07 19:41:33,jimmy.washington028@commerce.example.com
,REV-202306-0000000026,CUST-0000926244,PROD-0000515790,ORD-202306-0000002582,4,Could be better,Cover boy explain hospital.,false,5,2023-06-21 14:21:07,SGP,North America,Positive,2023-06-21 14:21:07,jennifer.shepherd015@analytics.example.com
