seller_record_id,seller_id,seller_name,seller_type,country_name,country_code,region_name,seller_rating,seller_status,fulfillment_type,seller_join_date,effective_from,effective_to,is_current,created_at,created_by
71083,SELL-00071083,Kirby Group,Small Business,France,FRA,Europe,4.27,Active,Seller Fulfilled,2021-06-26,2021-06-26 00:00:00,,true,2021-06-26 18:37:01,christine.johnson056@commerce.example.com
71084,SELL-00071084,Hunter-Williams,Brand,Australia,AUS,Oceania,3.88,Active,Platform Fulfilled,2021-06-19,2021-06-19 00:00:00,,true,2021-06-19 06:38:12,adam.gordon030@commerce.example.com
71085,SELL-00071085,Walters LLC,Marketplace,France,FRA,Europe,4.14,Active,Platform Fulfilled,2021-06-17,2021-06-17 00:00:00,,true,2021-06-17 19:43:59,eric.horton058@analytics.example.com
71086,SELL-00071086,Rivera PLC,Distributor,Netherlands,NLD,Europe,4.71,Active,Platform Fulfilled,2021-06-24,2021-06-24 00:00:00,,true,2021-06-24 06:41:41,anita.garcia021@dataops.example.com
71087,SELL-00071087,"Valdez, Weaver and Lloyd",Brand,Brazil,BRA,South America,3.57,Active,Seller Fulfilled,2021-06-02,2021-06-02 00:00:00,,true,2021-06-02 04:48:26,christine.johnson056@commerce.example.com
71088,SELL-00071088,"Hernandez, Martinez and Johnson",Small Business,United States,USA,North America,4.65,Active,Dropship,2021-06-04,2021-06-04 00:00:00,,true,2021-06-04 20:14:07,tiffany.freeman101@analytics.example.com
71089,SELL-00071089,Schultz-Weiss,Marketplace,United Kingdom,GBR,Europe,3.9,Active,Seller Fulfilled,2021-06-21,2021-06-21 00:00:00,,true,2021-06-21 06:55:56,michael.berger060@platform.example.com
71090,SELL-00071090,Heath LLC,Small Business,India,IND,Asia,3.82,Active,Seller Fulfilled,2021-06-05,2021-06-05 00:00:00,,true,2021-06-05 12:09:57,ashley.marks069@commerce.example.com
71091,SELL-00071091,Stevenson LLC,Small Business,Germany,DEU,Europe,4.28,Active,Dropship,2021-06-20,2021-06-20 00:00:00,,true,2021-06-20 15:57:11,jason.franklin045@dataops.example.com
71092,SELL-00071092,Lopez-Alexander,Marketplace,Canada,CAN,North America,4.33,Active,Seller Fulfilled,2021-06-24,2021-06-24 00:00:00,,true,2021-06-24 22:06:48,kelsey.taylor010@platform.example.com
71093,SELL-00071093,"Campbell, Rose and Simmons",Small Business,United Kingdom,GBR,Europe,3.68,Active,Dropship,2021-06-09,2021-06-09 00:00:00,,true,2021-06-09 02:30:32,michelle.bender024@analytics.example.com
71094,SELL-00071094,Webb LLC,Brand,Australia,AUS,Oceania,4.01,Active,Dropship,2021-06-22,2021-06-22 00:00:00,,true,2021-06-22 22:55:51,michael.johnson061@platform.example.com
71095,SELL-00071095,"Stevenson, Foster and Hartman",Retailer,Canada,CAN,North America,4.5,Active,Dropship,2021-06-26,2021-06-26 00:00:00,,true,2021-06-26 23:32:10,taylor.cunningham023@commerce.example.com
71096,SELL-00071096,Greer PLC,Retailer,France,FRA,Europe,4.62,Active,Platform Fulfilled,2021-06-16,2021-06-16 00:00:00,,true,2021-06-16 16:38:59,christine.carter078@commerce.example.com
71097,SELL-00071097,Morgan-Thompson,Marketplace,Australia,AUS,Oceania,5,Active,Platform Fulfilled,2021-06-29,2021-06-29 00:00:00,,true,2021-06-29 00:30:31,tina.williams074@commerce.example.com
71098,SELL-00071098,Carroll and Sons,Marketplace,Italy,ITA,Europe,4.67,Active,Platform Fulfilled,2021-06-03,2021-06-03 00:00:00,,true,2021-06-03 12:46:30,timothy.cameron104@commerce.example.com
71099,SELL-00071099,Wilson Group,Brand,Brazil,BRA,South America,4.38,Active,Platform Fulfilled,2021-06-02,2021-06-02 00:00:00,,true,2021-06-02 15:21:35,timothy.cameron104@commerce.example.com
