exchange_rate_id,rate_date,base_currency,target_currency,exchange_rate,rate_source,rate_type,created_at,created_by
,2023-08-31,CAD,AUD,0.7632274578,Reuters,Spot,2023-08-31 21:09:55,andrew.ellis102@analytics.example.com
,2023-08-09,USD,AED,0.9398681337,Bloomberg,Spot,2023-08-09 20:26:02,brandi.carter038@dataops.example.com
,2023-08-18,MXN,AUD,0.8541069185,Internal FX,Closing,2023-08-18 10:30:44,andrew.ellis102@analytics.example.com
,2023-08-11,GBP,AUD,0.5471687963,Reuters,Closing,2023-08-11 14:16:56,stephen.daniels076@commerce.example.com
,2023-08-30,MXN,USD,0.5928631848,ECB,Spot,2023-08-30 09:16:08,troy.boone097@platform.example.com
,2023-08-25,EUR,GBP,0.2929158786,Internal FX,Spot,2023-08-25 04:34:12,joseph.griffin070@analytics.example.com
,2023-08-06,GBP,USD,3.4095198738,Bloomberg,Closing,2023-08-06 02:17:26,kelsey.taylor010@platform.example.com
,2023-08-30,EUR,AED,0.5840032671,Internal FX,Spot,2023-08-30 06:24:51,joann.clark089@commerce.example.com
,2023-08-13,BRL,INR,0.5420013234,Bloomberg,Spot,2023-08-13 16:48:39,jimmy.washington028@commerce.example.com
,2023-08-05,USD,EUR,3.4888085824,Reuters,Daily,2023-08-05 23:09:41,renee.harvey080@dataops.example.com
,2023-08-15,GBP,JPY,1.9536688256,ECB,Closing,2023-08-15 07:59:56,brittany.rose019@commerce.example.com
,2023-08-30,INR,EUR,0.3700812,Internal FX,Spot,2023-08-30 02:59:44,megan.cunningham013@commerce.example.com
,2023-08-03,BRL,AUD,0.6853708435,Internal FX,Spot,2023-08-03 10:45:17,victor.palmer071@platform.example.com
,2023-08-14,GBP,BRL,0.7446077365,Internal FX,Closing,2023-08-14 20:06:06,rachel.hall062@platform.example.com
,2023-08-13,AUD,AED,2.7890980634,Bloomberg,Closing,2023-08-13 05:31:06,micheal.chen050@dataops.example.com
,2023-08-07,AUD,BRL,1.2169328022,ECB,Closing,2023-08-07 11:34:28,andrew.ellis102@analytics.example.com
,2023-08-16,EUR,MXN,0.4362686713,Internal FX,Daily,2023-08-16 21:07:19,katelyn.pitts017@commerce.example.com
,2023-08-03,AUD,CAD,1.0728943555,Reuters,Spot,2023-08-03 04:48:56,jason.franklin045@dataops.example.com
,2023-08-22,JPY,MXN,1.8849425254,ECB,Daily,2023-08-22 14:07:31,victor.palmer071@platform.example.com
,2023-08-19,INR,USD,0.4197283923,Internal FX,Closing,2023-08-19 01:57:29,christine.johnson056@commerce.example.com
,2023-08-05,JPY,CAD,1.1551429327,Internal FX,Spot,2023-08-05 22:58:52,andrew.ellis102@analytics.example.com
,2023-08-05,AED,GBP,1.2297280418,Reuters,Closing,2023-08-05 18:55:27,peter.martinez098@platform.example.com
,2023-08-28,CAD,AUD,2.4985081216,Bloomberg,Spot,2023-08-28 17:10:19,jennifer.bauer068@analytics.example.com
,2023-08-04,BRL,INR,1.717414106,Reuters,Closing,2023-08-04 20:39:21,alyssa.richards002@commerce.example.com
,2023-08-05,BRL,JPY,6.0385989269,Reuters,Daily,2023-08-05 03:10:45,victor.palmer071@platform.example.com
,2023-08-19,MXN,GBP,0.6244467363,ECB,Closing,2023-08-19 02:51:10,yolanda.vasquez005@platform.example.com
,2023-08-11,USD,CAD,0.3534160701,ECB,Spot,2023-08-11 02:36:27,adam.gordon030@commerce.example.com
,2023-08-07,GBP,AUD,1.1370585542,ECB,Spot,2023-08-07 13:59:38,kristen.bailey110@analytics.example.com
,2023-08-09,MXN,JPY,1.5493694705,ECB,Closing,2023-08-09 00:37:30,joseph.griffin070@analytics.example.com
,2023-08-04,USD,AUD,1.1366483724,Internal FX,Closing,2023-08-04 04:15:04,stephen.daniels076@commerce.example.com
,2023-08-14,AED,USD,2.5085366672,Reuters,Closing,2023-08-14 16:34:49,chelsea.patel065@commerce.example.com
,2023-08-30,INR,BRL,1.8666798481,Bloomberg,Closing,2023-08-30 21:55:10,rachel.hall062@platform.example.com
,2023-08-10,JPY,USD,1.2742369686,ECB,Daily,2023-08-10 14:43:12,jennifer.bauer068@analytics.example.com
,2023-08-22,AED,SGD,0.6684625973,Bloomberg,Closing,2023-08-22 11:10:38,tiffany.freeman101@analytics.example.com
,2023-08-24,SGD,JPY,0.7638574269,ECB,Closing,2023-08-24 06:04:02,beth.carter090@dataops.example.com
,2023-08-20,CAD,AED,1.4388092189,Bloomberg,Closing,2023-08-20 00:41:23,jimmy.washington028@commerce.example.com
,2023-08-09,INR,SGD,1.0571591376,Internal FX,Spot,2023-08-09 10:46:48,andrew.ellis102@analytics.example.com
,2023-08-04,BRL,MXN,2.5399242549,Internal FX,Daily,2023-08-04 14:38:39,crystal.smith022@platform.example.com
,2023-08-06,AED,SGD,0.8664777827,ECB,Daily,2023-08-06 13:59:26,ashley.marks069@commerce.example.com
,2023-08-15,AUD,AED,4.8256842348,Reuters,Spot,2023-08-15 20:44:32,brittany.rose019@commerce.example.com
,2023-08-31,CAD,JPY,0.653462275,Internal FX,Daily,2023-08-31 15:00:31,darren.anderson025@dataops.example.com
,2023-08-23,MXN,GBP,0.9406006485,Bloomberg,Spot,2023-08-23 14:13:31,joseph.griffin070@analytics.example.com
,2023-08-31,INR,SGD,1.6810573615,Bloomberg,Closing,2023-08-31 00:13:57,micheal.chen050@dataops.example.com
,2023-08-07,BRL,MXN,0.395000487,Reuters,Spot,2023-08-07 14:04:39,maria.ashley046@analytics.example.com
,2023-08-13,GBP,JPY,0.360152003,Internal FX,Closing,2023-08-13 17:07:33,joann.clark089@commerce.example.com
,2023-08-24,EUR,USD,1.0519676825,Reuters,Spot,2023-08-24 11:30:37,shawn.baxter004@dataops.example.com
,2023-08-31,EUR,CAD,0.7944414286,Reuters,Daily,2023-08-31 09:11:59,brandi.carter038@dataops.example.com
,2023-08-04,AUD,EUR,0.182804782,Reuters,Daily,2023-08-04 21:50:52,jennifer.bauer068@analytics.example.com
,2023-08-14,MXN,GBP,0.4416396705,Reuters,Spot,2023-08-14 12:34:14,tammy.smith009@platform.example.com
,2023-08-09,MXN,GBP,0.294156059,Internal FX,Daily,2023-08-09 20:57:42,stephen.clark001@analytics.example.com
,2023-08-29,EUR,BRL,1.0257531172,Reuters,Closing,2023-08-29 10:37:21,shawn.baxter004@dataops.example.com
,2023-08-31,AUD,AED,0.3899449801,Internal FX,Spot,2023-08-31 18:21:16,lance.williams029@platform.example.com
,2023-08-20,INR,AUD,1.0227684207,Bloomberg,Closing,2023-08-20 12:50:08,jason.franklin045@dataops.example.com
,2023-08-10,USD,INR,2.0584609553,Reuters,Spot,2023-08-10 02:09:46,katelyn.pitts017@commerce.example.com
,2023-08-03,USD,EUR,3.7724904989,Bloomberg,Spot,2023-08-03 04:23:56,micheal.chen050@dataops.example.com
,2023-08-05,MXN,JPY,0.922854661,Bloomberg,Daily,2023-08-05 04:20:11,joseph.johnson049@dataops.example.com
,2023-08-02,AUD,MXN,0.8648609311,Reuters,Daily,2023-08-02 22:14:03,jennifer.shepherd015@analytics.example.com
,2023-08-17,AED,BRL,1.657450101,Reuters,Daily,2023-08-17 22:21:26,crystal.smith022@platform.example.com
,2023-08-17,MXN,SGD,1.7260585191,ECB,Daily,2023-08-17 03:50:18,michelle.bender024@analytics.example.com
,2023-08-03,AED,BRL,0.6014366712,Internal FX,Closing,2023-08-03 06:14:56,kelsey.taylor010@platform.example.com
,2023-08-10,EUR,CAD,0.2956981701,Bloomberg,Closing,2023-08-10 01:36:54,jennifer.erickson018@platform.example.com
,2023-08-29,USD,EUR,0.8424785255,Reuters,Closing,2023-08-29 07:29:12,john.mullins109@commerce.example.com
,2023-08-08,INR,GBP,3.2722207375,Internal FX,Spot,2023-08-08 04:29:40,tiffany.freeman101@analytics.example.com
,2023-08-29,AUD,CAD,3.4057152802,Bloomberg,Daily,2023-08-29 16:38:09,eric.horton058@analytics.example.com
,2023-08-10,AED,GBP,1.5825134748,Bloomberg,Closing,2023-08-10 22:17:47,ryan.steele043@commerce.example.com
,2023-08-29,AUD,USD,1.8392185157,Bloomberg,Closing,2023-08-29 14:26:28,sylvia.diaz107@dataops.example.com
,2023-08-19,INR,AED,1.1127708077,Bloomberg,Spot,2023-08-19 15:48:10,timothy.cannon081@analytics.example.com
,2023-08-06,SGD,AED,1.5866141338,ECB,Spot,2023-08-06 12:36:41,sandra.hunter036@platform.example.com
,2023-08-07,EUR,SGD,1.4046709814,Reuters,Daily,2023-08-07 14:24:11,kelsey.taylor010@platform.example.com
,2023-08-03,BRL,AED,2.7888667099,ECB,Spot,2023-08-03 16:39:29,renee.harvey080@dataops.example.com
,2023-08-26,USD,BRL,1.1668464948,Bloomberg,Spot,2023-08-26 16:18:21,michael.berger060@platform.example.com
,2023-08-21,CAD,INR,1.898419344,Internal FX,Spot,2023-08-21 13:12:14,timothy.cannon081@analytics.example.com
,2023-08-27,AED,CAD,2.2753342957,ECB,Daily,2023-08-27 10:56:38,michelle.sims041@analytics.example.com
,2023-08-21,MXN,SGD,0.3038887912,Bloomberg,Daily,2023-08-21 09:53:51,stephen.daniels076@commerce.example.com
,2023-08-25,BRL,INR,0.8739202575,ECB,Spot,2023-08-25 12:56:33,david.cabrera119@dataops.example.com
,2023-08-08,BRL,MXN,1.2136244682,Internal FX,Spot,2023-08-08 22:52:44,sylvia.diaz107@dataops.example.com
,2023-08-17,SGD,JPY,5.0248179068,Reuters,Closing,2023-08-17 05:13:03,craig.johnson106@analytics.example.com
,2023-08-05,AED,EUR,1.1970074734,ECB,Daily,2023-08-05 12:54:20,tammy.smith009@platform.example.com
,2023-08-03,USD,INR,0.663516975,Internal FX,Closing,2023-08-03 03:06:46,anita.garcia021@dataops.example.com
,2023-08-07,CAD,INR,1.9841541298,ECB,Closing,2023-08-07 02:35:41,lance.williams029@platform.example.com
,2023-08-06,JPY,EUR,0.4690679526,Bloomberg,Spot,2023-08-06 17:43:13,christine.johnson056@commerce.example.com
,2023-08-12,USD,SGD,0.4564855563,ECB,Spot,2023-08-12 17:18:06,lisa.kim091@platform.example.com
,2023-08-20,MXN,CAD,1.7240537568,Reuters,Spot,2023-08-20 07:18:10,rachel.hall062@platform.example.com
