customer_record_id,customer_id,first_name,last_name,gender,date_of_birth,age,age_group,email,country_name,country_code,region_name,sub_region_name,city,state_province,postal_code,currency_code,customer_segment,acquisition_channel,registration_date,customer_status,marketing_opt_in,effective_from,effective_to,is_current,source_system,created_at,updated_at,created_by
619852,CUST-0000619852,Eric,Reyes,Male,1965-10-20,56,55-64,eric.reyes.619852@yahoo.com,Singapore,SGP,Asia,South-eastern Asia,Bellbury,Florida,09225,SGD,Occasional,Paid Search,2022-07-11,Active,true,2022-07-11 00:00:00,,true,Marketplace,2022-07-11 12:01:41,2022-07-11 03:25:45,john.mullins109@commerce.example.com
619853,CUST-0000619853,Diane,Rodriguez,Non-binary,1986-05-26,36,35-44,diane.rodriguez.619853@yahoo.com,Spain,ESP,Europe,Southern Europe,Cabreramouth,New Jersey,81603,EUR,Regular,Paid Search,2022-07-18,Active,true,2022-07-18 00:00:00,,true,Mobile,2022-07-18 08:28:06,2022-07-18 12:11:28,susan.rice083@commerce.example.com
619854,CUST-0000619854,Jeanette,Chavez,Non-binary,1980-04-12,42,35-44,jeanette.chavez.619854@hotmail.com,Mexico,MEX,North America,Central America,North Steven,Connecticut,21182,MXN,At Risk,Affiliate,2022-07-23,Active,false,2022-07-23 00:00:00,,true,Web,2022-07-23 17:20:38,2022-07-23 04:42:57,ashley.marks069@commerce.example.com
619855,CUST-0000619855,Eric,Crawford,Female,1964-07-28,57,55-64,eric.crawford.619855@hotmail.com,United Arab Emirates,ARE,Asia,Western Asia,East Alan,Massachusetts,75371,AED,Occasional,Organic,2022-07-25,Active,false,2022-07-25 00:00:00,,true,Marketplace,2022-07-25 08:44:16,2022-07-25 12:40:31,amy.holmes103@dataops.example.com
619856,CUST-0000619856,Wanda,Rogers,Female,1975-11-04,46,45-54,wanda.rogers.619856@yahoo.com,United Arab Emirates,ARE,Asia,Western Asia,Hannahton,Rhode Island,41379,AED,Premium,Email,2022-07-12,Active,true,2022-07-12 00:00:00,,true,Marketplace,2022-07-12 18:08:53,2022-07-12 01:13:50,amy.holmes103@dataops.example.com
619857,CUST-0000619857,Casey,Jackson,Female,1972-03-25,50,45-54,casey.jackson.619857@hotmail.com,Japan,JPN,Asia,Eastern Asia,New Davidburgh,South Carolina,61608,JPY,Regular,Direct,2022-07-22,Active,true,2022-07-22 00:00:00,,true,CRM,2022-07-22 02:52:35,2022-07-22 20:06:38,michelle.sims041@analytics.example.com
619858,CUST-0000619858,Daniel,Craig,Male,1970-12-19,51,45-54,daniel.craig.619858@hotmail.com,Italy,ITA,Europe,Southern Europe,Dyerhaven,Louisiana,43703,EUR,Regular,Social,2022-07-11,Active,true,2022-07-11 00:00:00,,true,Mobile,2022-07-11 21:30:00,2022-07-11 12:05:33,michelle.sims041@analytics.example.com
619859,CUST-0000619859,Alicia,Evans,Non-binary,1973-11-21,48,45-54,alicia.evans.619859@yahoo.com,United Kingdom,GBR,Europe,Northern Europe,Chadfort,California,67682,GBP,Regular,Organic,2022-07-20,Active,true,2022-07-20 00:00:00,,true,Marketplace,2022-07-20 05:51:32,2022-07-20 03:36:37,shawn.baxter004@dataops.example.com
619860,CUST-0000619860,Kim,Cooley,Prefer not to say,1982-07-06,40,35-44,kim.cooley.619860@yahoo.com,Japan,JPN,Asia,Eastern Asia,New Robert,Montana,67604,JPY,New,Direct,2022-07-13,Active,false,2022-07-13 00:00:00,,true,Web,2022-07-13 06:21:50,2022-07-13 21:17:52,kevin.mathews014@analytics.example.com
619861,CUST-0000619861,John,Marquez,Male,1956-10-03,65,65+,john.marquez.619861@hotmail.com,Singapore,SGP,Asia,South-eastern Asia,Tannerfort,Arkansas,22008,SGD,Regular,Organic,2022-07-20,Active,true,2022-07-20 00:00:00,,true,Mobile,2022-07-20 23:55:45,2022-07-20 22:27:18,shawn.baxter004@dataops.example.com
619862,CUST-0000619862,James,Campbell,Female,1953-08-09,68,65+,james.campbell.619862@gmail.com,United Kingdom,GBR,Europe,Northern Europe,South Ronaldburgh,Washington,20042,GBP,Occasional,Referral,2022-07-01,Active,true,2022-07-01 00:00:00,,true,CRM,2022-07-01 06:54:57,2022-07-01 08:19:20,darren.anderson025@dataops.example.com
619863,CUST-0000619863,Lisa,Garcia,Non-binary,2001-04-18,21,18-24,lisa.garcia.619863@hotmail.com,United States,USA,North America,Northern America,North Julia,Idaho,92896,USD,Regular,Referral,2022-07-23,Active,true,2022-07-23 00:00:00,,true,Mobile,2022-07-23 07:32:45,2022-07-23 21:04:21,andrew.ellis102@analytics.example.com
619864,CUST-0000619864,Sergio,White,Male,2003-12-12,18,18-24,sergio.white.619864@gmail.com,United States,USA,North America,Northern America,North Deanmouth,Virginia,24716,USD,Regular,Organic,2022-07-13,Active,false,2022-07-13 00:00:00,,true,Web,2022-07-13 06:22:29,2022-07-13 03:00:21,eric.horton058@analytics.example.com
